,날짜,기사제목,기사내용
0,2014.04.09. 오후 1:16,"부산 서면도로, 시각장애인 통행 곳곳 '위험' 적신호","【부산=뉴시스】허상천 기자 = 부산의 도심인 서면일대 도로는 점자블록이 끊어진 곳이 많고 기준대로 깔려 있지 않아서 시각장애인들이 다니기는 ‘위험’한 마의 도로인 것으로 드러났다. 부산참여자치시민연대는 보행자들의 권리 확보를 위해 지난달 16일 부산도시교통 서면역 2번 출구에서 밀리오레~궁리마루~쥬디스 태화를 지나 서면역 2번 출구로 되돌아 오는 구간의 횡단보도 23곳을 비롯해 도로의 점자블록 상태를 조사한 결과 이 구간의 횡단보도가 대부분 점자블록이 규정대로 설치돼 있지 않거나 보도 턱이 높고 경사가 심해 보행하는데 위험한 것으로 확인됐다고 9일 밝혔다. 이 조사 결과 서면 올레대리점앞 길에서 태화쥬디스간 약 260m 구간의 인도에는 아예 점자블록이 깔려있는 않은 것으로 밝혀졌다. 또 시각장애인들이 횡단보도에서 대기할 때 안전을 확보하기 위해 횡단보도 앞에서 30㎝ 간격을 두고 설치토록 돼있는 점자블록이 제대로 설치돼 있는 곳은 23곳 중 동보서적 앞 횡단보도 1곳밖에 없는 것으로 드러났다. 더욱이 횡단보도가 아닌 곳으로 유도된 점자블록이 2곳이나 되고, 나머지 3곳은 보도 앞 점형블록을 설치하지 않았고 8곳은 닳아서 점자블록 기능을 하지 못하는 것으로 확인됐다. 횡단보도 턱 높이도 기준(1㎝)보다 높은 곳이 6곳, 1㎝이하인 곳도 차도와 인도를 구분하는 연석이 없거나 5곳은 연석의 경사가 심한 것으로 조사됐다. 보도 폭도 지하철 환기구나 지하철 출입구 등으로 가로 막혀 유효 보도 폭 2m의 절반에도 못미치는 0.8m인 곳이 있는가 하면 최소 보도폭 1.5m보다 좁은 보행로가 3곳이나 되고 점자블록 위에 불법 주차까지 일삼아 장애인들이 통행하는데 고통을 겪고 있다. 이 때문에 장애인들이 서면 변화가를 오가거나 횡단보도를 건널때 무방비로 교통사고 위험에 노출돼 있는 실정이다. 부산참여자치시민연대 관계자는 “이번 조사를 통해 서면의 번화가 지역에서 장애인들의 이동권이 얼마나 열악한 상태인지 직접 확인할 수 있었다”고 밝히고 “장애인들의 이동권 보장을 위해서는 하루라도 빨리 이에 대한 시정이 필요한 상황”이라며 대책마련을 촉구했다. 한편 부산참여자치시민연대는 오는 13일 오후2시 부산시청 주변을 부산시민들과 함께 걷고, 장애인들의 이동시 어려움을 직접 체험해보는 행사를 진행할 계획이라고 밝혔다. 이번 행사는 시민이 휠체어를 타고 보도와 횡단보도를 통과하고, 안대로 눈을 가리고 지팡이를 이용해 보도와 횡단보도를 걸어면서 장애인들의 열악한 이동권을 체감하는 행사를 펼칠 계획이다. heraid@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
1,2014.04.23. 오전 10:47,부산교통공사 장애인 고용 국무총리 표창,"부산교통공사(사장 배태수)는 최근 '2014 장애인고용촉진대회'에서 장애인 고용 촉진에 기여한 공로를 인정받아 국무총리 기관표창을 수상했다(사진).부산교통공사는 2010년 신규사원 채용 시부터 장애인 할당 구분모집을 시행해 왔으며, 2012년에는 장애인 고용에 대한 실천의지를 갖고 장애인 고용 계획을 충실히 실행한 기업에 수여하는 트루컴퍼니(장애인고용신뢰기업) 상 동상을 수상하기도 했다. 임원철 기자"
2,2014.04.21. 오전 10:57,"부산교통공사, 장애인 고용 촉진 국무총리표창 수상","			【부산=뉴시스】제갈수만 기자 = 부산교통공사(사장 배태수)는 '2014 장애인고용촉진대회'에서 장애인 고용 촉진에 기여한 공로를 인정받아 국무총리 기관표창을 수상했다고 21일 밝혔다. 부산교통공사는 지난 2010년 신규사원 채용시부터 장애인 할당 구분모집을 시행해 왔으며, 2012년에는 장애인 고용에 대한 실천의지를 갖고 장애인 고용 계획을 충실히 실행한 기업으로 인정을 받은 바 있다. 이에 장애고용 우수기업에 수여하는 트루컴퍼니(장애인고용신뢰기업) 상 동상을 수상하는 등 장애인 고용 확대를 통산 기업의 사회적 책임에 기여해 오고 있다.  jgsm@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
3,2014.04.19. 오전 6:50,"부산경찰청, 장애인시설도 스쿨존처럼 교통관리","			    (부산=연합뉴스) 박창수 기자 = 부산경찰청이 부산지역 장애인 시설 주변 교통을 스쿨존과 같은 수준으로 관리하기로 했다.     부산경찰청은 19일 특수학교와 장애인복지관 등 장애인이 많이 다니는 77개 시설물 주변을 '세이프존'으로 지정해 특별 관리한다고 밝혔다.    경찰은 해당 지역 경찰관과 싸이카 순찰대 등으로 책임 경찰관을 지정해 세이프존을 관리하게 된다.     이들은 장애인의 안전한 이동을 돕고 주변 도로의 불법 주·정차 행위에 대해 집중적으로 단속해 사고를 예방하는 역할을 한다.    또 세이프존 주변을 수시로 순찰하며 장애인 탑승 차량의 이동에 방해되는 시설물이 있는지, 장애인 운전자를 위협하는 교통법규 위반 행위가 있는지 적극적으로 점검하는 일도 맡았다.     경찰은 지자체와 합동으로 세이프존 주변 교통 안전시설을 점검해 사고 위험을 사전에 없애고 장애인을 대상으로 교통 안전교육도 함께 진행하기로 했다. pcs@yna.co.kr▶연합뉴스앱  ▶궁금한배틀Y  ▶화보  ▶포토무비<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
4,2014.04.09. 오전 9:04,<부산소식> 동남권 노사정 화합실천 결의대회,"			    (부산=연합뉴스) 부산시는 일자리 창출 등 지역노동 현안 해결을 위한 '제1회 동남권 노사정 화합실천 결의대회'를 10일 오전 11시 사직체육관에서 개최한다.    이번 결의대회는 동남권 노사정 실무위원회 주관으로 진행되며 허남식 부산시장, 이해수 한국노총 부산지역본부 의장, 성한경 부산경영자총협회장, 이태희 부산지방고용노동청장 등 동남권의 노사정 관련기관·단체, 근로자 등 250여 명이 참석한다.    1부에서는 개회식, 노사정 대통합 퍼포먼스, 현안 해결을 위한 공동 결의문 채택과 연대 서명식이, 2부에서는 노사정 대표가 함께 참여하는 단결과 화합의 장이 진행된다.     선진교통문화·교통안전 홍보 거리 캠페인     (부산=연합뉴스) 선진 교통문화 정착과 교통사고예방을 위한 '교통안전 홍보 거리 캠페인'이 한국교통장애인협회 부산시지부(지부장 설종호) 주관으로 11일 오후 2시 부산시청 광장에서 열린다.    이날 행사에는 설종호 부산지부장을 비롯한 교통사고 장애인과 자원봉사자 등 150여 명이 참가한다.    시청광장에서 교통안전 홍보 행사를 한 뒤 시청을 출발해 양정로터리를 거쳐 서면로터리까지 거리 홍보 캠페인을 전개한다.     특히 교통장애인 20여 명이 휠체어를 타고 거리 캠페인에 직접 동참한다.▶연합뉴스앱  ▶궁금한배틀Y  ▶화보  ▶포토무비<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
5,2014.04.20. 오전 9:49,"부산경찰, 장애인시설 교통책임 경찰관제 시행","			【부산=뉴시스】하경민 기자 = 부산경찰청(청장 이금형)은 교통약자인 장애인의 안전한 이동권을 보장하기 위해 '장애인 교통안전 종합대책'을 시행한다고 20일 밝혔다. 부산경찰이 마련한 종합대책은 장애인 시설 주변 지역의 스쿨존에 준한 관리, 책임 경찰관 지정 불법 주·정차 단속 강화, 시설물 보완 및 맞춤형 교육 등이다. 먼저 경찰은 특수학교 15곳과 복지관 14곳 등 장애인 시설 77곳에 대한 책임경찰관을 지정하고 불법 주·정차 단속을 강화할 계획이다. 전담경찰관은 장애인 관련 시설 주변 지역의 장애인 및 장애인 탑승 차량 이동을 방해하는 위해요소에 대한 지속적인 순찰을 펼친다. 특히 보행자 보호의무 위반, 신호위반 등 장애인 안전을 위협하는 중요 교통법규 위반에 대해 강력한 단속을 전개할 방침이다.  또 경미한 교통법규를 위반한 장애인 탑승차량에 대해서는 안전운전을 당부하는 계도 위주의 단속을 할 예정이다.  부산경찰청은 더불어 장애인 시설 주변을 스쿨존에 준해 관리할 방침이다. 부산맹학교 등 장애인 학교 15곳을 이미 스쿨존으로 지정, 교통 위해요소 등 안전 진단을 완료하고 집중 관리를 하고 있다.  장애인의 이동이 많아 사고의 위험이 높은 장애인 복지관 및 거주시설 62곳에 대해서도 스쿨존에 준하는 장애인 보호구역(Safe-zone)으로 지정한다.  이 외에도 관할 경찰서와 지자체가 합동으로 장애인 차량 등의 이동경로를 사전에 파악해 안전표지, 노면표시, 과속방지턱, CCTV 등 교통안전 시설물에 대한 개선을 추진해 사고 위험요소를 제거하고, 장애인의 교통안전의식 강화를 위해 경찰관이 장애인 관련시설에 직접 찾아가는 맞춤형 교육도 함께 시행할 예정이다.  yulnetphoto@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
6,2014.04.17. 오후 8:41,"장애인단체, '이동권' 보장 고속버스 승차투쟁 예고","지난달 4일 서울 강북구 우이동 동아운수에서 교통장애인협회, 특수장애인협회 등 장애인 단체 대표들이 중저상버스에 시승해보고 있다. © News1 안은나 기자20일 전동휠체어 이용 장애인 200여명, 강남터미널 집결(서울=뉴스1) 홍우람 기자  = 장애인단체 연대기구인 420장애인차별공동투쟁단은 17일 오전 서울 정동 민주노총 회의실에서 20일 장애인들의 이동권 보장을 요구하는 '희망 고속버스' 투쟁에 나선다고 예고했다.공동투쟁단은 ""교통약자 이동편의 증진법이 장애인 등 교통약자가 차별없이 모든 교통수단을 이용할 수 있도록 의무화하고 있는데도 현재 어떤 고속버스도 휠체어를 이용하는 장애인이 승차할 수 있는 설비를 갖추고 있지 않다""고 지적했다.공동투쟁단에 따르면 이날 오전 10시부터 전동휠체어 이용 장애인 200여명은 서울강남고속터미널에서 '장애인차별철폐투쟁의날 결의대회'를 연다.이들은 이후 낮 12시20분부터 오후 2시까지 부산과 대구, 울산, 포항 등 경부선 각지로 출발하는 버스 20대에 승차를 시도할 계획이다. 현재 각 버스당 10좌석씩 총 200좌석을 예매한 상태다.공동투쟁단은 경찰과 버스 사업주가 장애인들의 고속버스 탑승을 봉쇄할 경우 법적 대응에 나서겠다는 방침이다.▶ 네이버 뉴스스탠드에서 NEWS1을 바로 만나보세요.내 손안의 모바일 뉴스, 함께하니 더 즐겁다 ☞ NEWS1 모바일 바로가기대한민국 오늘과 눈을 맞추다! 남과 다른 동영상뉴스 ☞ 눈TV 바로가기 [ⓒ 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지] 		"
7,2014.04.15. 오후 10:05,부산시청서 지하철서…장애인 차별 철폐 외친다,"			 [한겨레] 34개 단체 자립권·이동권 투쟁시에 교육·복지·의료지원 요구부산민중연대 등 34개 시민사회단체로 꾸려진 ‘장애인차별철폐 부산공동투쟁실천단’은 장애인의 날인 20일까지 부산 곳곳에서 장애인의 자립 생활권·노동권·이동권 확보를 위한 다양한 활동을 펼친다.장애인차별철폐 부산공동투쟁실천단은 15일 부산시청 광장에서 뇌성마비 장애인 가족 권리 보장과 지원 촉구 결의대회를 열어 “뇌성마비 장애인과 가족을 위한 합리적인 교육·복지·의료 지원 체계를 마련해 달라”고 정부와 부산시에 요구했다.16일엔 부산도시철도 1호선 서면역에서 장애등급제·부양의무제 폐지를 위한 시민 홍보활동을 벌인다. 부산장애인차별철폐연대 관계자는 “의학적 기준으로 매겨지는 장애등급 때문에 복지서비스가 제한돼 장애인들이 필요한 지원을 제대로 받지 못한다”고 말했다.17일엔 사상구 장애인자립센터에서 중증장애인 노동권 보장 토론회가, 18일엔 부산시청 인근 전교조 부산지부 강당에서 장애인 반성폭력 토론회가 열린다. 19일엔 금정구 부산동부버스터미널에서 고속버스 이동권 보장을 촉구하는 ‘고속버스 타기 운동’에 나선다.장애인차별철폐 부산공동투쟁실천단의 신수현 집행위원장은 “장애인이 시외로 이동할 때 이용할 수 있는 교통수단은 기차뿐이다. 고속버스엔 리프트와 휠체어 좌석이 없기 때문이다. 고속버스에도 저상버스를 도입하는 등 장애인 이동권을 보장해야 한다”고 말했다.장애인차별철폐 행사는 20일 부산진구 서면 쥬디스태화에서 부산시립 부전도서관까지 300ｍ가량 거리행진을 끝으로 마무리된다.  김영동 기자 ydkim@hani.co.kr   공식 SNS [통하니] [트위터] [미투데이] | 구독신청 [한겨레신문] [한겨레21]Copyrights ⓒ 한겨레신문사, 무단전재 및 재배포 금지<한겨레는 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.>"
8,2014.04.16. 오후 8:32,"[사실은...]장애인 고속버스 이동권 보장, 안전성 문제 등 검토사항 많아","국토교통부는 “전동휠체어 장애인의 고속버스 이동권 보장은 차량개발·개조 등의 지원에 소요되는 국가재정 문제, 안전성 문제 등 추가적으로 검토할 사항이 많다”고 밝혔다. 국토부는 이날 자 한겨레신문의 ‘부산시청서 지하철서…장애인 차별 철폐 외친다’ 제하 기사에서 “장애인이 시외로 이동할 때 이용할 수 있는 교통수단은 기차뿐이며 고속버스에도 저상버스를 도입하는 등 장애인 이동권을 보장해야 한다”고 보도한 내용에 대해 이 같이 설명했다.현재 일반철도·고속철도, 시내버스에는 전동휠체어 장애인의 이동권이 마련돼 있다. 시외버스와 고속버스는 장애인이 주위의 도움으로 수동휠체어 장비를 접어 수하물 적재함에 보관 후 버스 내 안전띠가 설치된 좌석에 탑승은 가능하나 전동휠체어를 탑승한 채 승차는 불가능하다.정부는 현재 교통약자 이동편의 증진계획을 수립해 교통약자의 이동편의시설을 점진적으로 확충하고 있다. 시내버스의 경우 차체가 낮아 휠체어 이용자 및 고령자 등의 승·하차가 쉬운 저상버스 5338대(보급률 16.4%)를 전국적으로 보급해 현재 운행중에 있다.올해도 국비 378억원을 지원해 추가로 800대를 도입할 예정이다. 또한, 이동에 심한 불편을 느끼는 교통약자의 이동을 지원하기 위해 휠체어 탑승설비 등을 장착한 특별교통수단(장애인콜택시) 2026대(도입률 73.7%)를 운행중에 있다. 국토부는 국비 55억원을 지원해 추가로 270대를 도입할 예정이다.아울러 국토부는 “휠체어 장애인의 고속버스 이동권 보장은 국가재정상 문제 등으로 단기간 내 해결이 곤란하지만 이동편의 증진을 위해 조만간 장애인 이동실태조사와 확충방안에 대한 연구용역에 착수할 예정” 이라고 덧붙였다.문의 : 국토교통부 교통안전복지과 044-201-3871"
9,2014.04.20. 오후 10:37,"""장애인에게도 버스 탈 권리를 달라"" 경찰과 충돌(종합3보)","20일 오전 서울 강남고속터미널 앞에서 열린 '희망의 고속버스 타기 투쟁'에서 420장애인차별철폐 공동추진단 회원들이 경찰들을 향해 물을 뿌리고 있다. © News1 민경석 기자고속버스 탑승시도 전동휠체어 장애인 200명 예매경찰, 최루액 쏘고…집회 측, 생수병 던지며 대치저녁 8시쯤 자진해산(서울=뉴스1) 구교운 기자  = 20일 오전 서울 서초구 반포동 고속터미널 경부선 승강장에서 고속버스 탑승을 시도하는 420장애인차별철폐공동투쟁단(이하 장애인차별철폐투쟁단)과 이를 막으려는 경찰이 격렬하게 대치했다 .장애인차별철폐투쟁단은 이날 오전 10시20분 서울 서초구 반포동 고속버스터미널 앞 광장에서 '장애인등급희생자 고(故) 송국현 동지 추모 및 420장애인차별철폐 투쟁 결의대회'를 열어 장애등급제 폐지, 장애인이동권 보장 등을 촉구했다.결의대회를 마친 장애인차별철폐투쟁단은 이날 낮 12시쯤 고속터미널 경부선 탑승장으로 이동해 버스 탑승을 시도했으나 이를 경찰이 막아서면서 고성, 몸싸움 등이 오가는 충돌이 발생했다.장애인차별철폐투쟁단은 ""정당하게 표를 구매했는데 왜 막느냐"", ""장애인에게도 버스를 탈 권리가 있다"", ""장애인은 버스도 못 타냐"" 등 구호를 외치며 탑승을 시도했다.420장애인차별철폐공동추진단 회원들이 20일 오전 서울 강남고속터미널 앞에서 열린 '장애등급제 희생자 고 송국현 동지 추모결의대회'에서 구호를 외치고 있다. © News1 민경석 기자이 과정에서 몸싸움이 거세지자 경찰이 장애인차별철폐투쟁단에 최루액을 쏘고 집회 측도 생수병 물을 뿌리거나 생수병을 던지는 등 혼란이 이어졌다.주최 측에 따르면 이날 충돌로 행사 참가자 60여명이 가벼운 찰과상 등 부상을 입고 현장에서 조치를 받았다.또 대학생 2명, 장애인활동보조인 1명 등 3명이 서울 서초경찰서로 연행돼 조사를 받고 풀려났다.한편 휠체어 이용 장애인들이 탄 무거운 전동휠체어를 실을 수 있는 리프트가 마련된 고속버스는 없는 상태다. 장애인들을 버스에 태우기 위해서는 터미널 직원 등이 직접 손으로 탑승을 도와야 한다.또 버스 출입문의 폭보다 전동휠체어의 너비가 더 넓은 경우가 많아 휠체어를 버스에 싣지 못하는 일이 많다. 운 좋게 출입문을 통과하더라도 버스 안의 통로가 좁아 휠체어가 진입하지 못한다.이날 결의대회에서 장애인차별철폐투쟁단은 ""장애인 등 교통약자가 차별 없이 모든 교통수단을 이용할 수 있어야 한다""며 ""모든 국민은 모든 영역에서 차별받지 않을 권리를 보장받는다고 했으나 장애인은 그렇지 않다""고 지적했다.한편 이날 투쟁단이 벌인 '희망고속버스 타기' 행사로 낮 12시20분부터 12시40분까지 예약된 마산, 대전, 부산, 포항, 안성 등 방향 버스는 운행되지 않았다. 장애인차별철폐투쟁단은 환불을 요구하지 않았다.그러나 고속버스터미널이 불편 발생을 최소화하기 위해 집회인원 외 승객의 예약을 받지 않아 이 행사로 인해 이동하지 못한 승객은 없었다.20일 오전 서울 강남고속터미널에서 열린 '희망의 고속버스 타기 투쟁'에서 420장애인차별철폐공동추진단 회원들과 경찰들이 몸싸움을 벌이고 있다. © News1 민경석 기자집회 측은 버스타기 행사를 마친 오후 2시쯤 고속버스터미널 앞 하위 1개 차로를 이용해 문형표 보건복지부장관의 집까지 이동을 시도하다 경찰과 1시간여 동안 대치하는 과정에서 도로가 막혀 이 일대에 교통체증이 빚어지기도 했다.경찰과 충돌과정에서 연행되던 활동가 1명은 두통과 허리 통증을 호소해 인근 병원으로 이송됐다.장애인차별철폐투쟁단은 오후 5시20분쯤 반포동 문 장관의 집 앞으로 이동해 장애등급 때문에 숨졌다고 주장하는 고(故) 송국현씨 사망사고에 대한 사과를 요구하는 집회를 열고 탈시설장애인을 위한 긴급지원 대책 수립을 촉구했다.이들은 보건복지부에서 적절한 대응을 하지 않으면 고 송국현씨의 장례를 무기한 연기하고 투쟁에 들어갈 것을 결의하고 저녁 8시쯤 자진해산했다.한편 송씨는 지난 13일 서울 성동구의 장애인 임시거주시설에서 거주하다 방 안에 난 불을 피하지 못해 온몸에 3도 화상을 입었다. 송씨는 대치동의 화상전문병원에서 치료를 받았지만 17일 결국 숨을 거뒀다.앞서 17일 투쟁단은 대전, 마산, 부산, 포항 등 경부선 각지로 향하는 20대의 버스당 10장씩 총 200장의 승차표를 예매해 20일 승차를 시도하는 '희망고속버스 타기' 행사를 진행할 것이라고 밝힌 바 있다.▶ 네이버 뉴스스탠드에서 NEWS1을 바로 만나보세요.내 손안의 모바일 뉴스, 함께하니 더 즐겁다 ☞ NEWS1 모바일 바로가기대한민국 오늘과 눈을 맞추다! 남과 다른 동영상뉴스 ☞ 눈TV 바로가기 [ⓒ 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지] 		"
