,날짜,기사제목,기사내용
0,2014.09.21. 오후 1:42,"부산교통공사 '승용차 없는 주간' 이벤트, 21일부터","승용차 없는 주간[TV리포트=뉴스팀] 승용차 없는 주간에 관심이 쏠렸다.부산교통공사는 '승용차 없는 주간'에 맞춰 도시철도 이용을 촉구하는 이벤트와 캠페인을 벌인다.21일부터 일주일간 진행되는 '승용차 없는 주간'에 도시철도를 6회 이상 이용하는 고객을 추첨해 태블릿PC, 전통시장상품권, 문화상품권 등을 줄 예정이다. 교통공사 홈페이지에서 진행하는 퀴즈 이벤트에 당첨된 고객 50명에게도 1주일용 정액 승차권을 주기로 했다.이와 함께 교통공사는 22일부터 5일간 출근시간에 맞춰 시내 주요 아파트 입구와 시내 번화가에서 대중교통 이용을 촉구하는 거리 캠페인을 벌인다.'승용차 없는 날'인 24일에는 장애인 차량과 임신부, 유아 동승 차량을 제외한 모든 승용차는 교통공사 본사와 산하 사업소에 출입할 수 없도록 할 방침이다.교통공사는 이날 오전 7시 30분부터 오전 9시까지 도시철도 1·2호선을 각각 2차례, 3호선을 4차례 추가 운행할 방침이다.온라인 뉴스팀 newsteam@tvreport.co.kr /사진=승용차 없는 주간, 과거 2011년 캠페인 Copyright ⓒ TV리포트(tvreport.co.kr), 무단 전재 및 재배포 금지 [TV리포트 뉴스스탠드 바로가기] [TV리포트 모바일 웹 바로가기]"
1,2014.09.19. 오후 3:24,"부산교통공사 김형배씨, 동명대서 특강","                     동명대는 지난 18일 대학본부경영관에서 이색 릴레이식 '강연나침반' 첫 강연자로 부산교통공사 체육공원역 부역장 김형배씨를 초청해 '의족장애인, 태권도 고수 되다'라는 주제의 특강을 가졌다고 19일 밝혔다. 이날 김씨는 재학생 등 300여명을 대상으로 한 특강에서 군 복무 중 지뢰사고로 한쪽 다리를 잃고 태권도 사범이 되고자 한 꿈을 접게 되며 한때 죽음까지 생각했던 역경을 이겨낸 과정을 솔직하게 전했다. 참석자들이 강연을 경청하고 있다.  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
2,2014.09.01. 오후 6:14,"부산공공교통네트워크 출범 ""대중교통을 바꾸자""","			[오마이뉴스 정민규 기자]부산의 대중교통 공공성을 높이기 위해 노동·시민·학계의 공동 활동을 모색해 보는 부산공공교통네트워크가 출범했다. 1일 출범한 공공교통네트워크는 첫 활동으로 부산지역 장애인교통실태과 개선방안 마련을 위한 토론회를 개최했다. 장애인들은 지난 7월부터 장애인 콜택시의 시 직영과 최중증장애인 활동보조 지원체계를 요구하며 부산시청 앞에서 농성을 벌이고 있다. 공공교통네트워크가 이들의 목소리를 듣기 위해 농성장을 찾아가 연 토론회에서는 장애인 교통의 실태와 개선방향을 둘러싼 다양한 의견이 오갔다. 공공교통네트워크는 향후에도 이러한 토론회를 지속적으로 열어 지역 내 대중교통의 문제점을 찾고 대안을 마련해나가겠다는 계획이다. 특히 공공교통네트워크에서는 세월호 참사와 지하철 화재사고 등 잇따르는 대중교통 사고의 원인을 지나친 수익중심 운영에서 찾고 있다. 그러면서 이들은 ""대중교통은 현대의 기본생존조건으로 복지적차원으로 접근해야 한다""고 강조한다. 이를 위해 대중교통 수요자와 현장 노동자의 요구를 수렴해야 한다고도 주문한다. 공공성이 높은 대중교통이 장애인의 이동권을 향상시키고, 교통 분야에 일하는 노동자들의 노동권도 지켜줄 수 있다고 보는 것이다. 공공교통네트워크는 ""안전과 교통복지, 장애인 이동권, 운수노동자 노동권 등 교통관련 문제를 전담할 연대체로 활동할 계획을 세우고 있다""면서 ""대중교통 정책 토론회를 지속적으로 개최하고 공공교통 정책지 발간 등을 주요사업을 진행할 예정""이라고 밝혔다.  한편 공공교통네트워크에는 부산장애인차별철폐연대, 부산장애인자립생활총연합회, 민주버스노조부경지부, 부산지하철노동조합, 운수노동정책연구소, 부산참여자치시민연대 등 6개 단체가 참가했다. 스마트하게 오마이뉴스를 이용하는 방법! ☞ 오마이뉴스 공식 SNS [페이스북] [트위터]☞ 오마이뉴스 모바일 앱 [아이폰] [안드로이드]		"
3,2014.09.09. 오후 12:42,"인천시, 장애인콜택시 95.7% 보급 전국 지자체 중 2위","			【 인천=한갑수 기자】인천시는 17개 시·도중 장애인 콜택시 보급률이 경남에 이어 두 번째로 높은 것으로 나타났다. 9일 국토교통부가 국회 국토교통위원회 이노근 의원(새누리당)에게 제출한 특별교통수단(장애인콜택시) 보급 현황에 따르면 인천시가 95.7%로 경남(156.1%)에 이어 두 번째로 장애인콜택시 보급률이 높았다. 장애인콜택시는 1·2급 장애 판정을 받은 이동이 불편한 교통약자를 위해 휠체어를 탄 채 승차할 수 있는 승강설비, 휠체어 고정 장치 등을 장착한 차량으로 지난 2008년부터 도입됐다. 장애인콜택시는 국가에서 일부(서울 40%, 기타지역 50%) 도입비용을 지원하고 운전사 인건비, 유류비, 차량유지비 등 운행비용은 지자체가 전액 부담하게 된다. 특히 재정자립도가 낮은 지자체는 1대 당 4000만원 선의 차량 도입비와 월운영비의 부담 등으로 차량구입 및 운행확대에 어려움을 겪고 있는 실정이다. 장애인콜택시 법정 의무도입대수는 1·2급 장애인 200명 당 1대 이상으로 전국 2748대가 필요하나 실제로는 73.7%인 2026대가 운영 중이다.  경남은 법정기준대수 198대이나 실제운행대수는 309대로 보급률이 156.1%로 전국 17개 시·도중 가장 높은 보급률을 보였다.  인천시는 법정기준대수 141대 중 실제운행대수는 135대로 보급률 95.7%를 나타냈다. 서울시의 장애인콜택시 보급률은 95.4%, 경기도는 73.2%를 보였다. 이에 비해 경북 30.7%, 전남 32.5%, 충남 33.8% 등으로 도입률이 40% 미만으로 저조했다.  특히 강원도는 최소 110대는 운영되어야 하지만 17대(15.5%) 밖에 없어 장애인들의 불편이 더욱 가중되고 있는 상황이다.  이노근 의원은 ""장애인콜택시는 지역별로 200명당 1대 이상을 운행하도록 법적으로 정해져 있는데 그 마저도 충족시키지 못하는 지역이 다수""이라며 ""교통약자인 장애인들의 권리와 편익을 위해 콜택시 확보에 만전을 기해야 할 것""이라고 말했다.kapsoo@fnnews.com ☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
4,2014.09.03. 오전 9:01,장애인 시내버스 승차거부 규제 법안 발의,"			장애인, 노약자 등 교통 약자의 편의 제공을 위해 시내버스 승차 거부를 규제하는 내용의 법안이 발의됐다.  새정치민주연합 진선미 의원 시내버스와 같은 사업용 승합자동차가 승차를 거부하는 경우 해당 운전자를 처벌할 수 있도록 하는 내용을 골자로 한 '도로교통법 일부개정법률안'을 국회에 제출했다.  현재는 택시와 같은 사업용 승용자동차의 경우 현행 도로교통법상 승차거부를 금지하도록 규제하고 있으나 시내버스 같은 사업용 승합자동차는 승차거부 규제 대상에 포함되어 있지 않았다. 이 때문에 안내견, 휠체어 등을 동반한 장애인 및 거동이 불편한 노약자의 경우, 시내버스에 신속하게 오르내릴 수가 없다는 이유로 부당한 승차 거부를 당하더라도 이를 규제할 법적 근거가 없었다.  법안이 통과될 경우 시내버스 승차거부 시 운전자는 동법 제156조에 따라(제1호) 20만원 이하의 벌금이나 구류 또는 과료에 처해지게 된다.  진 의원은 ""이번 개정안을 통해 장애인, 노인과 같은 교통 약자들의 대중교통 이동권이 더욱 강화되기를 바란다""고 밝혔다. wonder@fnnews.com 정상희 기자☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
5,2014.09.21. 오전 10:55,[사건사고] 20대 시각장애인 열차 충격 중상…곳곳서 사고,"			[사건사고] 20대 시각장애인 열차 충격 중상…곳곳서 사고[앵커]시각장애인이 선로에 떨어져 역으로 들어오는 열차에 치였습니다.  충북 청주에서는 화물차와 승용차가 충돌해 1명이 숨지고 2명이 다치는 등 교통사고도 잇따랐습니다. 사건사고 소식 이충원 기자입니다. [기자]지하철이 멈춘 선로 위에 누군가 깔려 있습니다. 소방대원들이 승강장과 열차 사이의 좁은 공간 틈으로 불빛을 비추자 얼굴과 팔이 어렴풋이 보입니다.어제(20일) 서울 지하철 1호선 용산역에서 1급 시각장애인 최모 씨가 승강장으로 진입하는 열차에 치여 머리 등을 크게 다쳤습니다. 역에 설치된 CCTV에는 사고 직전 승강장에 혼자 서 있던 최 씨가 계단 옆 좁은 공간을 지나가다 선로에 떨어지는 모습이 담겨있습니다. 경찰은 최 씨가 스크린도어와 안전요원이 없는 승강장에서 발을 헛디뎠을 개연성을 염두에 두고 정확한 경위를 조사하고 있습니다.교통사고도 잇따랐습니다. 경부고속도로 청주나들목 인근에서 4.5톤 화물차가 멈춰선 승용차를 들이받아, 승용차 뒷좌석에 타고 있던 일흔두(72)살 신 모씨가 숨지고 2명이 다쳤습니다.부산에서는 다른 차와 충돌한 스타렉스 승합차가 길가로 튕겨나가며 70대 할머니 두 명이 목숨을 잃었습니다.목포에서는 해상에 선박 폐수 560리터를 버리고 달아난 예인선이 적발되기도 했습니다.뉴스Y 이충원입니다.  (끝)▶연합뉴스 모바일앱 다운받고 대박 경품 받아가세요~▶인천아시안게임 뉴스 여기에서 한눈에...<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>		"
6,2014.09.07. 오전 6:02,"""20년째 못 간 아버지 묘소""… 버스 못 타는 장애인 눈물","10년째 요구해도 전동휠체어 탈 수 있는 저상 시외버스 '0대'[CBS노컷뉴스 김민재 기자]추석 연휴를 하루 앞둔 5일 오후 서울 강남고속버스터미널에서 전국장애인철폐연대 회원들이 버스 탑승을 시도하고 있다. (사진=박종민 기자)장장 5일에 걸친 이번 추석을 맞아 어김없이 민족의 대이동이 펼쳐지지만, 수많은 중증 지체장애인들은 이번 연휴에도 홀로 집에 남아야 한다.◈ 버스 한 번 타면 갈 길을 20년 넘게 아버지 묘소 한 번 못 가는 '불효'서울 강동구에 사는 박현(40) 씨는 아버지가 돌아가신 뒤 지난 20여 년 동안 한 번도 묘소를 찾지 못했다.""사람들은 불효자라고 욕하겠지만, 중증 지체장애인은 아버지를 모신 경남 양산까지 갈 방법이 없다""는 게 박 씨의 하소연이다.가장 큰 문제는 시내버스에는 저상버스가 도입됐지만, 저상 시외버스는 국내에는 단 한 대도 없어 전동휠체어를 탄 장애인이 버스를 아예 이용할 수 없다는 점이다. 그나마 장애인 좌석을 제공하는 열차를 타려 기차역으로 향해봐도 답답하기는 마찬가지다.KTX가 한 차례 운행할 때 열차 전체에 전동휠체어 좌석은 겨우 3칸뿐. 온 국민이 귀성길 기차표 전쟁을 벌이는 마당에 장애인 전용좌석을 구하는 일은 로또 1등 당첨을 방불케 할 일이다.기차표를 구해도 기차역이 있는 부산까지만 갈 수 있을 뿐, 다시 양산으로 가는 시외버스를 탈 수 없다. 장애인 콜택시도 소속 권역 밖으로는 운행하지 않기 때문에 승차예약조차 사실상 불가능하다.전동휠체어를 실을 수 있는 특수장비차는 1대에 최소 8,000만 원이 넘는다. 관련 단체에서 특수장비차를 대여할 수도 있지만, 수십만 원이 드는 차량 운행비에 운전기사까지 구하는 건 일반적인 직업을 갖기 어려운 장애인들에게는 그림의 떡이다.박 씨는 ""'마음만 있으면 아버지 묘소 한 번 못 가겠느냐'고 쉽게 말하지만, 전동휠체어만으로 국토횡단도 할 수 있다는 말과 같다""며 ""시외버스를 타면 쉽게 해결되는 일인데, 비장애인은 싸고 편리하게 이용하는 시외버스를 장애인은 아예 이용할 수 없다는 것 자체가 문제""라고 강조했다.◈ ""수동휠체어를 타라고요? 그럼 버스 내리면 누가 밀어주나요?""추석 연휴를 하루 앞둔 5일 오후 서울 강남고속버스터미널에서 전국장애인철폐연대 회원들이 버스 탑승을 시도하고 있다. 이들은 전국의 버스운송 사업자들이 교통약자증진법을 지키지 않아 장애인들의 이동권리가 침해받고 있다며 정부와 국회의 조속한 조치가 있어야 한다고 주장했다. (사진=박종민 기자)태어나서 단 한 번도 아버지의 고향을 가본 적이 없는 서기현(39) 씨는 ""수동휠체어를 타면 되지 않느냐""는 질문에 쓴웃음만 지었다.서 씨는 ""버스정류장이나 기차역까지 수동휠체어를 타고 이동하기는 쉽지 않다""며 ""결국 활동보조인이나 가족 중 1명이 나를 전담해서 도와야만 한다""고 지적했다.활동보조인이라고 추석 연휴에 쉬지 않을 리 없는데다, 지방까지 함께 내려가서 몇 날 밤을 함께 보내자고 할 수도 없는 노릇이다.서 씨는 ""결국 가족에게 돌봐달라고 부탁해야 하는 형편""이라며 ""각종 집안일에 바쁜 추석에 일손을 돕기는커녕 나를 돌보느라 친척들에게 인사조차 제대로 할 수 없는 어머니의 모습을 지켜보기도 괴로워 고향 가기를 포기할 수밖에 없다""고 말했다.서울을 떠날 수 없어 괴로운 날은 추석만이 아니다. 서 씨는 ""지난 5월 여동생이 낳은 조카 돌잔치가 열렸는데 부산에 모여 사는 매제(妹弟)의 일가친척까지 모두 서울로 올라왔다""며 ""일흔이 넘은 여동생의 사돈어른이 나 때문에 서울까지 올라오시니 몸 둘 바를 몰랐다""고 털어놓았다.이어 ""이동하기 어려울 뿐인데 가족의 구실조차 할 수 없는 처지""라며 ""귀여운 조카들도 보고 싶고 사촌 형제와 반갑게 인사도 하고 싶지만, 이런 사소한 일도 장애인에게는 무척 어려운 일""이라고 하소연했다.◈ 지방은 더 심각… 아예 기차역 근처도 가기 쉽지 않아지방에 사는 장애인의 형편은 더 심각하다. 김포에 사는 이형숙(48) 씨의 고향은 충남 논산 연무대. 역시 장애인이 이용할 수 있는 버스나 기차는 물론 장애인 콜택시를 구하기 쉽지 않다.이 씨는 ""더 큰 문제는 김포에서 고향은커녕 애초에 서울에 가는 일조차 쉽지 않다는 것""이라며 ""일단 서울에 가야 기차라도 타는데, 서울까지 가려면 몇 차례나 장애인 콜택시를 갈아타고 지하철이나 기차역이 있는 곳까지 찾아가야 한다""고 지적했다.명절마다 고향에 내려가지 못한 채 외톨이로 지내다 보니 어느새 친척과의 사이까지 멀어졌다. 아이들이 ""왜 우리 집은 명절에도 시골에 안 가?""라고 물을 때마다 이 씨의 속은 타들어만 갔다이 씨는 ""친척이 먼저 초대하지 않으면 아예 갈 생각도 하지 않는다""며 ""친척도 나와 자주 만나지 못하다 보니 장애를 이해하고 어울리기 쉽지 않을 것""이라고 털어놨다.이처럼 명절에도 옴짝달싹 못 하는 처지를 놓고 장애인들은 '명절증후군'이라고 자조하기도 한다.이 씨는 ""비장애인처럼 집안일을 하느라 바쁜 게 아니라 텅 빈 집에 홀로 지내는 게 괴롭다는 뜻""이라며 ""식당도 대부분 문을 닫고 만날 사람도 뿔뿔이 흩어지니 이번처럼 명절 연휴가 길수록 장애인은 쓸쓸하고 불편하기만 하다""고 말했다.◈ 10년 넘게 요구해도 저상 시외버스는 '0대'… ""의지라도 보여달라""추석 연휴를 하루 앞둔 5일 오후 서울 강남고속버스터미널에서 전국장애인철폐연대 회원들이 교통약자 이동편의증진법 준수를 촉구하는 기자회견을 하고 있다. (사진=박종민 기자)이 때문에 지난 4월 20일 장애인의 날을 맞아 '장애인 차별 철폐 공동투쟁단'이 서울 고속버스터미널에서 ""장애인도 시외버스를 이용하게 해달라""며 시위를 벌이는 등 10여 년째 저상 시외버스를 요구했다.하지만 국토교통부는 지난 4월에야 저상 시외버스에 대한 용역 연구를 시작하는 걸음마 단계에 불과하다.또 지난 7월 새누리당 박인숙 의원 등 11명의 국회의원이 시외·고속버스도 저상버스를 도입하는 내용을 골자로 하는 이동편의증진법 개정안을 내놓았지만, 장애인들의 반응은 차갑기만 하다.박 씨는 ""48시간 전 편의제공을 요청해야 휠체어 탑승장치가 제공된다는 법안""이라며 ""당장 지방에서 친척이 숨지기라도 하면 발인한 뒤에야 찾아갈 수 있다는 얘기""라며 현실성이 없다고 꼬집었다.이어 ""전동휠체어 지원도, 지하철 엘리베이터 설치도, 시내 저상버스 도입도 모두 현실성이 없다고 했지만, 이제는 자연스러운 일상이 됐다""며 ""정부는 당장 저상 시외버스를 도입하기 어려우면 적어도 도입하려는 의지와 현실적인 계획이라도 보여달라""고 호소했다.ten@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 "
7,2014.09.22. 오전 11:06,"[인권 잃은 시민, 성인 발달장애인] ① 몸만 성숙, 성범죄에 무방비 노출","신체적으로 성숙하지만 인지능력이 낮은 성인 발달장애인 여성은 각종 성범죄에 노출되기 쉽다. 성폭력 피해 경험이 있는 여성 발달장애인 지민(27·가명)·영주(27·가명) 씨가 최근 부산의 한 아파트 놀이터에서 만나 이야기를 나누고 있다.  김병집 기자 bjk@    몸은 27살·지능은 7살… '못된 아저씨들'은 그냥 두지 않았다 지민(27·여·가명) 씨는 발달장애 2급으로 일곱 살 정도의 지능을 가졌다. 그가 잊고 싶은 악몽 같은 일이 있었던 것은 지난 6월.어머니 김 모(55) 씨가 교통사고를 당해 집을 비운 사이 이웃에 사는 박 모(65) 씨는 혼자 있던 지민 씨를 찾아왔다. 지민 씨는 평소 얼굴을 아는 이웃집 아저씨여서 그냥 문을 열어줬고, 박 씨는 집에 들어서자마자 지민 씨 몸을 만지기 시작했다. 지민 씨에게 ""아저씨가 시키는 대로 하면 청소를 해 주겠다""고 꾀었다. 한참 뒤 박 씨는 ""아무에게도 말하지 말라""며 경고하고 돌아갔다.기분이 나빠진 지민 씨는 김 씨에게 '옆집 아저씨 나빠'라는 문자메시지를 보냈다. 김 씨는 딸에게 자초지종을 듣고는 깜짝 놀랐다. '걱정하던 일이 드디어 터졌다'는 생각도 들었다. 김 씨는 지민 씨를 낳은 후 다른 자녀를 낳지 않았고, 10여 년 전 남편과 사별한 뒤 월 80만 원 안팎의 소일거리를 하며 딸과 생활해 왔다.고교 졸업 후 돌봄 사각 성인 남성 '표적' 되기 쉬워 유산 등 홀로 뒷감당 일쑤 논리적 피해 진술 어려워 가해자 구속 처벌 난항 2차 피해 노출 위험까지김 씨의 가장 큰 걱정은 일하러 간 사이 혼자 있는 딸이었다. 청소년기에는 학교를 보냈는데, 졸업 후 마땅히 보낼 곳이 없었다. 얼마 전 주간보호센터에 보내고 난 후 그나마 안심이 됐다. 하지만 김 씨가 병원에 입원하면서 딸을 돌봐줄 사람이 없었다. 매일 야간에 병원에 같이 있을 처지도 못 됐다. 하는 수 없이 지민 씨는 병원과 주간보호센터, 집을 오가며 생활하던 차에 사건이 생긴 것이다.김 씨는 용기를 내 경찰에 신고했다. 지민 씨는 경찰에서 박 씨에게 성폭행 당했다고 했다. 지민 씨의 언어로는 '남자와 여자가 하는 행동'이었다. 경찰은 사회복지사 등 전문가가 참여한 수사 끝에 박 씨에 대해 성폭행 혐의로 구속영장을 신청했다. 그러나 법원은 영장을 기각했다. 지민 씨 진술이 오락가락하며 항거불능 상태였다고 보기 힘들다는 이유였다. 결국 박 씨는 성추행 혐의로 불구속 기소돼 풀려났다.박 씨를 만나지 않을 줄 알았던 김 씨 모녀는 경찰 신고 후에도 계속 박 씨의 얼굴을 보며 살고 있다. 지민 씨는 ""집 앞에서 옆집 아저씨가 노려봐 너무 무섭다. 아저씨를 볼 때마다 그날 생각나서 기분이 안 좋다""고 말한다. 김 씨도 이웃집 박 씨와 계속 대면하는 것이 곤혹스러웠다. 가정형편상 현재 살고 있는 영구임대아파트를 떠나 새집을 구하는 것도 어렵다.지민 씨의 친구 영주(27·여·가명) 씨는 성폭행으로 두 번이나 임신했다. 발달장애 3급인 그는 초등학교 때 부모가 이혼하자 아버지, 남동생과 함께 살았다.성인이 되자 '답답하다'는 이유로 집에 잘 들어가지 않고 돌봐 주겠다는 남자들을 따라 거처를 이리저리 옮겼다. 이 때 성폭행으로 두 번 임신해 처음은 사산했고, 두 번째 낳은 아이는 보육원으로 보냈다.지민 씨는 영주 씨와 놀았던 곳에 ""아저씨들이 종종 찾아왔다""고 전했다. 그들은 영주 씨를 데리고 어디론가 사라졌으며, 영주 씨는 몇시간 뒤 1천 원을 들고 나타나 친구와 과자를 사먹었다는 것. 영주 씨는 현재 열 살 많은 발달장애인 남자친구의 집에서 살고 있다.지민·영주 씨의 사례를 상담한 조영아 사회복지사는 ""두 사람은 나이가 27세지만 지능은 7세 안팎 유치원생 수준으로, 성범죄에 취약한 성인 발달장애인 여성의 대표적인 사례""라며 ""영구임대아파트나 복지관, 대형마트 인근 쉼터 등 발달장애인을 쉽게 만날 수 있는 곳 주변에는 성적 욕구를 채우려는 이들이 항상 맴돌고 있다""고 밝혔다.은밀하고 교묘하게 이뤄지는 성범죄의 특성상 발달장애인은 피해를 당했다고 인식하기가 쉽지 않아 실제 신고는 잘 이뤄지지 않는 편이다. 또 피해자의 기억에 의존하다보니 수사에도 한계가 있다는 것. 발달장애인의 인지능력은 낮지만 신체적으로 성인이다 보니 성적결정권에 대한 논란도 제기된다.영주 씨의 경우 성폭행 시간과 장소를 제대로 기억하지 못해 경찰 수사를 의뢰하기 힘든 상황이다. 그나마 지민 씨는 사건 직후 어머니에게 문자메시지를 남겨 수사할 수 있었다. 정춘아 부산장애인상담소 소장은 ""발달장애인의 인지능력을 감안하면 대부분 유치원생에게 성범죄를 저지르는 것과 같지만, 사법부는 성인이라는 점을 들어 상호합의한 성관계로 파악하는 경향이 있다""며 ""발달장애인 특성을 감안한 수사와 판결이 이뤄져야 한다""고 지적했다. 송지연·장병진 기자 sjy@busan.com"
8,2014.09.08. 오전 11:40,이노근 “장애인콜택시 의무도입률 준수 경남 한 곳”,"			경상남도를 제외한 모든 광역 시·도가 장애인 콜택시 의무 도입비율을 지키지 않는 것으로 나타났다. 최대 10배 이상 차이가 나는 곳도 있었다. 8일 국회 국토교통위원회 소속 새누리당 이노근 의원이 국토교통부로부터 받은 '장애인 콜택시 시도별 보급 현황'에 따르면 지난해 12월 현재 17개 광역 자치단체별로 운행하는 장애인 콜택시는 법정 기준인 2748대의 73.7%인 2026대로 집계됐다. 광역 지자체는 교통약자의 이동편의 증진법과 장애인복지법에 따라 1·2급 장애인 200명당 1대 꼴로 장애인 콜택시를 도입해 운행할 의무가 있지만 법정 기준을 충족한 지자체는 도입률 156.1%를 기록한 경상남도 한 곳에 불과했다. 다만 인천(95.7%)과 서울(95.4%) 등 수도권이 법정 기준에 준하는 양호한 수준은 보였다. 반면 최하위를 기록한 강원도는 법정 기준대수인 110대의 15.5%에 불과한 17대만을 운행하는 것으로 확인됐다. 경상북도(30.7%), 전라남도(32.5%), 충청남도(33.8%), 세종특별자치시(44.4%), 대전(48.8%)도 법정 기준의 절반에도 미치지 못했다.  장애인 콜택시를 운행하기 위한 비용으로 대당 4000만원의 도입비를 비롯해 매달 운영비를 지출해야 하므로 재정자립도가 낮은 지자체는 도입률을 높이기 어려운 것으로 해석된다.  새누리당 이노근 의원은 ""교통약자인 장애인의 권리와 편익을 위해 지자체들이 장애인 콜택시 확보에 만전을 기해야 할 것""이라며 ""재정자립도가 낮은 지자체의 보급률이 매우 저조해 지역별 편차를 줄일 수 있는 방안을 강구해야 한다""고 말했다.gmin@fnnews.com 조지민 기자☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
9,2014.09.17. 오후 3:21,"""장애인 이동권 보장 위해 저상 2층 광역버스 도입하라""","""저상 2층 광역버스, 입석·장애인 이동권 문제 해결""(서울=뉴스1) 권혜정 기자 = 전국장애인차별철폐연대는 17일 서울역 버스환승센터에서 기자회견을 열고 ""휠체어 이용 장애인의 이동권 보장을 위해 저상 2층 광역버스를 도입하라""고 촉구했다. 단체는 ""서울과 경기, 인천, 부산 등 지역간을 이동하는 교통수단 중 하나인 광역버스는 최근 정부의 일방적인 좌석제 전면 실시로 인해 한바탕 혼란을 겪은 바 있다""며 ""이에 대한 대안이 좌석수를 대폭 늘릴 수 있는 2층 버스""라고 전했다. 이어 ""국토교통부가 내년도 시범사업으로 도입하려는 광역 2층 버스는 반드시 장애인을 포함한 교통약자가 차별 없이 안전하게 이용할 수 있어야 한다""며 ""2층 저상버스는 이미 서울시티투어버스와 부산시티투어버스에 도입돼 운행되고 있기에 충분히 내년도 시범사업에 도입할 수 있을 것""이라고 강조했다. 단체는 ""저상 2층 광역버스를 도입한다면 버스 증차 없이 좌석수를 늘려 입석 문제를 해결할 뿐만 아니라 이동편의증진법에 근거한 장애인이동권 문제도 해결할 수 있다""며 ""휠체어 이용 장애인의 이동권 보장을 위해 저상 2층 광역버스를 도입하라""고 촉구했다.jung9079@▶ 네이버 뉴스스탠드에서 NEWS1을 바로 만나보세요.내 손안의 모바일 뉴스, 함께하니 더 즐겁다 ☞ NEWS1 모바일 바로가기[스타핫뉴스 ‘news1 연예’] [생생스포츠현장] [제17회 인천아시안게임][© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]		"
