,날짜,기사제목,기사내용
0,2016.05.03. 오후 11:01,"자갈투성이 철길 '그림의 떡'… ""장애인도 가 볼 수 있게""","    교통장애인해운대구지회 천손녕 지회장 ""부산의 장애인들을 위해서라도 폐선부지는 '친환경 개발'이 이뤄져야 합니다.""3일 시청 광장에서 열린 폐선부지 개발 촉구 집회에 참가한 한국교통장애인부산광역시해운대구지회 천손녕(70) 지회장은 기자회견에서 이렇게 목소리를 높였다. 현재 미포~송정 폐선부지는 장애인들에게 '그림의 떡'이라는 게 그의 주장이다. 천 지회장은 ""휠체어를 타거나 거동이 불편한 장애인들은 자갈밭 수준인 지금의 폐선부지를 걸을 수 없다""며 ""시가 폐선부지에 장애인 전용 보행로를 마련하는 방향으로 개발이 이뤄져야 한다""고 말했다.천 지회장은 14년 전부터 장애인 인권 찾기 운동을 시작한 시민 운동가다. 왼팔과 왼 다리에 발달 장애를 갖고 태어난 천 지회장은 통증 탓에 30분 이상 걷지 못한다. 그렇기 때문에 장애인들의 불편함을 누구보다 잘 알고 있다. 천 지회장은 ""장애인 인권 찾기의 기본은 보행권 확보다""며 ""천혜의 자연을 자랑하는 폐선부지를 장애인이 걸을 수 있는 친환경 공원으로 조성하는데 시가 힘써주길 바란다""고 밝혔다. 안준영 기자 jyoung@    		"
1,2016.05.25. 오후 5:43,"시청자미디어재단, 2016 장애인미디어축제 개막","			[이데일리 김현아 기자] 25일 오후, 방송통신위원회(위원장 최성준)가 주최하고 시청자미디어재단(이사장 이석우)이 주관하는 ‘2016 장애인미디어축제’의 개막식이 한국광고문화회관에서 진행됐다.장애인과 비장애인이 미디어로 공감하고 소통하기 위해 마련된 장애인미디어축제는 오늘부터 3일간 같은 장소에서 진행된다.주요행사로는 장애인과 비장애인을 위한 화면해설 및 한글자막 영화 상영, 미디어 관련 체험 및 전시 부스 등이다. 서울 본행사가 종료된 후에는 6월 한 달간 강원, 부산, 광주, 대전, 인천 등 전국의 시청자미디어센터를 활용하여 전국적으로 순회 개최한다.올해 장애인미디어축제의 시작을 알리는 개막식에는 한국시각장애인연합회 이병돈 회장, 한국농아인협회 이대섭 회장을 비롯해 최성준 방송통신위원장, 배석규 한국케이블 TV방송협회장, 이준용 KBS N 대표, 정찬형 TBS교통방송 대표이사 등 각계 주요 인사들이 참석해 자리를 빛냈다.이석우 시청자미디어재단 이사장은 이날 환영사에서 “장애인과 비장애 과 함께 미디어를 활용하여 즐길 수 있는 축제의 장이 만들어졌다며”, “2016 장애인미디어축제가 장애인과 비장애인 모두에게 어떠한 불편도 없이 함께 어울리고 소통하는 공감과 소통의 장, 나눔과 배려의 장이 되길 바란다” 고 말했다.개막식은 국내 최초 시각장애 아나운서 이창훈씨의 사회로 진행되었으며,  해양경찰 관현악단 축하공연을 시작으로 장애인 사물놀이단 ‘땀띠’와 시각장애인 2인과 비장애인 3인이 함께 하는 ‘배희관 밴드’의 공연이 축제의 서막을 올렸다.이번 축제는 크게 화면해설및한글자막 영화를 상영하는 『장미극장』과 장애인방송, 미디어아트, 뉴미디어 등을 관람할 수 있는 『장미마당』으로 구성되었다. 『장미극장』에서는 동주, 오빠생각, 미쓰와이프, 어떤시선, 미라클벨리에 등 최근 흥행작을 비롯하여 국내외 우수영화 총 7편을 상영한다. 『장미마당』에서는 장애인이 직접 만든 예술작품과 미디어아트, 쉐어타이핑 등 장애인을 위한 스마트미디어 기술, VR·드론 등 뉴미디어 기기 등을 관람할 수 있는 전시부스와 이모티콘을 통해 배워보는 수화, 실시간 자막·화면해설 제작을 체험해 볼 수 있는 체험부스가 운영된다.한편 스마트폰 앱을 통해 화면해설및자막영화를 감상하는 특별섹션도 마련한다. 기존의 화면해설및한글자막 영화의 경우 스크린에 별도의 자막을 띄워 보거나, 수신기를 갖춰 화면해설을 들을 수 있었지만, 이번 상영작품 중의 하나 <미쓰와이프>의 경우 스마트폰을 통해 전용 앱을 설치해서 실행하면 스마트폰에서 화면해설과 자막을 선택하여 감상할 수 있다.이 밖에도 축제의 한 작품을 선별하여 라디오프로그램을 통해 송출하는 『장미방송국』, 장애인의 의사소통 지원 및 인식개선을 위해 노력하는 사회적기업 등 ICT 개발자 3인의 릴레이 특강 『장미강연콘서트』등의 부대행사를 운영하여 장애인 정보접근권에 대한 사회적 관심 촉구와 장애인 미디어 제작 활성화 방안을 모색하는 시간을 가진다.행사는 모두 무료로 진행되며 별도 예약 없이 관람이 가능하다. 다만 단체 관람을 원할 시 좌석확보를 위해 사전 예약이 필요하다. 자세한 내용은 홈페이지(kcmf-seoul.or.kr)를 통해 확인할 수 있다.김현아 (chaos@edaily.co.kr)[핫 클릭]  거칠지만 속이 뻥…트럼프·두테르테 입에 대리만족[핫 클릭] 조선 '빅3' 자회사도 부실덩어리[핫 포토] 글래머 헐리우드 ★스타의 위엄.. 오프숄더 원피스로 올킬＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
2,2016.05.10. 오후 5:25,"부산시의회 김병환 의원, 유권자 대상 수상","[부산CBS 조선영 기자]부산시의회 해양교통위원회 김병환 의원이 10일 국회 헌정관에서 열린 유권자 대상 시상식에서 대상을 받았다. (사진=조선영 기자)부산시의회 해양교통위원회 김병환 의원(새누리당·부산진구)이 '2016 유권자대상'을 수상했다.김 의원은 지난 1년 동안 부산문화회관 기획공연 문제와 부산지역 중증장애인 교통수단인 두리발 콜택시 방치 등 지역현안을 집중적으로 제기하는 등 활발한 의정활동을 펼친 공로를 인정 받았다.김 의원은 ""유권자 연맹에서 수여하는 상이어서 영광스럽게 생각한다""며 ""앞으로 의정활동에 더욱 충실하라는 당부로 알고 더욱 충실히 의정활동을 펼치겠다""고 밝혔다.유권자 대상은 유권자연맹이 대한민국 정치 발전에 기여하고 정책추진과 법안발의, 선거공약 실천 등에서 우수한 실적을 남긴 선출직 공직자를 선정해 수상하는 상이다.sycho@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 "
3,2016.05.27. 오후 2:33,<아직도 먼 ‘장애인 인권’>지자체 70%가 ‘장애인 콜택시’ 부족,"경기 30여 관련 기관·단체 “이동권 보장하라” 도청점령  특별교통수단 2배 확충 요구  지자체“예산부족,지원 절실”휠체어 탑승이 가능한 장애인 특별교통수단(콜택시)의 법정(法定) 기준조차 못 채운 시·도가 아직도 전체의 70%나 되는 것으로 나타났다. 전국 곳곳에서 장애인들이 이동권을 보장해달라고 요구하는 목소리가 커지고 있지만 행정당국은 예산 사정을 이유로 여전히 난색을 보이고 있다. 27일 국토교통부 및 각 광역지방자치단체에 따르면 전국 17개 시·도 가운데 장애인 콜택시를 법정 대수만큼 확보한 곳은 경남·광주·부산·제주·인천 등 5곳(30%)에 불과한 것으로 조사됐다. 교통약자이동편의증진법에 따르면 지자체는 1·2급 장애인 200명당 1대씩 장애인 특별교통수단을 보유해야 한다. 경기도는 현재 장애인 단체로부터 이동권을 보장하라는 거센 요구를 받고 있다. 경기도는 법정 대수 558대 중 현재 538대의 장애인 콜택시만 확보하고 있다. 이에 장애인 기관·단체 30여 개로 구성된 장애인차별철폐공동투쟁단은 지난 13일부터 도청 예산담당관실 등 일부 사무실을 점거, 장애인 콜택시 증차 등을 요구하고 있다. 이도건 공동투쟁단 집행위원장은 “이동권은 가장 기본적인 인권인데도 장애인들은 이를 무시당하고 있다”며 “2018년까지 장애인 콜택시를 2배 이상 확충해줄 것을 요구한다”고 말했다. 전남지역의 경우 전국에서 가장 낮은 도입률을 보였다. 이곳은 지난해 말 기준 2만8500여 명의 1·2급 장애인이 있어 총 153대의 차량이 있어야 하지만 현재 운행 대수는 79대에 불과해 장애인들의 지속적인 확대 요구를 받고 있다. 한 지자체 관계자는 “콜택시에 연간 운영비까지 지원하면 추가 도입에 적지 않은 예산이 투입돼야 해 국비 지원 등이 절실하다”고 말했다.  수원 = 박성훈 기자 pshoon@munhwa.com, 전국종합[ 문화닷컴 바로가기 | 소설 서유기 | 모바일 웹 ][Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지(구독신청:02)3701-5555)]"
4,2016.05.27. 오후 1:23,경부고속道 칠곡휴게소 '교통안전캠페인',"【칠곡=뉴시스】박준 기자 = 한국도로공사 대구경북본부 칠곡휴게소(부산방향)는 27일 한국교통장애인협회와 합동으로 교통안전캠페인을 실시했다. 한국교통장애인협회는 교통사고 피해로 인한 장애인 단체로, 교통사고 예방과 장애인 권익보호를 위해 매년 '교통안전캠페인'을 펼치고 있다. 이날 캠페인에는 휴게소 직원과 한국교통장애인협회 경북협회 회원 등 50여 명이 참여했다. 이들은 화물차량의 시인성 확보를 위한 반사지·번호판 세척서비스 및 안전운전 계도를 위한 홍보물 게시, 브로슈어 등을 증정했다. 이경재 칠곡휴게소장은 ""운전자의 인식 개선을 통한 안전운전으로 교통사고가 없는 안전한 여행길이 되길 바란다""고 말했다. june@newsis.com★ 세상에 이런일이 -  ´사람 고기´ 전시?…동물보호단체의 끔찍한 이벤트 ★ 오늘의 핫 포토 -  야구 여신 박기량, 콜라병 몸매 드러낸 래시가드룩 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
5,2016.05.27. 오후 8:05,경기도 “2층 버스 높이 제한 노선별로 특화 추진”,"볼보사에서 제작한 2층버스는 높이 4.0m, 너비 2.5m, 길이는 13m다. 좌석 수는 1층 13석, 2층 59석으로 총 72석이며, 대당 가격은 4억 5,000만원이다. 2층버스의 3분의 1 가격(1억 5,000만원)인 일반버스와 비교하면 길이와 높이가 1m씩 늘어났고, 좌석은 약 30석 늘었다.장애인과 노약자가 편리하게 이용할 수 있는 저상버스 형태로, 차체기울임 장치와 휠체어경사판도 장착됐다. 버스 내부에 무료 와이파이가 제공되고, 좌석마다 USB충전포트와 독서등이 설치돼 있다. 승객들의 편의사양 만족도는 꽤 높다.경기도에 따르면 2층버스의 운영비는 노선 별로 차이가 있지만, 일반 경유버스보다 약 10% 가량 많다. 하지만 일반버스 2대가 동시에 승객을 실어 나르는 수준에 조금 못 미치는 수송능력을 감안하면 이 정도 수준은 충분히 상쇄될 수 있다는 입장이다. 도 굿모닝버스추진단 관계자는 “지자체가 보조해주기 때문에 버스업체는 2층버스를 일반버스 가격에 구매하고 있다”며 “2층버스 구간의 요금인상 우려도 없다”고 말했다.2층 버스를 도입하려는 지자체도 늘고 있다. 세종시는 간선급행버스체계(BTR) 노선을 주행할 주력 차종으로 아예 2층버스를 선정하는 것을 검토 중이다. 당초 적극 고려된 바이모달트램은 2층버스에 비해 탑승 정원이 30명 가량 많은 100명이지만, 좌석이 30석에 불과한데다, 대당 비용은 약 15억원으로 약 3배 가량 비싸기 때문이다. 세종시는 올해 상반기 두 종류의 교통수단을 모두 도입하거나 둘 중 하나만 도입하는 것 중 한 정책을 택할 예정이다. 부산도 10월께 2층 버스를 투입한다는 방침을 세운 상태다.그러나 2층 버스가 국내에서 더욱 확실히 자리잡기 위해서는 제도적 뒷받침이 필요하다는 지적이 많다. 2층 버스는 도입 당시부터 현행 도로법상 차량 높이 제한(4.0m) 때문에 우여곡절을 겪었다.경기도는 2층 버스 도입에 앞서 국토교통부에 차량 높이 제한 완화를 요구했으나, 국토부는 서울시내 육교 등 도시 시설물 높이가 4.0m로 제한돼, 차량 높이를 완화할 경우 사고가 발생할 수 있다며 거절했다.현재 운행 중인 2층 버스의 차실 높이는 1층 1.82m지만, 2층은 1.70m에 불과하다. 2013년 기준 19세 국내 남성 평균 신장(173.4㎝)을 감안하면 승객 상당수는 2층 칸 내부 이동에서 큰 불편을 겪을 수 밖에 없다. 경기도 관계자는 “국토부에 버스 높이 제한을 노선별로 특화하는 방안 등을 요구하고 있다”면서도 “법 개정사항인 만큼 빠른 시일 내 처리가 힘들 수도 있을 것”이라고 말했다.이태무기자 abcdefg@hankookilbo.com[아직 모르시나요? 반칙없는 뉴스 바로가기] [한국일보 페이스북] [신문에는 없는 뉴스] [꿀잼 동영상][ⓒ 한국일보(hankookilbo.com), 무단 전재 및 재배포 금지]		"
6,2016.05.02. 오전 8:15,"서부산 문화인프라 구축은 좋은데, 교통은?","영화관·미술관·도서관 유치 잇따르지만 주차·교통 '대란' 예고[부산CBS 강민정 기자]부산 사하구 하단에 대형 쇼핑몰이 건설 중에 있는 가운데,앞으로 야기될 교통난으로 시행사측과 인근 주민, 상인들이 마찰을 빚고 있다.(사진=강민정 기자)문화 불모지였던 서부산에 최근 미술관과 영화관 등 문화시설 유치소식이 잇따르고 있지만, 주변 도로 상황이 여의치 않아 주차와 교통대란이 우려되고 있다.이달 부산 사하구 을숙도에 면적 4천㎡에, 3층 건물의 '서부산권 장애인 스포츠센터'가 착공에 들어간다.이 시설은 앞으로 사하뿐만 아니라 사상과 북구 등 서부산권 장애인 5만 5천여 명이 이용할 것으로 예상돼, 일반인 이용객까지 합하면 방문객 수는 훨씬 많아질 것으로 보인다.하지만 설계된 주차 면수가 54면에 그쳐 주차 대란을 예고하고 있다.뿐만 아니라 바로 옆에는 스포츠센터보다 4배나 큰 부산현대미술관 건물이 올라가고 있는데, 이곳 역시 주차상황은 비슷하다.한 번에 수천여 명의 관람객이 방문할 수도 있지만, 주차 면수는 203면에 불과하다.또 을숙도에는 자연환경을 체험할 수 있는 '국립청소년생태·안전체험센터'가 건립을 앞두고 있고, 기존의 '을숙도문화회관'의 이용객까지 가세하면 하루 평균 수만 명의 방문객이 고작 수백여 면의 주차시설을 이용하게 된다.더 큰 문제는 을숙도와 연결된 이렇다 할 대중교통 노선이 없어, 자가운전으로 오는 이용객들로 인해 교통난이 우려된다.이 같은 상황은 구청 담당자들도 이미 알고 있지만 어쩔 수 없다는 입장이다.사하구청 담당자는 ""접근성과 주차 면수를 생각한다면 '서부산권 장애인 스포츠센터' 등 문화시설이 을숙도에 들어서면 안 된다""며 ""하지만 서부산 내 큰 부지가 없는 만큼 어쩔 수 없는 선택이었다""고 말했다.관내 하단동 하단교차로 인근 5만 8096㎡에 들어서는 영화관을 갖춘 대형쇼핑몰(바비하우스 인 부산)도 앞으로 야기될 교통난으로 인근 주민과 상인들과 마찰을 빚고 있다.올해 말 완공을 목표로 패션그룹 형지가 건설 중인 지하 8층, 지상 17층 규모의 해당 쇼핑몰이 개장할 경우, 쇼핑몰 인근 이면도로와 대표적인 교통정체지역인 하단로터리의 혼잡이 더욱 심각해질 것이라는 우려 때문이다. 특히 오후 6시 이후 녹산공단에서 넘어오는 자가용 퇴근족들과 쇼핑몰 이용객, 을숙도 문화시설을 이용하는 차량이 겹칠 경우 그야말로 교통지옥을 야기할 수도 있다.인근 상인 A(52) 씨는 ""추가 주차시설이 마련되지 않은 채 이대로 개장한다면 교통혼잡은 물론 보행자의 안전도 위험하게 된다""며 ""사하구청이 왜 이런 상태로 쇼핑몰을 허가했는지 이해할 수가 없다""고 불만을 토로했다.이 밖에 사상구에 세워질 '부산대표도서관'도 해당부지의 진입도로가 좁아 교통난을 야기하고 있는 등 앞다퉈 들어서는 서부산권의 문화 시설이 되레 주민들의 골칫거리가 되지 않을지 우려의 목소리가 높아지고 있다.kmj@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 "
7,2016.05.03. 오후 11:01,"""걷기 편한 폐선부지로"" 비바람 속 외침","3일 오전 '아름다운 해운대 지킴이' 회원들이 부산시청 앞에서 동해남부선 폐선부지의 조속한 개발을 촉구하는 집회를 벌이고 있다.   김병집 기자 bjk@     ""폐선부지 개발 사업, 즉각 시행하라."", ""우리는 걷고 싶다. 빨리 개발하라."" 3일 오전 11시께 부산시청 앞 광장. 거센 빗줄기 속에서 파란 비옷을 껴입은 300명 넘는 시민들이 구호를 외치기 시작했다. 해운대 좌동과 우동, 재송동 지역 할머니들이 주축이 된 이들은 '아름다운 해운대 지킴이'라는 자생적 주민단체 소속이라고 자신들을 밝혔다. 해운대 주민 300여 명 부산시청·구청 앞서 집회 ""묻지마 보존 주장 안 돼 폐선부지 조속 개발"" 촉구  2천여 명 서명도 전달이들은 지난달 초 동해남부선 폐선부지 미포~송정 구간에서 주민들을 상대로 서명을 받는 등 그동안 꾸준히 폐선부지 조속 개발을 촉구해 왔다. 이들은 지역 주민의 바람과 달리 일부 환경단체들이 '묻지마 보존'식 주장을 거듭하자 서병수 부산시장을 직접 만나 폐선부지 개발을 촉구하기 위해 이날 시청을 찾았다. 서 시장이 다른 일정으로 자리를 비우는 바람에 만남은 성사되지 못했지만 홍기호 교통국장이 대신 서 시장의 입장을 주민들에게 전달했다.홍 국장은 ""시장님이 '주민들이 바라는 방향에 대한 의견을 수렴해 폐선부지를 주민들에게 돌려준다'는 방침을 세웠기 때문에 그에 따라 폐선부지 개발이 진행될 것""이라며 ""전체 구간을 시민들이 자유롭게 걸을 수 있도록 보행로를 조성한다는 계획도 차질없이 추진될 예정""이라고 밝혔다.이날 주민들의 방문에는 한국교통장애인부산광역시해운대구지회 소속 장애인 50여 명도 함께했다. 이들은 누구나 불편 없이 걸을 수 있도록 보행권이 확보된 폐선부지가 될 수 있도록 해달라고 목소리를 높였다. 폐선부지 개발 방향에 대해 여러가지 논의가 있었지만 장애인들이 직접 나서 폐선부지 구간의 보행권을 주장한 것은 이번이 처음이다.주민들도 폐선부지 보행권 확보를 위한 개발이 시급하다고 입을 모았다. 신도시 부녀연합회 회장이라고 자신을 소개한 심옥수(67) 씨는 ""손자들과 함께 폐선부지 구간을 걷다 보니 불편함을 넘어 위험하다는 생각이 자주 들었다""면서 ""한 번이라도 제대로 걸어보면 그대로 보존하자는 무책임한 소리를 못할 것""이라고 말했다.아름다운 해운대 지킴이 최성애(61) 회장은 ""환경단체가 주도한 원탁회의에 갔더니 미포~송정 구간 폐선부지 구간을 보존하자면서 그 구간에 야시장을 만들자는 식의 얘기들을 하고 있었다""면서 ""제대로 된 개발로 보행권을 확보하고 지역경제에도 보탬이 되는 길을 찾아야 하는 것 아니겠느냐""고 지적했다.주민들은 집회를 마치고 부산시에 폐선부지 개발을 촉구하는 해운대지역 주민 2천여 명의 서명을 전달했다. 이들은 시청 앞 집회를 끝내고 해운대구청 앞에서도 폐선부지 조속 개발을 촉구하는 집회를 가졌다.이상윤·황석하 기자 nurumi@busan.com"
8,2016.05.04. 오후 5:03,"창원장애인권리확보단 ""교통약자 이동권 축소됐다""","[경남CBS 송봉준 기자]창원장애인권리확보단은 4일 창원시청 앞에서 교통약자 콜택시 증차 등이 불가하다는 창원시의 입장에 대한 반박 기자회견을 열었다.(사진=송봉준 기자)장애인들이 교통약자 이동권 확보를 요구하며 일주일째 노숙농성을 벌이고 있는 가운데 창원장애인권리확보단은 4일 창원시청 앞에서 기자회견을 열고 교통약자 콜택시 증차 등이 불가하다는 창원시의 입장에 대해 반박했다.창원장애인권리확보단은 마산장애인자립생활센터와 진해장애인자립생활센터, 창원장애인자립생활센터 등 6개 단체로 구성됐다.창원장애인권리확보단은 ""2008년 제정된 창원시 교통약자이동편의증진조례에 의해 창원시는 2008년부터 저상버스 도입율이 증가해 2011년에는 33.3%의 저상버스 도입률을 확보했고 교통약자콜택시도 또한 100대를 운행하게 됐다""며 ""그런데 2016년 현재 창원시 저상버스 도입률은 창원시에서 밝힌대로 25.2%로 줄었고 교통약자콜택시 또한 100대를 유지하고 있지만 운행률을 낮췄다""고 주장했다.창원장애인권리확보단은 또 ""2016년도까지 저상버스 법정의무대수 30%에 다소 미치지 못한다고 발표한 것은 법을 지키지 못했다고 시인한 것이다""면서 ""조례를 보면 매년 교체되는 버스 차량의 50% 이상을 저상버스로 대체해야 한다라고 돼 있다""고 강조했다.창원장애인권리확보단은 특히 ""창원시에서 주장하는 부산지역으로 운행하는 것 때문에 교통약자 콜택시의 저해요인으로 밝히고 있는데 교통약자들이 부산과 시외로 이동할 수 있는 수단이 없는게 현실이다""면서 """"교통약자이동편의증진 법률에도 인근 시도를 이동할 수 있다라고 되어 있기 때문에 부산시와 시외를 제외해서 이동을 증진시키는 것은 명백한 법률위반이라고도 볼 수 있다""고 지적했다.창원시는 지난 3일 '교통약자 특별교통수단 관련' 시의 입장을 발표하면서 ""이용자의 범위, 운행구역 범위, 승차요금의 적정성 등에 대한 종합적인 검토를 통해 시재정 부담을 최소화하면서 차량회전율을 높이고 이동권이 지금보다 향상될 수 있는 방향으로 여러 방안을 검토 중이다""고 밝혔다.창원장애인권리확보단은 이날 교통약자 이동권 확보를 위한 결의대회와 함께 거리행진도 진행했다.bjsong@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 "
9,2016.05.28. 오후 8:18,가격은 '싸게' 승객은 '많이'… KTX 2층 열차 도입,"			【 앵커멘트 】  이르면 2023년에 최대 300km로 달리는 2층 고속 열차가 국내 기술로 만들어져 도입됩니다.  지금 KTX보다 승객 수송 능력이 늘어나고, 요금은 30% 저렴할 전망입니다.   배정훈 기자가 취재했습니다.【 기자 】  연간 6천만 명 이상의 승객을 실어나르는 고속열차 KTX.  워낙 이용하려는 사람이 많아 예약이 어려울 때가 잦습니다.▶ 인터뷰 : 황인곤 / KTX 이용객- ""예매를 안 하면 못 탈 수 있으니까 하루 전에 예매해서 옵니다.""  이런 불편을 해소하기 위해 코레일과 한국철도기술연구원은 최근 KTX 2층 열차를 도입하기로 하고, 개념 설계까지 끝냈습니다.▶ 스탠딩 : 배정훈 / 기자- ""지금 들어오는 열차가 바로 KTX 2층 열차입니다. 1층과 2층을 포함해 모두 95명의 사람이 탈 수 있도록 설계될 예정입니다. 1층에는 특실좌석 23석을 포함해 장애인용 편의시설 등이 들어서게 되고, 2층에는 일반석 72석이 배정돼 먼 곳의 경치를 마음껏 즐길 수 있게 됩니다. 코레일은 이르면 2023년까지 2층 KTX 열차를 도입할 예정입니다."" KTX 2층 열차는 기존 KTX보다 승객은 42% 더 실어나를 수 있고, 운임도 30% 가까이 싸게 책정될 전망입니다.  서울에서 부산까지의 KTX 요금이 5만 9,800원인데, 1만 원이 넘게 싼 요금을 내고 2층 열차를 탈 수 있게 되는 겁니다.▶ 인터뷰 : 서광석 / 한국교통대학교 철도시설공학과 교수- ""역에서의 승하차 시간이 늘어날 것이고, 고령자의 (계단) 이용에 여러 가지 어려움이 있는데 이러한 것들을 극복할 방안을….""  높이를 최소화한다고 해도, 고속으로 달리는 2층 열차인 만큼 안전에 대한 우려는 마지막까지 검토해야 한다는 지적입니다. MBN뉴스 배정훈입니다. [ baejr@mbn.co.kr ]  영상취재 : 김준모 기자  영상편집 : 송현주  그래픽  :  박경호 ▶ 네이버 뉴스스탠드에서 MBN 뉴스를 바로 만나보세요 < Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >"
