,날짜,기사제목,기사내용
0,2017.11.23. 오후 2:28,기아차 장애인 여행지원 사업 고객 초청 행사 진행 ,"			[머니투데이 최석환 기자] 기아자동차는 지난 22일 서울 여의도에 있는 시티클럽에서 장애인 여행지원사업인 '초록여행'의 '2017 고객 초청행사'를 진행했다./사진제공=기아차 기아자동차는 지난 22일 서울 여의도에 있는 시티클럽에서 장애인 여행지원사업인 '초록여행'의 '2017 고객 초청행사'를 진행했다고 23일 밝혔다. 이 자리엔 곽용선 기아차 이사, 사단법인 그린라이트의 김선규 회장 등 관계자와 여행지원을 받은 교통약자 가족 등 총 150여명이 참석했다.기아차는 '초록여행' 사업을 통해 장애인이 운전과 탑승 수 있도록 특수 제작된 '카니발 이지무브' 차량을 교통약자에게 제공하고, 직접 운전이 어려운 경우에는 전문 운전기사를 지원해왔다. 아울러 가족 여행을 위해 별도의 여행 경비를 지급하고 임직원들이 직접 다양한 역할의 자원 봉사자로 참여해왔다.2012년 6월 출범 이후 현재까지 약 3만3000여명의 장애인들이 이 사업의 혜택을 받았으며 이달 기준으로 전체 차량의 누적 운행일수와 주행거리가 각각 1만4000일과 207만km를 넘어섰다. 이번 고객 초청행사에선 '2017년 초록여행 성과보고회'와 함께 초록여행 수기 시상식과 마술쇼 등의 프로그램이 진행됐다.기아차 관계자는 ""그간 서울과 부산·경남, 광주·전남, 대전·충청 중심으로 운영되던 초록여행의 사업 권역을 올해 3월부터 경기 성남 지역까지 확대해 총 13대의 '카니발 이지무브'를 운영 중""이라고 설명했다. 이어 “앞으로도 더 많은 교통약자들이 초록여행을 통해 삶의 질을 향상시킬 수 있도록 최선을 다할 것""이라고 덧붙였다. ▶지금 옆사람이 보는 기사들▶무료만화 즐기고~선물타자! ▶치어리더 vs 레이싱걸 최석환 기자 neokism@mt.co.kr<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>		"
1,2017.11.22. 오후 7:02,"부산시설공단 한마음스포츠센터 이승훈 센터장 ""스포츠로 장애인 편견 허물기에 앞장""","         ""스포츠를 통해 재활과 복지 증진을 이루고 장애인과 비장애인이 스포츠를 통해 편견을 해소하는 데 더욱 힘을 쏟을 생각입니다.""최근 체육훈장 거상장을 받은 부산시설공단 한마음스포츠센터 이승훈(부산장애인사격연맹 회장) 센터장.28세 때 교통사고로 척추장애 사격 입문해 지도자·심판자격 선수 키운 공로 체육훈장 받아 부산 장애인 실업팀 창단이 꿈이 센터장은 대한장애인사격연맹 지도자로 2012년 런던패럴림픽 때 사격 소총 종목 감독을 맡아 소속 선수가 금메달을 따는 데 기여한 공로로 훈장을 받았다.""지도자로서 성과를 내 훈장까지 받으니 기쁘기 그지없습니다. 이는 모두 장애인 선수들이 어려운 여건 속에서 열심히 훈련한 결과라고 생각합니다. 저를 응원해준 가족에게 고마움을 전하고 싶습니다.""1958년 부산 부산진구에서 태어난 이 센터장은 1982년 울산 현대중공업에 입사해 2년 정도 근무하다 교통사고를 당했다. ""28세에 척추장애인(1급)이 되니 하늘이 무너지는 심정이었습니다. 비관 끝에 자살 소동도 벌이고, 수년간 방황까지 했습니다. 그런데 어느 날 어머니가 지극정성으로 저를 보살피는 것을 보고 깨달았습니다. '아 이렇게 불효를 해서는 안 되겠구나. 다시 재기해서 사회 일원이 되어보자'라고 결심했습니다.""이때 주위에서 사격을 권유해 1990년대 말 사격 선수로 입문했다. ""총과 시합용 휠체어 등 모든 장비를 개인이 구입해 훈련해야 하므로 경제적인 면에서 힘들었습니다. 그리고 장애인 사격 지도자가 드물어 일반 선수에게 물어보고, 책을 찾아보며 하나하나 익혀갔습니다.""2000년 인천에서 열린 전국체전 사격 소총 분야에서 동메달을 획득했다. ""동메달이 결정되는 순간 만감이 교차하면서 눈물이 쏟아졌습니다.""이어 각종 국내 대회에서 상을 획득한 후 2010년 지도자로 입문했다. ""먼저 심판 자격증이 필요할 것 같아 장애인으로는 이례적으로 세계사격연맹 심판자격증도 획득했습니다.""이 센터장은 2011년 호주 시드니에서 열린 세계장애인사격연맹 주최 월드컵사격대회에서 소총 분야 국가 대표 지도자로 선수들을 이끌고 출전했다.""제가 선수 때 못다 이룬 금메달의 꿈을 제자들이 무더기로 따내 종합 우승까지 차지하니 더욱 감격스러웠습니다. 대한민국 장애인 사격 실력이 세계 최정상급임을 다시 한번 과시하는 데 기여할 수 있어 뿌듯했습니다.""다음 해 런던 패럴림픽에서도 사격 소총 분야 국가대표 지도자로 참여해 금메달을 따는 데 기여했다. 2013년 태국에서 세계장애인사격연맹 주최로 열린 월드컵 사격대회에서는 종합 우승의 쾌거를 이끌었다. 2014년 지도자 생활을 접고, 장애인 재활훈련 및 생활체육 증진에 이바지하고자 한마음스포츠센터장으로 부임했다. ""경남도청과 광주시청 등 다른 도시는 실업팀이 형성돼 빠르게 발전하고 있지만 부산에는 장애인사격 관련 실업팀이 없어 실업팀 창단을 위해 백방으로 노력하고 있습니다.""또 장애인 수영과 배드민턴 꿈나무를 양성하는 한편 여성 장애인 수영 교실 등을 통해 여성 장애인 재활 증진에 관심을 쏟고 있다. 이 센터장은 ""2007년 해운대구 좌동에 문을 연 한마음스포츠센터는 장애인과 비장애인이 함께 스포츠를 즐기면서 장애인에 대한 편견의 벽을 자연스럽게 허무는 공간""이라며 ""처음 건설 당시에는 인근 주민들이 반대했지만 현재 전체 이용자 가운데 장애인 40%, 비장애인 60%가 이용해 함께하는 마당이 되고 있다""고 말했다. 이재희 기자 jaehee@busan.com"
2,2017.11.08. 오후 5:23,"양산 장애인수능생, 교통약자콜택시 우선 배차","양산시청 전경(양산시 제공) 2017.11.8./뉴스1 © News1(부산ㆍ경남=뉴스1) 남경문 기자 = 양산시 장애인복지관은 2018년도 대입 수학능력시험을 치르는 장애인 및 대중교통수단의 이용이 어려운 수험생을 위해 ‘교통약자콜택시 우선 배차서비스’를 제공한다고 8일 밝혔다.이용가능 고객은 중증장애인 및 일시적 휠체어 이용자 등 대중교통수단의 이용이 어려운 수험생과 그 보호자이다. 사전 예약신청은 8일부터 시험 당일인 16일까지 9일간 전화(055-367-9655)로 신청하면 된다. 이명진 양산시 장애인복지관장은 “이번 서비스는 장애를 가진 학생들을 위한 서비스인 만큼 수능시험 당일 다른 이용자분들의 협조와 이해를 부탁드린다”며 “사전예약을 미처 하지 못한 수험생의 경우에도 시험 당일 이용 신청시 먼저 배차할 계획”이라고 말했다.news2349@news1.kr▶ '평창2018' 관련 뉴스·포토 보기▶ 여러분의 제보를 기다립니다.제보하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
3,2017.11.14. 오전 10:07,"부산, 수능날 대중교통 이용 어려운 수험생 수송 지원","- 119종합상활실 통한 사전예약제 실시 부산시가 오는 16일 '2018학년도 대학수학능력시험(수능)' 당일 장애인 등 대중교통 이용이 어려운 수험생을 위해 '수험생 수송 사전예약제'를 실시한다. 수송 지원이 필요한 수험생은 부산소방안전본부 119종합상황실로 신청하면 된다.  이밖에도 부산시는 수능의 안정적이고 원활한 시행과 수험생 편의를 적극 지원하기 위해 종합상황반을 편성·운영한다고 14일 밝혔다.  종합상황반은 △총괄반 △교통대책반 △소음대책반 △의료지원반 △소방안전반 △홍보지원반 등 6개 대책반으로 구성된다.  교통대책반에서는 관공서, 각급학교, 50인 이상 기업체 등을 대상으로 하는 출근시간 조정, 도시철도·마을버스·시내버스 집중배차와 예비차량 대기 등 대중교통 수송 대책 마련, 민·관 합동 무료 수송 봉사대 운영 등을 통해 원활한 교통소통에 나선다.  소음대책반은 시험장 주변 소음 방지를 위해 시험 당일 공사장 일시적 공사 중지, 화물차량 시험장 우회 유도, 생활소음 통제를 위한 방안을 적극 추진한다.  의료지원반에 편성된 소방안전본부와 16개 구·군 보건소에서는 의사·간호사 등 의료진이 비상 대기해 응급환자 발생시 현장 조치 및 의료기관 후송을 지원한다.  소방안전반은 안전한 시험장 환경 조성을 위해 전체 시험장을 대상으로 소방시설 정상작동 여부, 방화시설 관리실태 등 소방 안전점검을 실시하고, 문답지 보관장소에 소방인력 외 경찰인력을 배치해 비상사태에 대비한다.  홍보지원반은 수험생을 위한 각종 수험정보와 지원사항을 홍보해 적극 활용할 수 있도록 하고 시민들의 적극적인 협조도 유도한다.  특히 수능 당일 오전 7시부터 9시까지는 버스전용차로 운행 단속을 하지 않고, 승용차요일제도 한시적으로 해제한다. 이와 함께 시험장 주변 교통혼잡을 막기 위한 주·정차 단속도 강화할 방침이다.   sr52@fnnews.com 강수련 기자   ▶ 세상의 모든 골 때리는 이야기 'fn파스'▶ 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ  파이낸셜뉴스. 무단 전재-재배포 금지		"
4,2017.11.07. 오후 2:23,"인천시, 교통약자 위주 교통체계 강화...저상버스 1000대, 장애인콜택시 확대","유정복 인천시장이 7일 시청 대회의실에서 내년 교통정책을 발표 후 교통주권 관계자들과 이야기를 나누고 있다. 인천시인천시가 노인‧어린이‧임산부 등 교통약자와 원도심의 주차 문제 등 교통주권을 강화하는 다양한 교통정책을 발표했다.7일 시가 발표한 애인(愛仁)정책Ⅶ에 따르면, 내년부터 교통약자가 대중교통을 쉽게 이용할 수 있도록 저상버스시대가 열린다. 내년에 30대를 우선 도입, 운영하면서 2021년까지 1000대까지 늘릴 계획이다.  장애인들이 교통불편으로 일상생활에 지장받는 현실을 개선하는 ‘바로콜’ 사업도 추진한다. 현재 두 시간 전에 신청해야 탈 수 있는 장애인콜택시를 30분 이내로 앞당긴다. 이밖에 교통약자 보호구역을 826곳으로 확대한다. 교통약자 보호구역으로 지정되면 차량은 시속 30km 이내로 주행해야 한다. 인천지하철 1·2호선 4개 역사에 엘리베이터나 에스컬레이터도 추가로 설치된다. 지하철역의 엘리베이터나 에스컬레이터는 노인이나 임산부는 물론 무거운 짐을 소지한 해외관광객들에게 반드시 필요한 이동수단이다. 가좌역 서부여성회관역 석남역에는 에스컬레이터, 검암역에는 엘리베이터가 설치된다. 시는 또 내년부터 계양역 등 2곳에 환승센터 설치, 부평역∼광명역 등 5개 광역버스 노선 신설, 버스정보시스템 160대 추가 설치, 인천공항행 2층 버스 운행 등을 추진한다. 원도심의 복잡한 도로사정을 해결하기 위해 정책도 발표됐다. 규획화 되지 않은 원도심은 주차문제 해결이 가장 큰 지역 현안 사업이다. 시는 이에 주거지 23곳에 주차장 설치, 공원의 지하·1층·2층에 차를 세우는 ‘1+2 주차장’ 114면 조성, 주차장 정보 웹 제공 221곳으로 확대한다.1+2주차장은 차량 1대 세울 수 있는 공간에 3대까지 확대할 수 있는 장점이 있다. 올 12월 중구 신포주차장에서 시범실시하고, 내년에 38면, 2021년에 114면까지 늘린다는 계획이다.  도로 사업으로 제2경인고속도로 문학나들목∼경인고속도로∼검단 지하 남북도로 건설, 제2외곽순환고속도로 인천∼안산 구간 조기 건설, 서울외곽순환고속도로∼공항고속도로 연결과 외곽순환고속도로 무네미길 정체 해소 사업 등을 추진한다.인천시는 현재 서울을 20분대에 도착하는 GTX-B(송도∼서울∼경기도 마석) 건설 추진, 전국을 반나절권으로 잇는 인천발 KTX(인천 송도∼부산‧광주) 건설 등을 진행하고 있다. 유정복 인천시장은 “지난 3년간 빚 3조 4000억원을 갚아 '재정정상' 단체가 됐고, 이자만 연간 2000억원 이상 줄이게 됐다”며 “그런 결실에 따라 대중교통을 편리하게 이용할 수 있도록 교통 인프라를 대폭 확충한다”고 말했다.인천=강준완 기자 jeffkang@hankyung.com[한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지		"
5,2017.11.23. 오전 9:44,"부산진구, 장애인 전동보장구 안전교실 운영","    제공=부산진구. 부산 부산진구(구청장 하계열)는 22일 부전동에 위치한 부산진장애인자립생활센터에서 도로교통공단 전문강사를 초빙하여 전동휠체어 및 전동스쿠터 사용 장애인 및 보호자를 대상으로 '장애인 전동보장구 안전교실'을 운영하였다.이날 참여자들은 기본 안전수칙 및 사고예방법에 대해 배우며 겨울철 안전사고에 대비하는 등 보행장애의 불편해소와 이동권을 행사함으로써 사회참여를 이끌어낼 수 있는 유익한 시간을 가졌다.장애인보장구 안전교실은 지난 2016년부터 상·하반기 2회씩 장애인의 안전한 이동권 확보를 위해 실시해 오고 있으며, 2018년에도 실시할 예정이다.디지털미디어본부 news@busan.com"
6,2017.11.15. 오후 7:07,"이혜영 한국장애인자립협회장 ""장애인 100명 채용하는 게 꿈""","         ""기다려주고 지켜봐주면 장애인도 전문가처럼 일할 수 있습니다. 죽기 전에 장애인 100명을 채용하는 게 꿈입니다.""직원 70%가 중증장애인인 회사가 있다. 이 회사의 대표도 중증장애인이다. 더욱이 여성의 몸으로 혼자 아이 둘을 키우며 제조업체를 일궈왔다.직원 25명 대부분 중증장애인 쓰레기종량제봉투 제작 납품 같은 처지에 일자리 나눠 보람주인공은 ㈔한국장애인자립협회 이혜영(54·여) 회장. 15일 부산 강서구 대저1동의 공장에서 만난 이 씨는 휠체어에 앉아 기계 사이를 오가며 직원들을 세심하게 지켜보고 격려했다.100여 평 규모의 공장에는 20여 명의 직원이 10여 대의 기계 옆에서 쓰레기봉투 제작에 바쁜 모습이었다. 나머지 10여 명의 직원은 공장 옆 사무동에서 영업과 납품 등의 업무를 보고 있었다. 25명가량의 장애인 직원은 대부분 부산시의 장애인 취업지원 후견인제를 통해 채용됐으며, 지체장애와 지적장애를 갖고 있는 2~3급의 중증장애인들이다. 특히 여성 장애인들이 포장을 하는 손길은 너무나도 능숙하고 안정돼 보였다.이 회장은 ""창업 때부터 함께 일해왔고 대개 5~8년 동안 있었던 친구들이다. 자기 업무에 적응하는데 6개월가량이 걸리지만 익숙해지면 비장애인보다 훨씬 잘한다""고 소개했다. 협회는 2009년 부산 사상구 삼락동에서 쓰레기종량제봉투를 제조, 생산하는 사회적기업으로 출발했다. 첫해는 연 매출이 1억 원에 불과했지만, 지금은 50억 원대로 성장했다. 부산, 울산, 경남지역 기초자치단체는 물론, 경북과 충청·전라 지역까지 쓰레기종량제봉투를 납품하고 있다. 직원 수도 배로 늘었고, 덕분에 2015년에는 강서구로 확장 이전했다.이 회장은 ""장애인들이 만드는 제품이기 때문에 품질이 떨어질 것이라는 편견이 있었지만, 판로를 뚫고 제품을 보내기 시작하면 장애인들이 만드는 제품이기 때문에 좋은 품질로 정직한 제품을 만든다는 것을 믿고 인정해준다""고 말했다. 사실 이들은 제품에 '나쁜 짓'을 할 만큼 교활하거나 영악하지 않다. 그저 묵묵히 자신들이 할 일을 하며 쓰레기봉투에 '희망'을 담을 뿐이다. 이 회장은 20여 년 전 뺑소니 교통사고를 당한 뒤 하반신이 마비돼 지체장애 1급 판정을 받았다. 건강했을 때 음식점과 인테리어 사업 등을 벌이며 활발하게 활동했던 그녀는 1년 이상 치료를 받고 퇴원한 뒤 취업을 시도했지만 헛수고였다. '다시 일할 수 있다'고 생각했던 것과 사회의 인식은 너무나도 격차가 컸다. 결국, 이 회장은 몇 년 동안 열심히 모은 돈으로 '나라가 망하기 전에는 망하지 않을' 쓰레기종량제봉투 만드는 사업을 시작했다. 자신도 일하고 같은 처지인 장애인에게도 일자리를 나눠줄 수 있는 비영리법인을 설립해 사회적기업 인증도 따냈다.종량제봉투에 제조·유통 경로를 확인할 수 있도록 'QR 코드'를 인쇄하는 방식을 도입해 지역 업계에서 독보적인 입지도 확보했다. 'QR 코드'가 인쇄된 종량제봉투는 불법 유통과 위조 봉투 제조를 막을 수 있기 때문에 정부에서 사용을 권장한다.협회는 사회 환원 활동도 꾸준히 이어가고 있다. 이 회장은 ""형편이 너무 어려웠을 때 내 아이들이 학업을 중단했던 일 때문인지 사업 초기부터 수익 일부분은 저소득층 학생들에게 장학금으로 지원했고, 최근에는 다른 기부활동도 늘려가고 있다""고 말했다. 김경희 기자 miso@busan.com사진=강원태 기자 wkang@    		"
8,2017.11.01. 오전 7:10,'마치 노예처럼' 무연고 장애인 15년간 노동 착취,"			【 앵커멘트 】  연고가 없는 지적장애인을 보호한다는 명목으로 공장에 데리고 와서는 무려 15년 동안 노예처럼 부린 50대 공장주가 구속됐습니다.   월급이 고작 11만 원이었는데, 노동착취만 한 게 아니었습니다.   박상호 기자입니다. 【 기자 】  공장 한쪽에 있는 조립식 단칸방에 한 남성이 앉아 있습니다.   남아 있는 치아가 거의 없고, 팔도 절단된 상태입니다. - ""옷은 왜 안 갈아입히고….""- ""왜 안 갈아입혀요. 옷이 천지라니까요.""  지능이 유치원생 수준인 이 남성은 공장에서 물품 하역과 청소를 도맡아 했습니다.   공장에서 무연고 장애인을 보호하는 것처럼 하며 월급으로 준 돈은 고작 10만 원, 매달 과자 값이라며 1만 원을 더 얹어준 게 전부입니다.  ▶ 스탠딩 : 박상호 / 기자- ""지적장애인 남성은 이곳에서 숙식을 하며 일을 한 것으로 알려졌는데, 언제, 어디서, 어떻게 오게 됐는지는 정확히 확인되지 않고 있습니다.""▶ 인터뷰 : 공장 근로자- ""어떻게 오게 됐는지 모르는데 보살펴줬죠. 여기서 계속…. 애가 오갈 데 없으니까….""  새로 호적을 취득한 1999년부터 일을 한 것으로 추정되는데, 3년 전 교통사고를 당하기 전까지 무려 15년 정도 노예 생활을 했습니다.▶ 인터뷰 : 강윤구 / 부산 사상경찰서 지능팀장- ""임금을 착복한 것뿐만 아니라 교통사고 보상금, 그로 인해서 나온 휴업급여, 장해연금까지 (가로챘습니다.)""  경찰은 공장주 송 모 씨를 횡령 등의 혐의로 구속하고, 지적장애인 남성을 장애인 보호시설에 인계했습니다. MBN뉴스 박상호입니다. [ hachi@mbn.co.kr ]  영상취재 : 정운호 기자   영상편집 : 이우주< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >		"
9,2017.11.24. 오전 11:14,시각장애인 앱서비스 개발하는 SR...“고속철도 경쟁체제의 산물”,"(왼쪽부터) 수서고속철도(SR) 애플리케이션과 한국철도공사(코레일) 애플리케이션 바탕화면./앱화면 캡처수서고속철도(SR)가 시각장애인도 이용할 수 있는 새로운 철도 예매 애플리케이션(앱) 서비스를 도입한다. 한국철도공사(코레일)와 SR의 고객 서비스 개선 경쟁의 일환이다.SR 고위관계자는 24일 “내년 2월 도입을 목표로 시각장애인도 이용할 수 있도록 SR앱 개선 작업을 진행하고 있다”고 밝혔다. 최근 철도 이용객은 스마트폰 전용앱을 이용해 실시간으로 전자티켓을 구입하는 경우가 늘고 있다. 교통연구원에 따르면 현재 역창구에서 티켓을 구입하는 비중은 20% 수준에 불과하다. 그러나 사회적약자에 대한 배려는 미흡한 상황이다.SR은 시력이 미약한 장애인을 위한 글자 확대 기능과 색맹·색약인 자들을 위한 색상변환 기능 등을 개발중이다. SR 고위관계자는 “코레일과의 서비스 차별화 전략의 일환”이라고 했다. 이에 대해 코레일 관계자는 “시각장애인을 위한 음성지원서비스가 현재 ‘코레일톡(앱)’에서 제공되고 있기 때문에 차별화라는 주장에는 무리가 있다”고 반박했다.이는 갈수록 치열해지는 양사 간 서비스 경쟁의 단면이다. 코레일은 SR 출범에 즈음한 지난해 11월 수익성 악화를 이유로 자체적으로 폐지했던 KTX 마일리지 제도를 부활시켰다. 이 제도는 탑승객 승차권 결제 금액의 5~11%를 마일리지로 적립해 티켓구입 등에 현금처럼 쓸 수 있도록 하는 내용이다. 코레일은 이어 지난 2월에는 앱을 통해 마일리지 특실 업그레이드(50% 할인) 서비스를 도입했고, 6월에는 마일리지로 취소수수료를 낼 수 있는 서비스도 선보였다.SR에는 마일리지제도는 없지만, 지난 6월부터 매달 일정 횟수 이상 SRT를 타면 자동으료 앱 쿠폰함에 할인권이 제공되는 서비스를 도입했다. 이용 횟수에 따른 회원 등급을 4단계로 나눠 차별화된 서비스를 제공하고 있다.SR제공코레일 측은 철도 서비스 개선노력이 SR과는 무관하다는 입장이지만, 전문가들은 철도 경쟁체제의 산물이라고 입을 모은다. 바른사회시민회의 관계자는 “코레일보다 10% 낮은 가격대의 부산행 철도서비스를 제공한 SR과의 경쟁에서 지지 않으려는 코레일의 노력이 결국 소비자 후생을 높이는 결과를 가져오고 있다”고 말했다. 최진철 교통연구원 박사도 “SR출범 후 양사중 한 곳에서 새로운 서비스를 내놓으면 다른 회사에서 또 다른 서비스를 내놓는 경우가 대세로 굳어지고 있다. 이는 명백한 경쟁체제의 산물”이라고 했다.한편, 국토교통부는 내달 7일 SRT 개통 1주년 이후 그간의 성과를 종합적으로 분석해 내년중 코레일과 SR 재통합 여부를 검토하겠다는 입장이다. 국토부는 아직 관련 태스크포스(TF)를 꾸리지는 않았지만, 물밑작업이 시작되고 있는 분위기다. 관련업계 관계자는 “국토부 철도국 직원들이 최근 철도관계자들을 만나 TF 구성원 등에 대한 의견을 수렴하고 있다”고 전했다. 국토부 철도정책과 관계자는 “내년초 위원회 형태의 TF를 꾸리고 공론화과정을 거쳐 재통합 여부를 결정하겠다”고 밝혔다.[세종=김문관 기자 moooonkwan@chosunbiz.com]chosunbiz.com"
10,2017.11.08. 오전 8:28,"창원시, 교통약자 개조된 스타렉스 등 시승식","장애인단체와 시설관리공단 관계자들이 7일 창원종합운동장에서 교통약자 특별교통수단 시승식을 갖고 기념사진을 찍고 있다.(창원시제공)2017.11.8/뉴스1© News1(부산·경남=뉴스1) 강대한 기자 = 창원시는 7일 창원종합운동장에서 장애인단체와 시설관리공단 관계자 등 20여명이 참여한 가운데 ‘교통약자 특별교통수단 시승식’을 열었다.이번 시승식은 노후된 특별교통수단 5대를 교체 구입함에 따라 운행 개시 전 주 이용자인 장애인들과 특별교통수단 운영관계자들 간의 소통의 시간을 갖기 위해 마련됐다.교체된 차량은 휠체어 탑승방식이 리프트형(자동)인 그랜드스타렉스 3대와 슬로프형(수동)인 올뉴카니발 2대다. 행사는 Δ신규 구입차량 제원 및 특징 설명 Δ장애인 및 일반인 시승을 통한 탑승 소감 발표 Δ차량 탑승에 따른 안정성·편의성 등 장단점을 평가 Δ향후 운영방향에 대한 간담회 등으로 진행됐다.장애인들은 시승식을 통해 차종과 제조업체, 탑승방식 등에 대한 장단점을 비교분석했으며, 시는 향후 차량구입에 이들의 의견이 반영될 수 있도록 할 방침이다. 또 이날 장애인뿐만 아니라 비장애인 관계자들도 시승에 참여해 이용자들의 불편사항을 직접 체험하기도 했다.현재 창원시 교통약자 특별교통수단은 시설관리공단에서 100대를 운행하고 있으며, 2021년까지 10대를 추가 구입할 계획이다.창원시 특별교통수단 차량을 이용할 수 있는 교통약자는 1·2급 장애인, 65세 이상 노인, 임산부, 일시적 휠체어 이용자 등이다. 경상남도 콜센터로 접수 후 차량 탑승 시 증빙서류(복지카드, 의사소견서 등)를 제시하면 이용 가능하다.rok1813@▶ '평창2018' 관련 뉴스·포토 보기▶ 여러분의 제보를 기다립니다.제보하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
