,날짜,기사제목,기사내용
0,2022.07.20. 오후 3:53,"[부산24시] 부산시-한국거래소, 프로탁구단 출범 협약 체결","부산시설공단, 두리발 콜 관제시스템 복구한국남부발전, 안정적 전력공급 총력캠코, 부산 남구 취약 청년계층 긴급생계비 지원 박형준 부산시장(오른쪽)과 손병두 한국거래소 이사장이 프로탁구단 출범을 위한 업무협약을 체결한 후 기념촬영 하고 있다. ⓒ한국거래소부산을 연고로 하는 프로탁구단이 출범한다.부산시는 20일 오전 시청 국제의전실에서 한국거래소와 프로탁구단 출범 관련 업무협약을 체결했다. 한국거래소의 부산 연고 프로탁구단 창단에 상호 협력키로 약속한 것이다. 이날 협약식에는 박형준 시장과 손병두 한국거래소 이사장, 유남규 초대 감독 등이 참석했다. 협약에 따라 한국거래소는 선수단 구성 등을 추진하고, 지역사회 공헌에도 노력한다. 부산시는 탁구단 창단을 위한 전속 훈련지 마련 등 행정지원에 나선다. 부산에 본사를 두고 있는 한국거래소는 지난 6월21일 이사회를 통해 프로탁구단 창단을 확정했다. 한국거래소는 프로탁구단 초대 감독으로 유남규 씨를 선임했다. 한국거래소는 이달 중 코치와 선수단을 구성해 3분기 출범을 목표로 창단을 추진할 계획이다. 한국거래소는 올 시즌 정규리그 상위권 팀의 국가대표급 선수를 영입하며 전력 수급에 나설 예정이다.박 시장은 ""한국거래소 프로탁구단이 창단되면 부산 탁구 팬들에게 수준 높은 경기 관람의 기회를 제공할 뿐만 아니라 부산의 탁구 꿈나무 육성에도 큰 공헌을 할 것""이라며 ""2024년 부산에서 우리나라 최초로 열리는 세계탁구선수권대회와 함께 부산이 국제 탁구도시로 발돋움하는 데에도 큰 역할을 할 것으로 기대한다""고 했다.◇ 부산시설공단, 두리발 콜 관제시스템 복구부산시설공단은 특별교통수단인 두리발의 콜 관제시스템 복구를 완료했다고 20일 밝혔다.다만 장애인 콜택시 '자비콜'의 경우는 일부 기능에 오류가 있어 현재 계속 복구 진행중에 있다고 부산시설공단은 설명했다.부산시설공단에 따르면, 지난 17일 오전 3시10분쯤부터 두리발 관제시스템 관리업체의 서버가 해킹 공격을 받았다. 이후 부산시설공단은 두리발 차량 이용고객과 복지매니저(운전자)를 유선을 통해 수동 연결해 서비스를 운영해왔다. 부산시설공단 관계자는 ""부산장애인총연합회와 장애인협회 등에 상황 전파를 하는 등 최선의 노력을 기울이고 있다""고 했다.◇ 한국남부발전, 안정적 전력공급 총력한국남부발전이 안정적인 전력공급에 총력을 기울이고 있다. 올 여름 지속되는 폭염과 코로나19 이후 경기회복에 따른 전력수요 증가에 따른 조치다.한국남부발전은 전날 '여름철 전력수급 대비 모의훈련'을 실시하고 대응체계를 점검했다고 20일 밝혔다. 한국남부발전은 모의훈련을 통해 전력수급 위기단계 경보를 전파하고, 전반적인 대응체계를 점검했다. 또 전력수요 급증으로 공급예비력이 550만kW 이하로 떨어지는 것을 가정해 단계·상황별 대응훈련을 진행했다. 이승우 사장은 ""전력피크 기간 전력수급에 차질이 없도록 만전을 다하겠다""며 ""언제 찾아올지 모를 전력수급 위기 상황에 대한 경각심을 일깨우고 체계적인 대응으로 안정적 전력공급을 위해 최선을 다하겠다""고 했다.◇ 한국자산관리공사, 부산 남구 취약 청년계층 긴급생계비 지원 한국자산관리공사(캠코)는 19일 부산 남구청에서 지역 내 취약 청년 지원을 위한 기부금 2000만원을 전달했다고 20일 밝혔다.캠코와 부산 남구청은 협력을 통해 취약 청년계층의 코로나19 극복을 지원할 계획이다. 캠코는 채권을 보유한 학자금 대출 채무자 등 지역 내 경제적 어려움을 겪고 있는 청년 채무자 200명을 선정해 긴급생계비를 지원할 예정이다.김귀수 가계지원본부장은 ""코로나19 장기화로 경제적 위기에 직면한 취약 청년의 회복에 보탬이 되길 바란다""며 ""캠코는 지역 내 어려움에 처한 분들께 희망의 온기가 전달될 수 있도록 다양한 지원 제도를 마련해 나가도록 하겠다""고 했다."
1,2022.07.26. 오전 5:00,"[오늘의 주요일정] 부산(26일, 화)",부산시청 전경.© News1 김영훈 기자(부산=뉴스1) = ◇부산시-박형준 시장9:00 주간정책회의(7층 영상회의실)10:00 제307회 임시회 3차 본회의(본회의장)-이병진 행정부시장14:00 대중교통 미래포럼(12층 국제회의장)15:00 제33회 부산사진대전 시상식(2층 전시실)◇금정구-김재윤 구청장9:00 정책회의(3층 접견실)10:30 사업소 회의(3층 접견실)11:20 장애인복지관 삼계탕 나눔(금정구 장애인복지관)◇남구-오은택 구청장10:00 동 순방(용호동 일대)◇동구-김진홍 구청장8:00 수정2동 새마을부녀회 열무김치 나눔행사(수정2동 행정복지센터)10:30 동 순방(수정4동)16:00 동 순방(좌천동)◇동래구-장준용 구청장9:20 성품 전달식(구청 1층)10:00 범죄예방 도시디자인 기본계획 수립용역 착수보고회(3층 중회의실)11:00 민주평통 지역대표 자문위원 위촉식(2층 대회의실)15:00 깨끗한 동래 만들기 원년 선포식(동래문화회관 대극장)16:30 깨끗한 동래 만들기 환경정비의 날(충렬사)◇부산진구-김영욱 구청장11:00 민주평통 지역대표 자문위원 위촉장 전수식(자치협력실1)14:00 이웃돕기 기부금 전달식(소회의실)16:00 '범천동 철도차량정비단 이전적지개발 사업회전략 수립용역' 주민설명회(대회의실)◇북구-오태원 구청장16:00 찾아가는 복지한마당 일상생활지원사업 협약식(집무실)◇사상구-조병길 구청장9:00 현안 대책회의(집무실)10:20 우리동네 요리조리 환경 둘러보기(집무실)11:00 어르신 삼계탕 나눔행사(감전동·주례3동 행정복지센터)13:30 신규 국공립어린이집 무상임대(집무실)16:00 학장천 거리 미술관 디자인 설계 용역설명회(집무실)17:00 민주평통 지역대표 자문위원 위촉장 전수식(영상회의실)◇수영구-강성태 구청장9:00 동장정례회의(구청장실)14:00 동래고읍성 학술연구용역 중간보고회(구락생활문화센터 대강당)18:30 자율방재협의회 월례회(재난안전상황실)◇중구-최진봉 구청장9:00 정책회의(구청장실)◇해운대구-김성수 구청장9:50 지방보조금관리위원회(중회의실)14:00 정리수납봉사단 신규 교육 및 위촉식(대회의실)15:00 반송2동 도시재생뉴딜 추진협의회의(중회의실)		
2,2022.07.19. 오전 1:06,부산 장애인 특별교통수단 ‘두리발’ 해킹 공격으로 시스템 마비,"    부산지역 장애인들의 특별교통수단인 ‘두리발’. 부산시설공단 제공    부산지역 장애인들의 특별교통수단인 ‘두리발’이 해커로부터 공격을 받아 시스템이 마비되는 바람에 장애인들이 큰 불편을 겪고 있다.  18일 부산시설공단에 따르면 전날 오전 3시10분부터 ‘두리발’ 콜 관제시스템 관리업체가 해킹을 당해 모든 시스템이 다운됐다.   해당 콜 관제시스템 관리업체는 전 직원이 비상근무체제에 돌입하는 한편, 두리발 이용고객과 복지매니저(운전자)를 전화로 연결해 업무를 처리하고 있다.   또 장애인 콜택시인 ‘자비콜’의 경우 이용자가 배회차량을 직접 이용하거나, 과거 이용했던 차량 기사에게 직접 연락해 차량을 이용할 수 있도록 안내하고 있다.   해당 콜 관제시스템 관리업체는 해커로부터 돈을 요구받고 협상을 진행 중이며, 이날 오후 4시까지 해커로부터 ‘복구키’를 받지 못한 것으로 알려졌다.   부산시설공단 관계자는 “부산장애인총연합회를 통해 각 유형별 장애인협회에 관련 내용을 알리고 협조를 요청하는 등 장애인 고객 피해를 최소화하기 위해 총력을 쏟고 있다”고 말했다."
3,2022.07.18. 오후 5:45,[속보] 해킹 공격에 강원·부산 등 전국서 콜택시 '먹통' 속출,"▲ 개인택시 내부 모습 [강원도민일보 자료사진] 본 사진은 기사 내용과 관련 없음.강원을 포함한 전국 곳곳에서 '콜택시 시스템'을 운영 중인 업체가 해킹 공격을 받아 시민들이 큰 불편을 겪었다.이 때문에 스마트폰 앱을 통한 콜택시 호출이 먹통이 됐으며 해킹 공격으로 강원 외에도 부산, 경기, 경북, 전남 일부 지역에서 콜 시스템이 마비된 것으로 파악됐다.18일 연합뉴스 취재를 종합하면 현재 강원에서는 춘천, 동해, 양구, 정선, 인제, 고성, 양양 등에서 콜 시스템이 정상적으로 작동하지 않고 있다.춘천시의 경우 스마일콜 택시 1천362대가 앱을 통한 콜을 받지 못하고 있다.이에 다른 앱을 사용하거나 전화로 배차하고 있다.다른 피해 시군 역시 예전처럼 일일이 일반전화로 콜을 받아 배차하는 방법으로 대처하고 있다.춘천지역 한 택시 종사자는 ""춘천시의 경우 다른 프로그램을 사용해 배차가 이뤄지고는 있지만, 다른 시군의 경우 아예 개점휴업일 것""이라고 말했다.부산의 경우 부산시설공단이 위탁 운영하는 장애인 특별교통수단 '두리발'의 배차를 수동으로 전환해서 운영하고 있어 배차가 상당히 지연되고 있다.또 교통약자 콜택시인 '자비콜'의 콜 시스템이 마비된 상태다.이에 따라 부산시는 장애인단체와 협의해 장애인 등이 가지고 있는 자비콜 운전기사 전화번호를 이용해 콜택시를 이용하면서 자기부담금 35%만 내도록 안내하고 있다.콜 시스템을 운영 중인 개발업체는 해당 시군에 ""전국에 운영 중인 당사 콜시스템이 17일 오전 2시께 해외 해킹조직의 해킹(랜섬웨어)으로 인해 서비스 중인 전국 모든 센터와 백업 서버까지 모두 감염돼 서비스가 중단됐다""고 알렸다.랜섬웨어는 해커가 피해자의 시스템이나 데이터를 암호화해 사용할 수 없도록 한 뒤 이를 인질 삼아 금전을 요구하기 위한 악성 프로그램이다.업체 측은 ""이와 관련해 감염 즉시 한국 랜섬웨어 복구센터를 통해 신종 랜섬웨어임을 확인하고, 긴급 해결을 위해 18일 새벽 해커와 접촉해 백업 서버 복구를 위해 해커와 접촉했다""고 설명했다.이어 ""백업 서버 복구를 위해 해커가 요구하는 코인을 지급했고, 현재 데이터 복구 키를 요구한 상태""라고 덧붙였다.업체 측에 따르면 이날 중으로 복구 키를 받은 뒤 긴급복구를 진행하며, 복구에는 2∼3일 정도 걸릴 것으로 예상한다.업체 측은 ""처음 겪는 신종 랜섬웨어 공격으로 인해 서비스에 큰 불편을 드린 점 송구스럽게 생각한다""며 ""앞으로 백업 이중화 등 재발 방지를 위해 총력을 기울이겠다""고 했다.		"
4,2022.07.20. 오전 10:30,해킹 공격에 멈춘 부산 장애인 콜택시 시스템 일부 복구,"부산 장애인 특별교통수단 '두리발'[부산시설공단 제공. 재판매 및 DB 금지]     (부산=연합뉴스) 민영규 기자 = 콜택시 시스템 운영업체에 대한 해킹 공격으로 마비됐던 부산지역 장애인 택시 호출 시스템이 사흘 만에 일부 복구됐다.     부산시설공단은 장애인 특별교통수단 '두리발' 호출 시스템이 복구돼 20일 오전 7시부터 정상적으로 작동하고 있다고 밝혔다.     공단은 그러나 비장애인과 장애인이 함께 이용하는 택시 호출 시스템인 '자비콜'의 경우 일부 오류가 있어 운영업체가 복구 작업을 계속하고 있다고 설명했다.     이에 따라 자비콜을 이용하는 장애인은 평소 가지고 있는 자비콜 운전기사 전화번호로 연락해 택시를 호출해야 하는 불편을 겪고 있다.     지난 17일 오전 2시께 서울에 본사를 둔 택시 호출 시스템 운영업체에 대한 해킹 공격으로 이 시스템을 이용하는 부산, 대전, 경기, 경북, 전남, 강원 일부 지역의 콜택시 시스템이 전면 마비됐다.     이 업체는 지난 18일 해커가 요구하는 코인을 지급하고 복구 키를 넘겨받아 순차적으로 시스템을 복구하는 것으로 알려졌다.  youngkyu@yna.co.kr"
5,2022.07.19. 오전 12:30,해킹 공격에 전국 곳곳 콜택시 먹통...교통약자 불편,"지자체별 택시 호출 앱 사흘째 먹통…""해킹 피해""인천·강원·대전 등 전국 30곳 남짓 서비스 중단부산 장애인 택시 호출 시스템 2곳도 멈춰업체 ""해커가 요구한 코인 지급…복구 키 받아야""[앵커]그제(17일) 새벽부터 인천과 강원, 대전 등 전국 30개 남짓 지역에 택시 호출 시스템을 제공하는 업체가 해킹 공격을 받아 서비스가 중단됐습니다.외국인으로 추정되는 해커는 복구 대가로 비트코인을 요구한 것으로 전해지는데, 교통약자를 비롯한 시민 불편이 커지고 있습니다.나혜인 기자입니다.[기자]인천 지역 택시 호출 서비스를 제공하는 스마트폰 앱이 먹통이 됐습니다.운영업체 서버가 일요일 새벽, 해외 해킹조직의 랜섬웨어 공격을 받아 시스템이 마비된 겁니다.인천 말고도 해당 업체가 택시 호출 서비스를 제공하는 지방자치단체는 강원도 11개 시·군과 대전, 부산 등 30개 남짓으로 파악됐습니다.특히 부산 같은 경우 장애인 콜택시 호출 서비스가 작동하지 않아 교통약자들이 불편을 겪고 있습니다.[부산시설공단 관계자 : 장애인 콜택시 '자비콜'은 이용하시는 분들이 한 3천 명 정도 되고요. '두리발'은 9백에서 천 콜 정도 돼요. 데이터 자체가 없는 상태라서 강제로 배차하는, (택시) 위치정보를 파악할 수가 없으니까….]산간지역을 포함한 다른 피해 시군 역시 예전처럼 일반전화로 택시 배차가 이뤄지는 것으로 알려졌습니다.랜섬웨어는 컴퓨터 시스템을 정상적으로 쓸 수 없도록 암호화하고, 이를 풀어주는 대가로 돈을 요구하고자 퍼뜨리는 악성 프로그램입니다.운영업체는 예비 서버를 둔 지자체 3곳의 호출 서비스는 자체 복구했지만, 나머지 대부분 지역은 고객 정보나 가맹 택시 데이터를 확인할 수 없는 상황입니다.일단 추가 피해를 막고자 해커가 요구한 우리 돈 1억 원어치 비트코인을 지급한 뒤 데이터 복구 키를 요구했습니다.[업체 임원 : 보니까 그 해커들이 (우리 시간으로) 야간에 활동한다고 해서 그쪽 연락을 기다리고 있는 거지, 새롭게 시스템을 다시 구축해서 운영하게끔 만들어야 하는데….]업체는 복구 키를 받게 되면 이틀에서 사흘 안에 시스템 운영이 정상화할 거라고 내다봤습니다.업체는 한국인터넷진흥원과 피해 원인, 규모 등을 조사하고 있는데, 경찰에 수사 의뢰도 검토하고 있습니다.YTN 나혜인입니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr"
6,2022.07.28. 오후 9:45,부산시 자치경찰 출범 1년…시민 평가는?," Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.26.10 (PD)Build Date (2021/10/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기[KBS 부산] [앵커] '부산시 자치경찰에 대해 아시나요'란 질문에 시민 3명 중 1명은 그렇다고 답했다고 합니다. 지역에 맞는 치안을 제공한다는 목표로 출범한 자치경찰에 대한 인지도가 지난해보다 상승한건데요. 그렇다면 시민이 느낀 치안 만족도는 어땠을까요? 보도에 정민규 기자입니다. [리포트] 지난해 공식 출범한 부산시 자치경찰위원회. 생활안전과 교통, 여성청소년 같이 시민의 삶과 맞닿은 업무를 국가경찰이 아닌 자치경찰이 맡게 돼 기대가 컸습니다.   [박형준/부산시장/지난해 5월 : ""자치경찰제 시행으로 가장 중요한 것은 시민들이 '아, 이제 우리 경찰이 달라졌구나' 하는 모습을 체감할 수 있어야 한다고 생각합니다.""] 출범 1년을 맞은 자치경찰에 대한 시민의 생각은 어떤지를 물었습니다. 부산 자치경찰을 매우 잘 알고 있다는 응답은 3.3%. 어느 정도 알고 있다는 응답 30%까지 더하면 시민 3명 중 1명꼴로 자치경찰에 대해 알고 있는 셈입니다. 지난해와 비교하면  14.2%p가 상승한 수치입니다. 하지만 높아진 인지도와는 별개로 지역 생활 치안에 대한 시민의 불안이 여전히 크다는 점은 자치경찰이 앞으로 풀어야 할 과제입니다. 특히 자치경찰의 사무인 가정폭력과 학교폭력 등에선 시민의 불안이 여전했습니다. 아동, 노인, 장애인 학대 같은 가정폭력 범죄에서 안전하냐는 질문에 절반 넘게 '그렇지 않다'고 답한 반면 안전하다는 답은 10%대에 머물렀습니다. 학교폭력 역시 심각하다는 인식이 72.3%에 달했는데,  경찰의 학교폭력 대응 시스템을 신뢰하냐는 질문엔 33.7%가 부정적인 응답을 내놨습니다. 이 때문에 시민들은 자치경찰이 가장 강화해야 할 분야를 지역 순찰과 범죄예방시설 설치·운영으로 꼽았습니다. [박노면/부산시 자치경찰위원회 사무국장 : ""여론조사를 통해서 범죄 예방이라든가 교통안전시설 보강이라든가 이런 시민들이 요구하는 바에 대해서 좀 더 세밀하게 주민들의 요구를 정책화해서….""] 자치경찰위원회는  부산시, 경찰과의 3자 실무위원회를 통해 치안 정책의 개선점을 찾는 등 시민 만족도를 획기적으로  높여나가겠다고 밝혔습니다. KBS 뉴스 정민규입니다. 촬영기자:류석민/영상편집:이동훈/그래픽:김희나"
7,2022.07.20. 오전 11:40,"부산시설공단, 해킹 당한 '두리발' 콜 관제시스템 복구",[부산=뉴시스] 두리발 차량 (사진=부산시설공단 제공) *재판매 및 DB 금지[부산=뉴시스]이동민 기자 = 부산시설공단은 20일 오전 7시부터 특별교통수단인 두리발의 콜 관제시스템이 복구완료돼 정상 운영으로 전환됐다고 밝혔다.공단에 따르면 지난 17일 오전 3시10분께 특별교통수단 관제시스템 관리업체의 서버가 해킹 공격을 받아 서비스 중단 사태가 발생했다.해킹 이후 두리발 차량 이용고객은 복지매니저(운전자)와 직접 전화해 예약을 해야 하는 불편함을 겪었다.이날 오전 7시에 시스템 복구가 완료되면서 정상 운영이 가능하게 되었다.다만 장애인 콜택시 '자비콜'의 경우는 일부 기능에 오류가 있어 현재 계속 복구 진행 중에 있다.한편 부산시와 공단은 올 연말까지 도입예정인 차세대 통합콜시스템을 보다 신속히 도입해 장애인 이용불편을 최소화하는 방안을 마련할 방침이다.
8,2022.07.18. 오후 9:16,해커에 털린 장애인 콜택시 관제시스템...부산 두리발·자비콜 마비,"관리 업체 해킹 사태로 시스템 마비, 수동 연결로 전환 후 복구 요청 중장애인 콜택시 서버를 관리하는 업체가 해킹을 당해 부산의 두리발·자비콜의 업무에 차질이 빚어졌다. 18일 부산시설공단에 따르면 지난 17일 오전 3시 10분쯤부터 특별교통수단 콜 관제시스템 관리 업체가 해커로부터 해킹을 당했다. ▲ 두리발. ⓒ부산시설공단 이 때문에 관제시스템이 마비됐고 부산에서는 장애인 콜택시인 두리발·자비콜 이용객들이 장시간 이용에 어려움을 겪었다. 시설공단은 현재 관련 부서 비상근무체제 돌입과 함께 두리발 이용객들을 운전자(복지매니저)와 수동 연결하는 시스템으로 전환했다. 또한 장애인 콜택시 자비콜의 경우는 이용자가 배회차량을 직접 이용하거나 과거 이용했던 차량 기사에게 직접 연락해 차량 이용 할수 있도록 조치했다. 공단 사회복지처 관계자는 “장애인 고객 피해 최소화를 위해 부산장애인총연합회를 통해 각 유형별 장애인협회에 관련 내용 알리고 협조를 요청하는 등 상황 전파에 최선의 노력을 기울이고 있다”고 밝혔다. 한편 해당 업체는 해커로부터 돈을 요구받고 협상을 진행중에 있으며 18일 오후 4시까지 해커로부터 복구 키를 제공받지 못한 것으로 전해졌다. 부산시와 부산시설공단은 올 연말까지 도입예정인 차세대 통합콜시스템을 보다 신속히 도입해 장애인 이용불편을 최소화하는 방안을 추진하는 것으로 알려졌다."
9,2022.07.20. 오전 9:30,"휴가길 7월30일, 귀경길 31일 '가장 혼잡'…특별교통대책 마련","64.5%가 '휴가간다'…전년比 26%↑올 여름 휴가철에는 7월 30일부터 8월 5일까지 전체 휴가객의 17.9%가 몰리고, 수도권에서 출발하는 고속도로는 30일이 가장 혼잡하고 돌아오는 길은 31일이 가장 붐빌 것으로 예상됐다. 휴가철에 고속도로를 이용하는 1일 평균 차량대수는 약 514만대로 지난해보다 7.8% 증가할 것으로 예측됐다.국토교통부는 ""오는 22일부터 8월 10일까지 20일간을 하계 휴가철 특별교통대책기간으로 정하고 코로나19로부터 안전한 교통 환경을 제공하기 위해 관계기관 합동으로 특별교통대책을 마련해 시행할 계획""이라며 20일 밝혔다.◆하루 514만대씩 휴가지로…승용차로 이동 91%=한국교통연구원이 조사한 결과에 따르면 대책기간 중 총 이동인구는 8892만명으로 1인 평균 이동자 수는 전년대비 16.6% 증가한 455만명으로 추정된다. 휴가여행 출발예정 일자는 7월30일부터 8월5일이 17.9%로 가장 높고, 8월20일 이후, 7월23~29일까지가 각각 15.4%, 13.9%를 차지했다.여행 예정지역은 동해안권(24.7%)이 가장 많고 남해안권(18.5%), 제주권(12.2%), 서해안권(10.6%), 강원내륙권(7.9%) 순으로 나타났다. 교통수단으로는 승용차를 이용한다는 응답이 91.2%로 압도적으로 높고, 버스(4.1%), 철도(3.2%), 항공(1.0%), 해운(0.5%) 등의 순이었다.전국 고속도로 이용차량은 하루 평균 514만대로 예상된다. 이는 작년보다 7.8%, 평상시 주말 교통량 491만대보다 많은 수치다.고속도로의 경우 휴가지로 출발하는 방향은 30일, 귀경 방향은 31일이 가장 혼잡할 전망이다. 휴가지로 이동하는 최대 예상 소요시간의 경우 서울~강릉 5시간 50분, 서울~부산 6시간 50분이 소요될 것으로 예상됐다.올해 조사에서는 '휴가를 간다'는 응답은 64.5%, '안간다' 또는 '미정' 응답이 35.5%로 나타났다. 작년과 비교해 '휴가를 간다' 응답 비율이 26.7% 증가했으며 '휴가를 가지 않겠다', '미정' 응답 비율은 각각 8.5%, 18.2% 감소했다. 휴가를 가지 않거나 미정인 이유로 코로나19 때문이라는 응답 비율이 줄었고 유가급등, 물가상승으로 '휴가비용 부담' 비율이 증가했다.국토교통부는 ""방역당국이 코로나19 재유행으로 8월~9월 최대 20만 명 규모 확진자가 발생할 수 있다고 예상하고 있어, 이번 대책은‘방역 및 안전’에 중점을 두었다""고 밝혔다.◆비대면 예매 활성화·갓길차로 운영=국토부는 비대면 예매를 활성화하고 현장발매 시 1m 이상 거리두기를 유지할 방침이다. 버스 창구 매표에 투명가림막을 설치하고 철도의 경우 전 좌석의 10%만 노인, 장애인에 할당하고 인터넷, 전화로 예매를 진행키로 했다. 철도 등 대중교통의 운행 전 후 방역소독 및 환기를 철저히 하고 해외입국자에 대해 입국 후 1일 이내 반드시 PCR 검사를 받을 수 있도록  안내할 방침이다.또 휴가기간 이동객의 원활한 수송을 위해 특별교통대책기간 동안 1일 평균 고속버스 1029회, 철도 4회, 항공기 78편, 여객선 51회를 늘리기로 했다.교통량 집중을 완화하기 위해 고속도로 달서IC∼상매Jct(32.9km) 구간과 국도40호선 덕산∼고덕IC 등 15개 구간(총 95.6km)이 개통되고, 국도7호선 흥해우회(6.0km) 구간이 임시 개통된다. 혼잡 예상 구간은 갓길차로를 운영하고 임시 갓길 또는 감속차로, 우회도로도 운영한다. 휴가객이 많은 동해안 가는길은 양방향 갓길차로가 운영된다. 아울러 모바일 앱 등 다양한 매체를 활용해 실시간 교통정보를 제공하여 교통 소통을 원활하게 지원한다.휴가객의 편의를 위해 한국도로공사, 국내 자동차 직영ㆍ협력 서비스 네트워크를 통한 무상점검 서비스를 실시하고, 고속도로 주요 휴게소ㆍ졸음쉼터에 임시화장실을 667칸 확충하고 졸음쉼터에 그늘막 232개소도 설치한다."
