,날짜,기사제목,기사내용
0,2016.10.11. 오후 2:06,"부산교통공사, 신입사원 채용 평균 경쟁률 62.5대 1","			【부산=뉴시스】제갈수만 기자 = 부산교통공사는 올 하반기 신입사원 채용 원서 접수결과, 총 103명 모집에 6436명이 지원, 평균 62.5:1의 경쟁률을 기록했다고 11일 밝혔다. 이 중, '운영·토목·건축·기계·전기·신호·통신' 등 7개 직렬 75명을 채용하는 공개경쟁에는 총 6003명이 지원해 평균 경쟁률 80:1을, 도시철도 운전면허 취득자, 기록물관리 전문요원 및 기술·기능계 고등학교 추천대상으로 선발하는 경력경쟁에는 28명 모집에 433명이 지원해 평균경쟁률 15.5:1을 기록했다. 가장 높은 경쟁률을 기록한 부문은 21명 모집에 3139명이 지원한 공개경쟁 운영직렬(장애인 제외)로 149.4:1의 경쟁률을 보였다.또한 도시철도 운전면허 소지자를 대상으로 하는 경력경쟁 운영직(선택과목 전기일반)은 5명 모집에 80명이 지원해 가장 낮은 16:1의 경쟁률을 보였다.지원자 분포는 총 6,436명 중 남성이 4392명(68.2%), 여성이 2044명(31.8%)으로 나타났고, 이 중 10대가 69명(1.1%), 20대가 5658명(87.9%), 30대가 675명(10.5%), 40세 이상은 34명(0.5%)으로 집계됐다. 이번 공채부터 외국어 우수인재를 확보하기 위해 공인영어 성적을 필수자격으로 포함시킨 결과, 토익점수를 제출한 지원자 5989명 중 절반이 넘는 3737명이 800점이 넘었고, 이 중 900점 이상의 고득점자도 1033명이나 되는 것으로 나타났다. 공사는 오는 16일 치러지는 필기시험을 시작으로 27일 인적성검사, 31일부터 11월 11일까지 1, 2차에 걸쳐 면접시험을 진행한 후 11월 16일 최종 합격자를 발표할 예정이다.jgsm@newsis.com뉴시스 뉴스, 네이버 뉴스 스탠드에서도 만나세요뉴시스 SNS  [페이스북]   [트위터]<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
1,2016.10.11. 오전 9:43,장애인주차구역 불법주차 급증…교통약자 배려의식 실종,"장애인 주차구역2013년 약 5만3천건→2015년 약 15만3천건    (서울=연합뉴스) 서한기 기자 = 장애인 전용 주차구역에 주차했다가 걸리는 불법 사례가 해마다 끊이지 않아 교통약자를 배려하는 시민의식의 실종을 지탄하는 지적이 나오고 있다. 11일 국회 보건복지위원회 남인순 의원(더불어민주당)이 보건복지부로부터 받은 자료를 보면, 최근 3년간 장애인 전용 주차구역 위반 단속 건수는 2013년 5만2천940건에서 2014년 8만8천42건, 2015년 15만2천856건 등으로 해마다 급격히 늘었다.    올해 들어서는 상반기에만 벌써 11만9천194건에 달했다.    이처럼 적발 건수가 급증한 데는 작년 7월 개정된 '장애인·노인·임산부 등의 편의증진보장에 관한 법률'에 따라 장애인 전용 주차구역 주차방해 행위 또한 단속 대상에 들어간 이후 정부와 지자체가 집중 지도·단속을 하고, '생활불편스마트폰 신고' 앱을 통해 민원이 증가한 게 한몫했다.    작년 위반 건수를 지자체별로 보면, 경기도 4만5천324건, 서울시 3만5천277건, 부산시 9천923건, 인천시 9천389건 등의 순이었다.    장애인 전용 주차구역에서 불법주차하면 10만원, 주차방해를 하면 50만원의 과태료가 부과된다.    장애인 자동차표지를 위·변조하거나 부당 사용하면 200만원의 과태료를 물어야 한다.    남인순 의원은 ""전체 장애인의 약 52%가 차량을 가진 상황에서 이유를 불문하고 장애인 전용 주차구역에 불법주차하는 것은 부끄러운 일""이라며 ""장애인·노인·아동·여성 등 교통약자를 배려하는 시민의식을 함양할 필요가 있다""고 말했다. shg@yna.co.kr"
2,2016.10.25. 오후 2:20,"경남도, 경쟁력 갖춘 선진도시 조성 7대 정책과제 발표","박구원 경남도 도시교통국장(오른쪽 두번째)이 25일 경남도청 프레스센터에서 미래 경남을 선도할 경쟁력 갖춘 선진도시 조성을 위한 7대 정책과제를 발표하고 있다.(경남도 제공)2016.10.25./뉴스1© News1(부산ㆍ경남=뉴스1) 남경문 기자 = 경남도는 25일 ‘미래 경남을 선도할 경쟁력 갖춘 선진도시 조성’을 2017년도 정책목표로 삼고 이를 실천하기 위한 7대 정책과제를 발표했다.7대 정책과제는 Δ도민이 행복한 미래도시 창조 Δ경남미래 50년 성장을 견인할 산업입지 구축 Δ서민 주거복지 확대 및 안정적 주택공급 Δ지속가능한 사람 중심의 주거문화 조성 Δ안정적 교통기반 구축 및 물류산업 육성 Δ도민이 만족하는 교통복지 실현 Δ디지털공간정보 구축을 위한 토지행정 추진 등이다.경남미래 50년 성장을 견인할 산업입지 구축을 위해 미래지향적 2030년 도시기본계획을 수립하고, 문화가 살아있는 도시재생사업(2개소, 56억원)과 도시활력증진개발사업(16개소, 127억원)을 적극 추진하기로 했다. 이를 위해 2020년까지 132㎢ 산업용지 공급 및 산업단지 진입도로(6개소, 7.27㎞, 289억원), 공업용수도(5개소, 114억원) 등의 기반시설을 확충하며, 2027년까지 4689억원을 투입해 진주 상평산단, 양산 일반산단 등 노후산단의 시설을 개선해 입주기업의 경쟁력을 강화해 나갈 계획이다.        서민 주거복지 확대 및 안정적 주택공급을 위해서는 주거급여, 저소득계층 임대보증금 지원, 농어촌 장애인 주택개조 지원 등의 친서민 주거복지 사업에 672억원을 투입해 사업을 추진하고, 공동주택 감사를 통해 관리의 투명성을 강화하기로 했다. 또 내년에 2만 2000호의 주택을 신규 공급(공공주택 6,735호, 재개발·재건축 5,058호, 민간주택 10,207호)해 주택보급률을 110%까지 올릴 계획이다.안정적 교통기반 구축 및 도민이 만족하는 교통복지 실현을 위해 광역교통의 요충지인 김해 장유에 환승센터를 건립하고, 김해신공항 확장에 맞춰 연계교통망(도로, 철도)을 구축한다. 그뿐만 아니라 484억원의 예산을 확보해 양산 도시철도 건설 공사를 착공하고, 부전~마산 복선전철, 진주~광양 전철화 추진 등 교통망을 확충할 계획이다.디지털공간정보 구축을 위한 토지행정 추진과 관련해서는 지적재조사 사업과 지적측량성과 정확도 제고로 주민의 경계분쟁을 해소하고 지적, 건축, 부동산가격, 등기 등 18종을 통합한 공부 발급과 미등기 토지 상속인 찾아주기 사업을 추진해(1628필지 4,140,192㎡) 부동산 행정정보 서비스의 질을 높인다. 아울러 부동산중개업 및 개발업자에 대한 교육, 지도·단속 강화와 토지거래허가구역 지정으로 투기를 사전에 차단해 건전하고 투명한 부동산 거래질서를 확립해 나갈 계획이다.   2017년도 신규시책으로 오지지역 주민의 교통 불편 해소를 위해 ‘브라보 택시’등 경남형 벽지교통체계를 구축해(7개 시·군 58개 마을) 교통서비스 사각지대를 연말까지 완전 해소할 계획이며, 차상위계층 이하 저소득층의 열악한 주거환경 개선을 위해서도 ‘저소득층 노후·불량주택 개선사업’(11억3000만원, 250호 대상)을 실시한다.경전선(진주~광양) 복선화 완료로 발생한 114km의 폐선부지의 지역특화공간 조성을 통해 지역경쟁력도 강화한다. 경남 미래 50년 성장동력 확보를 위해 항공, 나노, 해양플랜트, 항노화산업 등 특화산업과 연계한 권역별 산업입지 수급계획을 수립해 산업입지정책의 중장기 전략을 제시할 계획이다. 1980~90년대 조성되어 시설노후화 등으로 생산성 저하를 초래하고 있는 노후농공단지에 대한 산업경쟁력 강화대책을 마련한다. 계속 추진해온 경남미래 50년 전략사업에도 전력을 다할 계획이다. 비도시지역 산업단지 근로자들의 정주공간 확보를 위해 미니복합타운(함안)을 조성하고, 의령 정곡, 부림 일반산업단지의 원활한 조성을 위해 현장설명회 개최 등 투자자 발굴에도 적극 나선다. 마산재생 프로젝트사업으로 신도심과 구도심이 조화롭게 발전하는 도시재생 성공모델을 제시할 계획이다.박구원 경남도 도시교통국장은 “경남 미래 50년 성장을 견인할 산업입지 구축, 친서민 주거복지 확대, 도민이 만족하는 교통복지 실현 등을 통해 전국에서 기업하기 좋고 거주하고 싶은 경쟁력 갖춘 선진 경남도시를 만들어 나가겠다”고 밝혔다. news2349@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
3,2016.10.27. 오전 10:09,수서고속철 운임 KTX보다 10% 저렴…부산행 5만2천600원," 수서발고속철도 [연합뉴스 자료사진](서울=연합뉴스) 윤보람 기자 = 12월 개통하는 수서발 고속철도(SRT)의 운임이 KTX보다 평균 10%, 최대 14%까지 낮게 책정됐다. SRT 운영사인 ㈜SR는 최저운임을 7천500원으로 확정하고 국토교통부에 운임 신고를 마쳤다고 27일 밝혔다.    구간별 기준운임은 수서∼부산 5만2천600원, 수서∼목포 4만6천500원으로 정해졌다. 이는 KTX보다 평균 10% 저렴하다.    특히 수서∼동대구, 수서∼광주송정은 구간 비례 할인 폭이 커 각각 3만7천400원, 4만700원으로 최대 14%까지 운임이 낮아진다.    수서발 열차는 서울발 대비 약 17㎞, 용산발 대비 약 14㎞ 운행 거리가 짧다.특실 최저운임은 일반실 대비 45% 비싼 1만900원으로 정해졌다. 이에 따른 특실 운임은 수서∼부산이 7만6천300원, 수서∼목포는 6만7천400원이다. SR 측은 정차역 할인, 홈페이지·모바일 앱 등 온라인 구매 할인(1%, 주말·공휴일 제외)과 같은 제도를 도입해 실제 고객이 부담하는 가격을 더 낮춘다는 계획이다.    또 국가유공자·장애인·노인·유아·군인 등에 대한 다양한 할인 제도를 검토 중이다. bryoon@yna.co.kr"
4,2016.10.28. 오후 2:53,[밀양소식] 찾아가는 세무 상담소 운영 등,"밀양시청 전경.【밀양=뉴시스】안지율 기자 = ◇밀양시, 찾아가는 세무 상담소 운영  경남 밀양시는 시민과 기업인들에게 국세·지방세 관련 애로사항을 현장에서 청취하고 즉시 해결책을 제시하기 위한 '찾아가는 세무 상담소'를 설치·운영한다고 28일 밝혔다.  세무 상담소는 지역별 12곳에 설치하고 분기별 4회 이상 운영할 계획이다. 지방세는 세무 담당 주사가 국세는 마을세무사가 직접 대면 질의 답변하는 형식으로 이뤄진다.  시는 또 최근 조선업 경기침체 등으로 어려움을 겪는 관내 기업체에 절세방안 등도 제공할 계획이다.  또 시가 야심 차게 추진하는 각종 시책 등을 시민과 기업인들에게 적극적으로 홍보하고 시민의 소리를 청취해 시정에 반영할 계획이다.  ◇장기 미사용 교통카드 반환  밀양시는 시민이 장기간 사용하지 않고 있는 교통카드 충전금 환급 편의를 위해 관내 37대의 시내버스에 환급용 봉투를 비치했다고 28일 밝혔다.  기존 정상카드는 교통카드 가맹점(편의점)에서 환급 요청을 통해 반환받을 수 있다. 그러나 고장 난 카드는 교통카드 회사의 본사(서울·부산)로 직접 찾아가야 하는 번거로움이 있었다.  이에 따라 시는 고장 난 카드를 시내버스 내 설치된 환급용 봉투에 신청서와 함께 카드회사로 우편 발송하면 14일 이내에 본인 계좌로 잔액을 환급받을 수 있다.  단, 정상카드의 환급은 2%가량의 수수료가 차감되지만, 고장 난 카드는 환급 수수료가 없다.  ◇정보화마을 경남 특산물박람회 참가 밀양시는 오는 30일까지 창원컨벤션센터에서 '2016 Bravo 경남특산물박람회'에 얼음골사과와 평리산 대추 정보화마을 주민들이 참가해 지역특산물 홍보활동을 한다고 28일 밝혔다. 정보화마을 주민들은 이번 행사 참가를 통해 지역 특산물인 얼음골사과와 대추를 판매하고 마을 홍보를 통한 향후 고객 유치에도 적극 나선다. 시는 정보화마을 주민의 소득 증대를 위해 이번 행사는 물론 오는 11월4일부터 경기도 화성시에서 열리는 '정보화마을 Festa 2016' 행사에도 참가해 지역 특산품을 널리 알릴 계획이다. ◇전 직원 장애인 인식개선 교육   밀양시는 28일 전 직원을 대상으로 장애인 인식개선을 위한 교육을 실시했다고 28일 밝혔다. 이번 교육은 장애인에 대한 인식 개선을 통해 장애를 이유로 한 차별을 금지하고 장애인의 권익을 효과적으로 구제하는 등 사회적 이미지를 제고하기 위한 목적으로 진행됐다. 이날 전문 강사를 초청해 '장애인 인권의 이해'라는 주제로 장애인에 대한 이미지와 사회통념 등의 문제점과 해결책 등에 대해 생각해보는 시간을 가졌다. 시는 앞으로도 장애인에 대한 인식개선 교육과 인권 보호를 위해 적극적인 노력을 계속해나갈 계획이다. alk9935@newsis.com뉴시스 뉴스, 네이버 뉴스 스탠드에서도 만나세요뉴시스 SNS  [페이스북]   [트위터]<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
5,2016.10.27. 오후 5:29,"창녕군, '무(無)장애 나눔 길 조성 공모사업' 선정","무장애 나눔 길 자료 사진(창녕군 제공) © News1 이철우 기자(부산ㆍ경남=뉴스1) 이철우 기자 = 경남 창녕군은 한국산림복지진흥원 지원사업인 2017년 녹색자금 공모사업으로 ‘무(無) 장애 나눔 길 조성 공모사업’이 선정되어 3억원의 사업비를 지원받게 되었다고 27일 밝혔다.녹색자금 공모사업에는 전국 18개 시군이 선정되었는데 경남에서는 입지적인 여건을 고려해 창녕군이 선정된 것이다.무장애 나눔길이란 산림복지 혜택에서 소외된 교통약자층(장애인, 노약자, 임산부, 어린이 등)이 불편 없이 편리하고 안전하게 숲의 혜택을 누릴 수 있도록 목재데크 등으로 계단없는 완만한 숲길을 조성하는 것이다.창녕군은 고암면 감리  산림욕장내  지원금 3억원 군비 1억2900만원을 투입해 내년 3월 착공, 6월 완공할 예정이다.군 관계자는 “무장애 나눔 길이 조성이 완료되면 인접한 휴양림과 산약초재배단지, 화왕산스토리테마길과 연계해 산림의 다원적 체험은 물론 장애로 인해 숲이 주는 혜택을 누리지 못한 교통약자 층을 포함한 모든 군민 및 관광객이 편리하게 이용할 수 있을 것으로 기대된다”고 말했다.lcw4183@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
6,2016.10.27. 오전 10:58,기부천사가 된 면세점 왜?,"			[헤럴드경제=최원혁 기자] 면세점들이 ‘기부천사’로 변신하고 있다.서울 시내 면세점 특허권 티켓 3장을 놓고 대기업 간 쟁탈전은 더욱 뜨거워졌다. 특히 사회공헌활동에 대한 여론이 중요하다고 본 대기업들이 ‘선행 스펙’ 쌓기에 분주한 모습이다. 이는 면세점 운영 역량 등에서 비슷한 평가를 받을 경우 중소기업 상생, 지역사회 공헌 등 항목에서 판도가 갈릴 수 있기 때문이다.27일 관련업계에 따르면 올 연말 특허 취득을 위해 동분서주 중인 신규면세점 도전자들이 각종 사회공헌활동 등 미담사례 홍보에 적극 나서며 이미지 관리에 힘쓰고 있다. 서울 시내 면세점 특허권 티켓 3장을 놓고 대기업 간 쟁탈전은 더욱 뜨거워졌다. 특허 취득을 위해 동분서주 중인 신규면세점 도전자들이 각종 사회공헌활동 등 미담사례 홍보에 적극 나서며 이미지 관리에 힘쓰고 있다. 사진은 롯데월드몰 내부모습과 워커힐 전경.    [사진제공=롯데월드몰, SK네트웍스]우선 지난해 특허권 수성에 실패한 롯데면세점과 SK네트웍스는 자존심 회복에 나섰다.롯데면세점은 올해 하반기 서울 시내 면세점 특허권 심사에 앞서 오는 2020년까지 1500억원 규모의 사회공헌 활동을 시행하겠다고 밝힌 바 있다.또 롯데면세점은 ‘시각장애인의 날’을 맞아 국립 서울 맹학교에서 전국 시각장애아동 200여 명에게 약 3000만원 상당의 점자책 1000여권을 전달했고 태풍 ‘차바’로 피해를 입은 부산ㆍ울산ㆍ경남ㆍ제주 지역을 돕기 위해 수해복구 지원 성금 10억원을 대한적십자사에 기부했다. 성금 기탁 외에 제주점 임직원 100여명이 인근 주변지역 환경정화 등을 도왔다. 이밖에 국내외 아동의 희귀병 치료비 지원 활동도 벌이고 있다.이 같은 행보에는 최근 각종 검찰수사와 독과점 논란 등을 상쇄하기 위한 것으로도 풀이된다.롯데면세점의 시장 점유율(54.9%)은 절반이 넘는다. 최근 국정감사에서는 독과점 구조에 대한 이익환수가 거의 이뤄지지 않고 있다는 지적도 나왔다. SK네트웍스 역시 최신원 회장이 멕시코에서 열린 세계공동모금회에서 한국의 기부문화를 전파했다는 점을 홍보하면서 선행 쌓기에 주력하고 있다. 서울 시내 면세점 특허권 티켓 3장을 놓고 대기업 간 쟁탈전은 더욱 뜨거워졌다. 특허 취득을 위해 동분서주 중인 신규면세점 도전자들이 각종 사회공헌활동 등 미담사례 홍보에 적극 나서며 이미지 관리에 힘쓰고 있다. 사진은 롯데월드몰 내부모습과 워커힐 전경.    [사진제공=롯데월드몰, SK네트웍스]또 인근에 위치한 전통시장인 중곡제일시장에 중국인 관광객 500명을 초청해 쇼핑과 함께 한복ㆍ민요 체험, 전통주 시음 등 우리 전통문화를 체험할 수 있도록 제공하며 상생의 모습을 적극 어필했다. 업계 관계자는 “경쟁 기업들의 재무건전성이 비슷한 수준이라 상생 등에 대한 점수가 변수로 작용할 가능성이 높다”며 “이런 이유로 기업들이 저마다 사회공헌활동과 공약을 잇따라 이행하는 모습을 노출시키고 있다”고 전했다.이밖에 신규면세점 특허권에 도전하는 다른 사업자들도 기업에 대한 부정적 인식을 불식 시키기 위해 적극적인 모습으로 홍보전에 나섰다.신세계면세점은 명동점이 있는 신세계백화점 본점 앞 분수광장을 리뉴얼하기 위한 아이디어 공모전을 진행해 수상작을 선정했다고 밝혔다. 분수광장을 관광 명소로 만들겠다는 신규 면세점 유치 당시 공약을 이행하기 위해서다.HDC신라면세점도 지난해 특허를 취득한 용산 1호점의 공약 실천의 모습을 보이기 위해 ‘드래곤 페스티벌’ 등 용산전자상가 활성화를 위한 각종 행사를 개최했다. 현대면세점은 현대백화점 무역센터점에 자체 주차장 59면과 인근 탄천주차장 400면 등 대형 버스 459대가 주차할 수 있는 공간을 확보했다고 밝혔다. 또 교통 상황별 경로 안내와 주차 정보 등을 제공하는 별도의 소프트웨어와 대형 버스 출입 관리 시스템도 만들 예정이다.하지만 대기업의 기부금 증가와 투자가 일시적인 이벤트로 끝날까 우려하는 목소리도 있다. 한 업계 관계자는 “심사를 위한 ‘보여주기’ 식으로 끝내지 말고 꾸준히 관리할 수 있도록 제도도 만들어야 의미가 있다”고 지적했다. choigo@heraldcorp.com▶ [무료운세] 오늘 당신의 하루는 몇 도 일까요?- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -		"
7,2016.10.14. 오후 2:24,<관광버스 화재사고> 달리는 시한폭탄…단풍철 나서기가 두렵다,"뼈대만 남은 버스(울산=연합뉴스) 김용태 기자 = 13일 오후 울산시 울주군 언양읍 경부고속도로 언양 JC에서 경주IC 방향 1㎞ 지점을 달리던 관광버스에 불이 나 10명이 사망했다. 사고 버스가 처참하게 불에 타 뼈대만 남아 있다. 2016.10.14yongtae@yna.co.kr(끝) 짜인 여행 일정 맞추려고 '과속·난폭·졸음운전'이 참사 불러대형 버스 사고 5건 중 1건 단풍철 '집중'…""안전교육·행정처분 강화해야""    (전국종합=연합뉴스) 이재현 기자 = 지난 13일 승객 10명이 목숨을 잃은 경부고속도로 관광버스 사고로 본격적인 단풍철 여행길 나서기가 두려운 지경이다.    적게는 20명에서 많게는 40여 명이 탑승하는 대형 버스는 사고가 났다 하면 대형 참사로 이어질 가능성이 크다.    무엇보다 짜인 여행 일정에 맞추려고 과속이나 난폭·졸음운전을 하다가 참사로 이어지는 사례가 많아 '달리는 시한폭탄'이라는 지적이다.    특히 연중 가을철에는 대형 버스를 이용해 단체 관광에 나서는 관광객이 많아 사고 위험이 상존한다.    ◇ '났다 하면 대형 참사'…달리는 시한폭탄    올해 들어 전국에서 발생한 관광버스 중 최악의 참사로 기록된 경부고속도로 참사는 지난 13일 오후 10시 11분께 발생했다.    당시 울산시 울주군 언양읍 경부고속도로 언양 분기점에서 경주IC 방향 1㎞ 지점을 운행하던 관광버스에서 갑자기 불이 났다.    이 불로 탑승자 20명 중 10명이 빠져나오지 못해 숨졌다. 나머지 10명은 창문을 깨고 탈출했지만 7명은 중경상을 입었다.    대부분 승객은 중국으로 여행을 갔다가 돌아온 한화케미칼 퇴직자 부부로, 희생자는 모두 50대 중반부터 70대 초반이다.     경찰은 버스가 앞선 차량을 추월하려고 차선을 바꾸려다 사고로 이어진 것이 아닌가 보고 조사 중이다.    이 사고 이전의 관광버스 참사는 지난 7월 17일 오후 5시 54분께 강원 평창군 봉평면 영동고속도로 인천방면 180㎞ 지점에서 났다.    당시 졸음운전을 한 관광버스 운전자는 속도를 줄이지 못한 채 시속 91㎞로 질주하다 앞선 승용차 5대를 잇달아 추돌했다.    이 사고로 아르바이트해서 번 돈으로 여행을 떠난 20대 여성 4명이 숨지고, 동해안 피서를 마치고 귀가하던 일가족과 버스 승객 등 37명이 중경상을 입었다.    이 사고 이후 봉평 터널에서는 연쇄 추돌사고가 끊이지 않아 '마의 터널'이라는 악명을 사고 있다.    운전자의 기지로 대형 참사는 모면했지만 아찔한 버스 사고도 최근 잇따랐다.    지난 8일 오후 5시께 대전 대덕구 와동 한 도로에서 관광버스가 내리막길을 달리다 갑자기 도로 옆 주택 담벼락과 전봇대를 들이받았다.     이 사고로 장애인 7명을 포함한 버스 승객 25명이 다쳤으나 사고 당시 모두 안전띠를 착용해 크게 다친 사람은 없는 것으로 알려졌다.     당시 버스 운전자는 내리막길에서 브레이크를 밟았는데도 차가 멈추지 않자 승객들에게 의자를 꽉 잡으라고 말한 뒤 주택 쪽으로 핸들을 꺾는 기지를 발휘해 참사를 모면했다.평창 봉평 터널 사고 CG ［연합뉴스 자료 사진］    ◇ 역대 최악의 대형 버스 참사…주로 행락철에 집중 2013년 9월 12일 오후 7시 15분께 서울외곽순환고속도로 구리방향 사패산 터널 출구에서 공항리무진 버스가 승용차를 들이받는 등 9중 추돌사고가 나 2명이 숨지고 19명이 부상했다.    당시 속도를 줄이지 못한 공항버스가 쏘나타에 올라탄 채 그대로 직진했고 이 충격으로 앞서 있던 차량 7대도 연쇄 추돌했다.    앞서 2010년 7월 3일 오후 1시 17분께 인천시 중구 운서동 인천대교 요금소에서 인천국제공항 방향으로 약 500ｍ 지난 지점에서 24명이 탑승한 고속버스가 도로 아래 공사현장으로 추락했다.     당시 평화롭던 토요일 오후 발생한 이 사고로 14명이 숨지고 10명이 다쳤다. 2010년 4월 19일 서울∼춘천고속도로에서는 관광버스가 5중 추돌사고를 내 5명이 숨졌고, 그해 3월 30일 삼척시 원덕읍 월천리 7번 국도에서 부산발 속초행 시외버스 추락사고로 6명이 숨지고 13명이 다쳤다. 2009년 12월 16일 오후 5시 40분께 경북 경주시 현곡면 남사리 남사재 주변 925번 지방도에서 승객 등 31명을 태우고 경주 방향으로 달리던 관광버스가 30여ｍ 언덕 아래로 굴러 18명이 사망하고 13명이 부상했다.    당시 사고가 난 관광버스에는 70∼80대 노인들이 타고 있었다. 같은 마을에 살던 노인들은 단체 온천관광을 다녀오던 길이었다. 2004년 10월 20일 오후 3시 45분께 강원 평창군 용평면 속사2리 신약수 인근 8번 군도에서 관광버스가 도로 옆 15ｍ 아래 숲 속에 추락, 단풍관광객 15명이 숨지고 18명이 다쳤다. 2003년 10월 21일에는 경북 봉화군 명호면 북곡리 도립공원 청량산 매표소 부근 진입로에서 관광버스가 40여ｍ 아래 협곡으로 추락했다.    이 사고로 단풍 관광길에 나섰던 19명이 숨졌다.    ◇ ""버스 운전자 안전교육·사고 시 행정처분 강화해야"" 14일 경찰청에 따르면 지난해 전국에서 발생한 대형 버스 교통사고는 2천282건으로, 이 중 가을철인 10∼11월이 전체의 20.9％를 차지했다.    5건 중 1건은 가을 행락철에 발생하는 셈이다.    실제 단풍 행락객이 많이 찾는 강원에서는 교통사고 사망자가 10월에 집중적으로 발생한다.    강원지역에서 2012년부터 지난해까지 최근 3년간 10월 평균 사망자는 24.3명에 이른다.    이는 3년간 전체 월평균 사망자 19.8명보다 4.5명이 많은 수치다.    이뿐만 아니라 행락철인 10월에는 과속 단속 적발도 다른 달보다 34％가량 많다.    이처럼 과속 차량과 교통사망 사고가 연중 10월에 집중되는 이유는 단풍철 들뜬 분위기에 편승한 과속이 빈번하기 때문이라는 분석이다.    여기다 단풍 행락철에는 개인 차량을 이용하기보다는 대형 버스를 이용한 단체 관광객이 많다 보니 자칫 대형 참사로 이어진다.    교통안전공단 정관목 교수는 ""계절적으로 단풍철에 사고가 10∼20％가량 많은데 이는 단체 관광객이 대형 버스를 주로 이용하기 때문이며, 결국 대형 참사로 이어질 가능성이 그만큼 크다""고 밝혔다.    이어 ""경부고속도로와 유사한 사고 시 승객을 신속히 대피시킬 수 있도록 대형 버스 운전자에 대한 실질적인 교육이 더 확대될 필요가 있다""며 ""무엇보다 대형사고 낸 버스 업체와 운전자에 가혹할 정도의 행정처분을 내려야 한다""고 덧붙였다. jlee@yna.co.kr"
8,2016.10.16. 오후 10:29,“천안역 14년째 가건물 형태로 운영”,"2002년 민자역사 건립 추진하며한시적 목적 건립됐다 지속 사용시민들 “시설 노후 심각… 신축해야”천안역사가 전국 264개 철도 역사 중 유일하게 임시역사인 것으로 확인됐다. 2003년에 임시건물로 지어진 천안역은 14년째 가건물 형태로 운영돼 시설이 노후한 데다 편익시설이 부족해 이용자들이 많은 불편을 겪고 있다.16일 박찬우 의원(새누리당 천안갑)에 따르면 천안역은 2002년 당시 철도청에서 민자역사 건립을 추진하면서 자역사 건립이 확정될 때까지 3년간 한시적으로 사용할 목적으로 만들어졌다. 그러나 민자역사사업이 여러 차례 좌초되면서 현재까지 임시선상역사에서 이용객들이 열차를 타고 내리고 있다.천안역은 출발역 기준으로 승차인원이 하루 평균 1만300명으로 전국 264개 역사 중 10번째로 많고, 하차인원은 하루 평균 1만2619명으로 8번째로 많은 1급 역사다. 그럼에도 천안역사는 임시역사인 관계로 계단이 협소하고 장애인·노약자 편의시설이 전무하다. 비슷한 이용객을 처리하는 서울역과 수원역, 대전역에 비해 역사시설이 턱없이 부족하다. 역사 면적 또한 동대구역과 부산역, 수원역에 비해 47∼69% 수준에 불과하다.천안시민들은 천안역이 오랜 기간 임시선상역사 상태로 운영되면서 이용객 안전이 우려되고, 교통도시 천안시의 이미지를 실추시키고 있다며 국비를 투입해 역사를 신축해야 한다고 촉구하고 있다.천안=김정모 기자 race1212@segye.comⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
9,2016.10.05. 오전 10:00,공공기관 24%는 청년고용의무 이행 안해," 새누리당엄용수 의원 [연합뉴스 자료사진]    (세종=연합뉴스) 김수현 기자 = 공공기관, 공기업 중 24%가 매년 정원의 3% 이상을 34세 이하 청년으로 채용해야 하는 청년고용의무를 지키지 않은 것으로 나타났다.     국회 기획재정위원회 소속 새누리당 엄용수 의원이 5일 기획재정부, 고용노동부에서 받은 자료를 보면 지난해 청년 고용의무 대상인 276개 공공기관 중에서 청년고용의무를 지키지 않은 곳은 66개로 23.9%에 달했다.     지난해 신규인원을 채용하고도 청년을 뽑지 않은 기관은 한국장애인개발원, 부산항보안공사, 민주화운동기념사업회, 코레일테크, 88관광개발, 한국잡월드, 수도권매립지관리공사, 부산항만공사 등 8곳이었다.     신규인원을 뽑지 않아 청년고용의무할당제를 채우지 못한 곳은 국민생활체육회, 남북교류협력지원협회, 예술경영지원센터, 한국건설관리공사, 한국교통연구원, 한국여성인권진흥원 등 6곳이었다.  porque@yna.co.kr"
