,날짜,기사제목,기사내용
0,2014.08.20. 오후 6:19,"좋은데이 사회공헌재단, 지적장애인 캠프 후원","			[머니투데이 부산=윤일선 기자]좋은데이 사회공헌재단(이사장 최재호)은 20일부터 이틀간 부산시 지적장애인복지협회 지적장애인 대상으로 시행하는 '2014 SUMMER PARTY 안전교육 여름캠프'를 후원한다.부산시 지적장애인복지협회 주최한 여름캠프는 거제둔덕시골체험센터 수련원, 거제포로수용소 일원에서 개최한다.일반인과 비교해 두 세배 많은 안전교육과 반복 학습이 필요한 지적장애인의 특성상 거주지를 벗어나 장거리 여행을 한다든가 여름철 물놀이 경험을 하기가 쉽지 않다.이에 좋은데이 사회공헌재단은 '더불어 사는 좋은 세상 만들기'실천의 하나로 안전교육 여름캠프에 참가하는 지적장애인 70여 명과 보호자 및 자원봉사자 60여 명 전원에게 기념티셔츠 및 지리산산청샘물 '화이트'생수를 후원했다. 대한손상예방협회 이승진 본부장은 ""장애인들이 직접 체험하는 물놀이 안전교육과 지역명소 탐방 등의 다양한 여름캠프 프로그램은 신체적으로나 정신적으로 장애인에게 절실히 필요한 교육""이라며 ""이번 장애인 안전교육 여름캠프에 도움을 준 좋은데이 사회공헌재단에 감사의 인사를 전한다""고 말했다.한편 좋은데이 사회공헌재단은 2012년 5월 부산시 장애인복지시설연합회와 협약을 맺고 교통 편의시설 확충을 위한 '장애인 이동차량'과 '좋은데이 사회공헌재단과 함께하는 장애인 어울림 한마당' 문화지원사업을 지원하고 있다.더불어 부산시아동복지협회 아동축구팀 및 지역아동센터와 장애인복지시설의 친구를 대상으로 운동용품 지원과 지역의 프로스포츠 및 문화공연 단체 관람하는 '좋은데이 행복좌석나눔' 프로그램으로 다양한 문화체험기를 제공하고 있다.[내 삶을 바꾸는 정치뉴스 'the 300' 바로가기]['스페셜 걸' 포토][손안의 경제뉴스 머니투데이 모바일웹]부산=윤일선기자 news8282@<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>		"
1,2014.08.27. 오전 10:40,"서울 강동구, 청각장애인用 “경적 대신 전조등” 스티커 발급","청각장애인용 자동차표지""안 들여요, 빵빵거리는 경적 대신 전조등 켜주세요"" 27일 현행 도로교통법 시행규칙에 따르면 청각장애인이 운전면허를 취득했을 때 청각장애인 표지를 부착해야 하지만 홍보 부족과 장애 노출 기피 탓에 붙이지 않는 경우가 많은게 현실이다. 표지를 붙이지 않고 운전하다가 사고가 나면 과실 비율 산정에서 불이익을 받게 되며 실제로 피해 사례가 잇따르고 있다는게 장애인들의 주장이다.  이에따라 서울시 강동구청은 서울특별시농아인협회의 의견을 수렴해 새 표지에 '안 들려요, 경적 대신 전조등을 켜주세요!'라는 문구를 삽입한 청각장애인 표지 시안을 지자체 처음으로 제작해 배포한다. 강동구의 경우 1만8327명의 등록장애인 중 청각장애인은 9%인 1637명이다. 이들 중 차량등록자는 240명이나 청각장애인용 자동차표지를 부착한 차량은 거의 없는 것으로 파악됐다. 구는 다음 달 중 표지 제작을 마치고 관내 내 청각장애인들을 대상으로 배부에 나설 예정이다. 다음 달 22일부터는 각 주민센터에서도 표지를 바로 발급해준다고 강동구는 설명했다. 이해식 강동구청장은 ""청각장애인들의 안전한 이동권 확보에 실질적인 도움이 되길 바란다""며 ""교통약자를 배려하는 사회적 분위기 확산을 위해 다양한 정책들을 강구할 것""이라고 말했다.win5858@fnnews.com 김성원 기자☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
2,2014.08.23. 오후 10:26,'부산 대중교통 공공성 논의'…공공교통네트워크 출범,"			【부산=뉴시스】하경민 기자 = 부산 대중교통의 공공성을 보다 강화하기 위해 부산지역 노동·시민·학계 등이 공동으로 부산공공교통네트워크를 출범시킨다. 부산공공교통네트워크 준비위는 오는 25일 오후 7시 부산시청 앞에서 출범식을 갖고 본격적인 활동에 돌입한다고 23일 밝혔다. 부산공공교통네트워크에는 부산참여자치시민연대, 운수노동정책연구소, 부산장애인차별철폐연대, 부산장애인자립생활센터총연합회, 민주버스노조부경지부, 부산지하철노조 등 6개 단체가 참가한다. 부산공공교통네트워크는 부산지역 대중교통 정책에 대응할 체계적인 기구의 필요성이 제기되면서 출범하게 됐다.  이들은 안전, 교통복지, 장애인이동권 등 공공교통에 대한 의제 설정과 중앙 및 지방정부의 교통정책을 분석하고 대안을 제시할 계획이다. 이를 위해 대중교통정책토론회를 지속적으로 개최하고, 공공교통 정책지 발간 등의 사업을 추진해 나갈 예정이다. yulnetphoto@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
3,2014.08.24. 오전 6:04,"""공공기관 홈피, 10곳중 1곳 장애인에 낙제점""","【서울=뉴시스】배민욱 기자 = 공공기관 홈페이지 10곳 가운데 1곳은 장애인들이 쉽게 접근해 사용하기 어려운 것으로 평가됐다. 새정치민주연합 박완주 의원은 24일 안전행정부로부터 제출받은 '2013 공공기관 장애인 웹 접근성 실태조사'를 분석한 결과 292공공기관 가운데 32개소가 미흡 판정을 받았다고 밝혔다.  조사결과에 따르면 국민생활과 밀접한 대민서비스 홈페이지에서 조차 낙제판정을 받았다. 개선이 요구된 홈페이지는 고용보험, 농식품안전정보서비스, 부동산공시가격알리미, 국립자연휴양림관리소, 국가교통정보센터, 농촌전통테마마을, 공감코리아, 코리아넷, 자격검정정보시스템 등 12개소다. 자치단체 가운데는 대전 대덕구청, 서울 서대문, 중랑구청, 부산 기장구청, 인천 서구청, 대구 서·중구청, 울산 중구청, 강릉시청, 남양주시청, 상주시청, 부천시청, 시흥시청 등이 '미흡'으로 조사됐다. 공공기관 가운데는 서부발전, 석유관리원, 원자력안전진흥원, 청소년상담복지개발원, 세라믹기술원 등 7개 홈페이지가 장애인의 인식과 운영, 이해용이성 등에서 미흡해 개선요구를 받았다.  광역자치단체별로는 충북도청이 97.1점으로 가장 높았으며 제주도청, 경남도청이 뒤를 이었다. 서울시청과 충남도청, 세종시청은 상대적으로 낮은 평가를 받았다. 기초자치단체는 진주시청이 99.3점으로 가장 높았고 서울 성북구청, 하남시청도 높은 평가를 받았다. 반면 시흥시청과 울산중구청, 서울 서대문구청 등이 최하위권을 기록했다. 박 의원은 ""장애인은 차별 없는 서비스를 제공받을 권리가 있다""며 ""솔선수범해야 하는 공공기관들인 만큼 신속한 개선이 필요하다""고 지적했다.  mkbae@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
4,2014.08.30. 오전 7:30,부산 공공교통 네트워크 다음 달 1일 출범,"			   (부산=연합뉴스) 차근호 기자 = 부산 대중교통의 공공성을 강화하기 위해 노동·시민단체, 학계가 머리를 맞대는 '부산 공공교통 네트워크'가 다음 달 1일 출범한다.     부산 공공교통 네트워크 출범준비위원회는 다음달 1일 오후 5시 부산시청 앞에서 출범식에 열고 본격적인 활동에 들어간다고 30일 밝혔다.     네트워크에는 부산참여자치시민연대, 운수노동정책연구소, 부산장애인차별철폐연대, 부산장애인자립생활센터총연합회, 민주버스노조부경지부, 부산지하철노조 등 6개 단체가 참가한다.    네트워크는 부산지역 대중교통 정책에 대응할 체계적인 기구의 필요성에 따라 출범하게 됐다.     네트워크 참여 단체들은 안전, 교통복지, 장애인이동권 등 공공교통에 관한 의제를 설정하고 중앙·지방정부의 교통정책을 분석해 대안을 제시할 계획이다.    이를 위해 대중교통정책토론회를 지속적으로 열고 공공교통 정책지 발간 등 사업을 추진할 예정이다. ready@yna.co.kr▶'어흥, 무섭죠?' 독일 동물원의 아기 사자▶확 달라진 연합뉴스 앱 다운로드<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
5,2014.08.23. 오전 9:37,[사랑의 징검다리] 수급비로 장애인 딸과 연명하는 경희 씨,"    눈 뜨고 사는 하루가 이렇게 힘들어서야… 이 세상에 홀로 떨어져 의지할 곳이 없는 한부모가정 경희(34) 씨네가 있습니다.경희 씨는 자신의 잘못된 선택으로 모든 일이 발생한 것만 같아서 괴롭고 또 괴롭습니다. 남편을 사랑해 결혼한 일이 경희 씨 인생에서 가장 큰 잘못된 선택이라고 여깁니다. 술과 도박을 일삼는 사람인 줄 알았다면 절대로 결혼하지 않았을 것입니다.남편은 술·도박에 빠져 가정 버려 우울증으로 장애인 딸도 못 돌봐남편은 가족에 대한 책임감까지 없었습니다. 두 아이의 아빠로서, 가장으로서 의무를 하지 않고 집을 나간 상태입니다.경희 씨가 둘째 딸 희정이를 가졌을 때, 남편은 사업 실패로 술과 도박을 일삼았습니다. 당시 임신한 몸이었지만 하루도 울지 않은 날이 없었답니다. 그래서였을까요. 희정이는 또래보다 발달이 늦었고, 결국 지적장애 1급이라는 장애 진단을 받았습니다. 현재 10살인 희정이는 아직도 기저귀를 차고 있습니다.정확한 병명은 없답니다. 자기공명영상(MRI)과 뇌파, 유전자검사 등을 모두 해봤지만, 이상 소견은 발견되지 않았습니다. 서울의 큰 병원에서 다시 한 번 검사를 받고 싶지만, 병원비 걱정에 발만 동동 구르고 있습니다.활동보조인의 도움으로 희정이는 지압과 물리치료를 받고 있지만, 이는 근본적 치료가 아니라 큰 효과는 없습니다. 엄마 경희 씨는 그저 답답하기만 합니다. 임신 중 가정 불화로 인한 우울증이 희정이를 이 지경으로 만든 것 같아 죄스럽기만 합니다.일을 해야 돈을 벌고, 돈을 벌어야 생활은 물론 희정이 치료에 힘을 쓸 수 있지만, 경희 씨는 희정이를 돌보느라 일할 시간이 없습니다. 유일한 수입원은 수급비뿐입니다. 수급비만으로 중학생인 첫째 아이와 아픈 희정이를 데리고 생활해야 하기 때문에 막대한 병원비는 꿈도 꿀 수 없습니다.근처에 친정 부모님이 계시지만, 친정아버지도 뇌전증과 신장장애 1급을 앓고 있어 어머니는 아버지 병간호에 전력투구 중입니다. 유일한 가족인 친정 부모님의 도움을 받기 힘든 형편입니다.2년 전 정신과에서 우울증 진단을 받은 경희 씨는 이후 약을 복용했습니다. 하지만 우울증 약을 먹은 뒤에는 잠이 너무 쏟아져 희정이를 돌보는 데 지장이 많았습니다. 친정어머니 대신 잠시 아버지를 봐드리는 일도 어려워 지금은 약 복용을 중단했습니다. 경희 씨는 자신이라도 굳은 마음을 먹어야 하는데, 우울증이라는 몹쓸 병으로 그저 답답할 따름입니다.주위 사람들이 경희 씨의 상황을 이해한다고 하지만, 당사자인 본인이 아니면 경희 씨의 긴박함을 제대로 이해하기란 힘듭니다. 어떻게 해야 힘들고 어려운 사슬을 끊을 수 있을까요.부디 경희 씨가 희망의 끈을 잡고 두 아이와 함께 밝은 곳을 향해 나아갈 수 있도록 힘을 주세요. 아픈 희정이가 어떻게든 정확한 병명을 확인해 치료를 받고 호전될 수 있게 되길 희망합니다.경희 씨는 현재 일도 할 수 없고, 아이의 병조차 알 수 없는 무력감에 우울증이 더욱 심해지고 있습니다. 경희 씨 가정에 희망의 끈을 던져주세요.△부산 부산진구청 희망복지지원단 박아현(051-605-6467).△계좌번호 부산은행 315-13-000016-3 부산공동모금회 051-441-9423∼4. △지난 16일 혜정이 이야기 95명의 후원자 449만 1천280원.※'사랑의 징검다리'는 TBN부산교통방송(94.9㎒)에서 매주 목요일 오전 9시 30분에 방송됩니다.↓ 이렇게 됐습니다지난 9일자 정민 씨 사연지난 9일 정민 씨 사연에는 65명의 후원자가 총 412만 180원을 모아주셨습니다.정민 씨 부부는 이웃들의 사랑과 관심에 눈물을 흘리며 잇따라 감사의 말을 전했습니다. 병원비 걱정으로 치료를 포기할 수밖에 없는 상황에서 이번 도움으로 다시 치료를 받을 수 있게 됐습니다.보청기 수리도 도와주시겠다고 직접 구청으로 연락주신 분도 있어 아직은 따뜻한 사회임을 느낄 수 있었습니다. 현재 정민 씨는 통증이 심해져 대학병원에 재입원했습니다. 끝이 없는 치료이지만, 희망을 잃지 않고 최선을 다하겠다고 했습니다.보내 주신 사랑에 다시 한 번 감사를 드립니다."
6,2014.08.09. 오전 8:59,[사랑의 징검다리] '전신홍반성 루푸스' 투병 청각장애인 정민 씨,"    수시로 찾아오는 통증 생업 엄두 못 내 정민(46) 씨는 아내와 대화를 할 때 꼭 얼굴을 마주봅니다. 금실이 좋아 서로 얼굴을 마주 보는 것도 있지만, 사실 정민 씨는 청각장애인입니다.세 살 때 중이염을 앓은 뒤 청력을 잃었다고 합니다. 보청기를 착용하고 있지만, 소리가 잘 들리지 않아 구화(口話)로 대화를 나눕니다. 이마저도 거리가 멀면 소통이 어렵습니다.아내 영숙(44) 씨는 정민 씨의 장애에도 다정다감한 마음씨에 반해 2004년 결혼했습니다. 이듬해 예쁜 딸도 낳으며 평범한 가정을 꾸렸습니다.재활치료 중 섬유근육통 추가 발병 늘어가는 병원비에 아내는 한숨만하지만 2007년 딸이 걷기 시작할 즈음, 정민 씨는 자꾸 몸이 아프기 시작했습니다. 처음에는 열이 나고 피곤해 단순 감기 증세인 줄 알았습니다. 그런데 차츰 얼굴과 목, 팔에도 반점이 나타나면서 통증이 자꾸 심해져 견딜 수 없게 됐습니다. 병원 정밀검사 결과, 자가면역질환인 '전신홍반성 루푸스'로 밝혀졌습니다.이름도 생소한 루푸스 질환은 완치가 어려운 희소난치성질환으로, 호전과 악화를 반복하는 만성질환입니다. 특별한 치료법도 없이 통증 완화 치료가 전부라고 합니다.정민 씨는 트럭을 운전하면서 물건을 팔고 배달도 하면서 생계를 이어갔지만 수시로 찾아오는 통증 때문에 더 이상 일을 할 수 없게 됐습니다. 결국 아내가 식당 일과 가사도우미를 하며 생계를 짊어졌습니다.다정하던 정민 씨는 통증이 찾아오면 예민해지고 짜증을 많이 냈습니다. 사람들이 만나기 싫다며 외출도 거의 하지 않았습니다.한창 일을 하고 가정을 꾸릴 나이에 병에 걸린 정민 씨는 인생의 의미나 목표도 잃어버린 채, 언제 통증이 시작될지, 통증이 언제쯤 사라질지 고민했습니다. 불안한 마음이 심해져 우울증을 호소하며, 죽고 싶다는 말도 자주 했습니다.최근 정민 씨는 목디스크 수술을 받았습니다. 하지만 목과 어깨 통증이 계속돼 재활 치료를 받던 중 '섬유근육통'이라는 추가 진단을 받았습니다. 섬유근육통도 전신의 근골격계 통증으로, 의사는 루푸스 질환 때문에 발병한 것 같다고 합니다.통증에 따라 입원과 퇴원을 반복한 7년 세월. 한 번 입원하면 한 달이 걸리기도 하는 정민 씨는 입원 때마다 병원비가 걱정입니다. 병원비 걱정으로 입원을 거부하고 통증을 참아보기도 했지만, 하루 종일 먹지도 자지도 못 하며 앓는 바람에 영숙 씨가 강제로 입원을 시키기도 했습니다.정부 보조금으로 생활하고 있는 정민 씨는 입원 때마다 건강보험 혜택이 되지 않는 검사비, 통증치료비를 감당할 수가 없습니다. 아내에게는 든든한 남편, 딸에게는 자상한 아빠가 되고 싶은데…. 현재 정민 씨는 오히려 아내와 딸에게 짐이 되고 있는 것만 같아 마음이 더 괴롭다고 합니다.지금도 재활병원에서 치료를 받던 중 증세 악화로 대학병원으로 옮겼습니다. 하루하루 늘어가는 병원비에 아내의 한숨은 깊어져만 갑니다.끝까지 희망을 끈을 놓지 않고 살아가는 정민 씨 가족에게 많은 힘과 응원을 부탁드립니다.△부산 사하구청 복지정책과 박정은(051-220-5654).△계좌번호 부산은행 315-13-000016-3 부산공동모금회 051-441-9423∼4.△2일 미숙 씨 이야기 66명의 후원자 280만 6천580원.※'사랑의 징검다리'는 TBN부산교통방송(94.9㎒)에서 매주 목요일 오전 9시 30분에 방송됩니다.이렇게 됐습니다지난달 26일자 동수 씨 사연지난달 26일자 동수 씨 사연에는 66명의 후원자가 311만 7천680원을 모아 주셨습니다.사연 게재 이후 만난 동수 씨는 힘을 주신 많은 분께 감사한다는 마음과 더불어 쑥스러움을 표현했습니다.동수 씨는 받은 도움에 보답해야겠다는 생각에 재활 치료를 열심히 받고 있으며, 운동시간도 더 늘렸습니다. 그 덕분인지 동수 씨는 걸을 수는 없지만, 휠체어에서 일어나서 두 발을 땅에 딛고 설 수 있게 됐습니다. 동수 씨는 앞으로 더 열심히 재활 치료를 받아 올해 무더위가 가시기 전에는 꼭 걷겠다며 약속했습니다.여러분이 모아 주신 성금으로 보금자리가 될 집도 마련해 하루 빨리 홀로서기를 하는 것으로 감사함에 보답하겠다며 두 손 모아 다짐했습니다."
7,2014.08.11. 오후 4:26,"부산시, 6천258억 원 추경 예산안 시의회 제출","일자리창출사업·R&D 투자에 집중 배정, 사회복지 · 교통복지 예산도 급증[부산CBS 강동수 기자]부산시는 11일 총 6천258억 원 규모의 추가경정예산을 편성해 시의회에 제출했다.올해 추경예산안이 전액 반영되면 부산시의 올 한해 예산은 당초 예산 8조 4천49억 원보다 7.4% 늘어난 9조 307억 원에 달하게 된다.부산시 추경은 해마다 3~4천억 원 수준에 이르지만 올해는 지방소비세와 부동산 취득세 등 지방세수가 크게 늘어난데다, 민선6기 출범에 따른 일자리창출 사업 등 공약 이행 사업이 대거 반영되고 사회복지 지출도 크게 늘면서 6천억 규모로 증가했다.시는 경상경비 절감 등을 통해 얻은 재원 143억 원 전액을 일자리 확충에 재투자 하는 등 이번 추경에서 일자리 만들기 사업에 대한 투자를 크게 강화했다고 밝혔다.지역특화산업 육성에 39억 원을 투입하기로 한 것을 비롯해, 지역산업맞춤형 공동훈련에 6억 원, 사회적기업 육성에 31억 원 등을 배정했다.시는 특히 연구개발(R&D) 역량 강화 사업에 대한 투자도 이번 추경의 특징으로 꼽는다.지식산업센터 건립에 40억 원, 심해해양공학수조 기반구축에 17억 원, 자동차부품 글로벌품질센터 구축에 3억 원을 편성한 것을 비롯해 TNT2030 플랜 세부실행게획 수립 용역비로 2억 원을 배정했다.시는 이와 함께 소방 차량과 장비 교체 등 도시안전 분야에도 예산을 집중 배정했다.소방차량·장비 보강 23억 원, 소방안전체험관 건립 20억 원, CCTV 통합관제센터 구축 3억 원 등이다.올 연말 잇따라 개최되는 한·아세안 특별정상회의 개최 지원비 29억 원과 ITU 전권회의 유스포험 개최 예산 4억 원 등 도시경쟁력 강화를 위한 현안 사업비도 반영됐다.부산시 정경진 정책기획실장은 ""이번 추경 예산안의 특징은 민선6기 서병수 시장의 취임 이후 지방선거 공약 사업 등 34개 신규사업이 대거 반영됐으며, 특히 일자리 창출 사업과 R&D 투자 사업의 비중이 높다""고 설명했다.정부의 사회복지 확대 정책에 따라 영유아보육료 지원비 321억 원 등 사회복지와 보건 예산은 무려 1천232억 원이 추가 배정됐다.시는 도시철도(960억)와 시내버스(474억) 운영적자 보전을 비롯해 장애인 콜택시 운영 추가지원(18억)과 두리발 확대 보급(4억) 등 교통복지를 강화하고, 서부산권 연결도로망 확충(20억)과 부산형 도시재생사업 등에도 예산을 집중 배정했다.부산시의 추경 예산안은 오는 22일부터 시의회 상임위원회와 예결위 심사를 거쳐 다음달 4일 본회의에서 최종 확정될 예정이다. angeldsk@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 "
8,2014.08.13. 오후 6:06,"부산항대교 통행, 21일부터 유료 전환","			부산시는 남구 감만동과 영도구 청학동을 잇는 부산항대교 통행을 오는 21일 0시부터 유료로 전환한다고 13일 밝혔다.민자사업으로 건설한 부산항대교의 통행료는 차종별로 △경차(1000㏄ 이하)는 700원 △소형(승용차·15인승 이하 승합차·1t 이하 화물차)은 1400원 △중형(16인승 이상 승합차·1t 초과 5t 미만 화물차)은 2400원 △대형(5t 이상 화물차·특수차)은 3000원이다. 통행료는 현금, 교통카드(마이비·하나로), 하이패스카드(선·후불)로 지불할 수 있다. 독립유공자 차량, 국가유공자(1급 내지 5급의 상이등급), 군작전용차량, 경찰작전용차량, 교통단속용차량 등은 통행료가 면제되며 국가유공자(6급 또는 7급의 상이등급), 장애인 또는 당해 장애인이 승차하는 차량, 고엽제후유증환자 등은 통행료의 50%가 감면된다.부산항대교는 무료 시험운행기간 하루 평균 2만1000대 이상의 차량이 통행했으며 향후 민간사업자인 북항아이브리지가 30년간 유료로 운영한다. 지난 4월 준공된 부산항대교는 5월 말부터 오는 20일까지 무료로 시험운행 중이다. 그러나 유료전환과 동시에 준공될 예정이던 부산항대교 연결 접속도로 공사가 늦어지고 있어 통행료 징수에 대한 논란이 계속될 전망이다. 노주섭 기자☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
9,2014.08.06. 오전 10:23,"기아차 초록여행, 장애인 추석 고향방문 지원","			[이데일리 김형욱 기자] 에이블복지재단은 기아자동차(000270) 공동 사회공헌사업 ‘초록여행’의 하나로 오는 추석 연휴 때 고향을 방문하는 장애인 7가정을 선정해 전동·수동 휠체어와 여행비를 지원한다고 밝혔다.서울·부산에서 휠체어를 받을 수 있는 장애인이면 누구나 신청할 수 있다. 희망자는 오는 22일까지 초록여행 홈페이지(www.greentrip.kr)로 사연과 함께 접수하면 된다. 방문 예정인 고향의 대중교통 편의와 소득 수준, 최근 고향방문 시기 등을 반영해 대상자를 선정하겠다고 주최 측은 설명했다.대상자는 오는 9월 5~11일 6박7일 동안 휠체어를 싣을 수 있는 특장 차량과 휠체어, 귀성 경비 50만원을 받는다.초록여행은 지난 2012년부터 3년째 설·추석 때 이 행사를 열고 있다. 초록여행 관계자는 “고향을 찾지 못한 장애인에게 좋은 기회가 되기를 바란다”고 말했다.김형욱 (nero@edaily.co.kr)[종합 경제 뉴스 이데일리 모바일 웹][이데일리 TV][이데일리 ON][MP트래블러][마켓포인트][투자정보 앱 투자플러스][이데일리 창업]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
