,날짜,기사제목,기사내용
0,2014.01.20. 오후 6:37,중증장애인위한 '석성 사랑의쉼터' 1호 입주,"지난 18일 석성 나눔의집 사랑의쉼터 1호 입주예배에 참석한 이들이 ""사랑이 쉼터 최고""를 외치고 있다.                                            (사진제공 = 석성일만사랑회)[CBS노컷뉴스 송주열 기자] 지난 20년동안 장학사업을 펼쳐 온 사단법인 석성일만사랑회(조용근 이사장)가 충남 논산에 중증장애인을 위한 사랑의쉼터 1호점을 열었다.'석성 나눔의집 사랑의쉼터'는 연면적 600 제곱미터 대지위에 단층 목조주택으로 지어졌으며 동시에 25명이 머무를 수 있는 규모다.사랑의쉼터는 장애인들이 편한 분위기 속에 쉴 수 있도록 LED조명과 친환경 건축자재를 사용했고, 화장실 등 편의시설 역시 장애인들의 눈높이에 맞게 만들었다. 거동이 불편한 장애인들의 조망권 확보를 위해 방바닥에서 창문턱까지의 높이는 50센티미터로 제한했고, 현관문 외에 거실 창문을 통해서도 휠체어 출입이 가능하도록 배려했다.석성일만사랑회 이사장 조용근 장로는 “석성 1호점이 유서깊은 땅 논산에 이렇게 세워져 감개가 무량하다""며, ""이것은 전적으로 하나님의 작품이다""고 말했다. 사랑의쉼터가 더욱 값진 것은 많은 이들이 장애인들을 위한 사랑의 마음을 모았기 때문이다.석성일만사랑회가 1억 2천만원의 건축비를 쾌척했고, 해비타트 자원봉사자 100여 명이 지난해 10월부터 두 달동안 구슬땀을 흘려가며 사랑의쉼터를 완성했다.사랑의쉼터 원장 김성자 전도사는 “가족들도 감당할 수 없는 부분을 하나님의 사람들이 협력해서 선을 이뤘다""며, ""너무행복하고 감사하다""고 말했다.김 전도사 역시 지난 1980년 불의의 교통사고를 당해 모델의 꿈을 접은 중도 장애인이다.김 전도사는 ""사랑의쉼터가 편견때문에 세상 밖으로 나오지못하는 장애인들에게 세상을 새롭게 발견하고 바라볼 수 있도록 용기를 주는 베이스캠프가 됐으면 좋겠다""는 바람을 전했다.석성일만사랑회는 충남 논산의 사랑의쉼터 1호점을 시작으로 해마다 지역별로 장애인쉼터 1곳씩을 늘려 나갈 계획이다.사랑의쉼터 2호점은 부산 다대포지역에 들어설 예정이며 부지 선정까지 마쳤다.조용근 장로는 ""누구나 예비적 장애인이 될 수 있기때문에 이들의 고통에 귀기울이고 보듬어줘야 한다고 생각한다""며, ""장애인들이 편히 쉴수있는 쉼터를 마련해 주는 것을 하나님으로부터 받은 소명으로 여기고 있다""고 말했다.석성 사랑의쉼터가 오갈 곳 없는 중증장애인들에게 조건없는 사랑을 베풀 준비를 하고있다.jysong@cbs.co.kr저작권자 ⓒ CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지"
1,2014.01.21. 오전 7:02,장애인 추정 30대 물에 빠져 숨진 채 발견,"			【 앵커멘트 】  장애인으로 추정되는 30대 남성이 물에 빠져 숨진 채 발견됐습니다.  서울 곳곳에서 교통사고가 잇따라 부상자들이 병원으로 옮겨졌습니다.  김순철 기자가 보도합니다.【 기자 】  소방대원이 물에 떠 있는 한 남성을 들어 올립니다.  곧바로 응급처치를 해보지만 아무런 미동도 하지 않습니다.  어젯(20일)밤 9시 50분쯤 서울 원효대교에서 36살 김 모 씨가 물에 빠져 숨진 채 발견됐습니다.  경찰은 다리 위에 휠체어가 있는 점으로 미뤄 김 씨가 장애를 앓고 있는 것으로 보고 정확한 사망 경위를 조사하고 있습니다.  승용차 앞부분이 형체를 알아보기 어려울 정도로 구겨져 있습니다.  어젯밤 서울 강변북로에서 우체국 택배 차량이 앞서가던 승용차를 들이받았습니다.  이 사고로 승용차 운전자 오 모 씨 등 2명이 다쳐 인근 병원으로 옮겨졌습니다.  오늘 새벽 2시 반쯤에는 서울 지하철 7호선 태릉입구역 근처에서 벤츠 차량과 1톤 포터 차량이 충돌해,  포터 운전자 50살 황 모 씨가 가슴을 다쳤습니다.  공장 2층에서 불길이 피어오릅니다.  오늘 오전 1시쯤 부산 사상구 덕포동의 한 공장 세면장에서 불이 났습니다.  인명피해는 없었지만, 세면장 모두를 태워 소방서 추산 1백만 원의 재산피해가 났습니다. MBN뉴스 김순철입니다 [liberty@mbn.co.kr]  영상편집 : 서정혁 ▶ 네이버 뉴스스탠드에서 MBN 뉴스를 바로 만나보세요"
2,2014.01.23. 오전 9:35,"부산시의회 이경혜 의원, 위민의정 대상 수상","[부산CBS 조선영 기자] 부산시의회 이경혜 의원(새누리당 비례대표·사진)이 제2회 대한민국 위민의정대상 대상을 수상했다.이 의원은 제6대 특·광역시도 지방의원을 대상으로 실시한 제2회 대한민국 위민의정대상에서'교통약자의 맞춤형 이동지원 정책인 '장애인바우처콜택시 제도'를 제안한 공로로 대상을 수상했다.이 의원이 제안한 '장애인바우처콜택시 제도'는 중증 장애인들에게 맞춤형 이동지원 이원화시스템으로 부산시가 도입, 전국 최초로 선보였다.'장애인바우처 콜택시'는 일반 콜택시와 이용 방법은 동일하지만 요금의 65%를 부산시가 부담한다. 지난해 4월 개인택시 1천290대와 계약을 맺고 본격 시행에 들어갔으며 6개월동안 하루 평균 콜 수는 950여 건에 이르고 있다.또다른 장애인 이동수단인 두리발(100대가 운영)이 소화하는 수요가 하루 평균 704콜임을 감안하면 특수차량 구입비 없이 두리발 130대 가까운 운송 능력을 보이고 있다.sycho@cbs.co.kr저작권자 ⓒ CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지"
3,2014.01.24. 오전 3:05,[부산/경남/이 사람]위민의정대상서 大賞 받은 이경혜 부산시의원,"[동아일보]‘장애인바우처콜택시’ 제안해 교통약자 불편해소시각장애인인 부산시의회 이경혜 의원(57·새누리당·비례대표)이 전국 시도의회의장단협의회가 주최하는 제2회 대한민국 위민의정대상에서 대상을 차지했다. 이 의원이 대상을 받은 정책 사례는 교통약자 맞춤형 이동지원 정책인 ‘장애인바우처콜택시’ 제도. 이 의원은 장애 유형과 휠체어 사용 여부에 따라 휠체어 장애인은 특수설비 차량을, 비휠체어 장애인은 일반 택시를 이용하도록 교통비를 지원하자고 제안했다. 그동안 장애인들은 장애 유형과 상관없이 100대밖에 안 되는 특수차량만 이용할 수 있었기 때문에 늘 차량 부족에 시달렸다.  시는 이 의원의 제안에 따라 전국 최초로 영업용 택시 1290대를 활용한 장애인 바우처콜택시 제도를 지난해 4월 20일부터 실시했다. 휠체어를 타지 않는 장애인에게 이 택시를 이용하도록 한 것. 이에 따라 차량 부족이 해소되고 예산 절감 효과까지 거뒀다. 이 의원은 “이 제도가 전국적으로 확대되기를 기대한다”고 말했다.조용휘 기자 silent@donga.com[☞오늘의 동아일보][☞동아닷컴 Top기사][☞채널A 종합뉴스] "
4,2014.01.28. 오전 9:51,시내버스 울산지역 최고 교통수단으로 정착,"			      시내버스가 울산지역 최고의 교통수단으로 정착하고 있다.울산시는 시민들에게 안전하고 편리한 대중교통수단을 제공하기 위해 요금지불 수단의 다양화, 이용자 중심의 노선개편, 시내버스 고급화, 운수종사자 안전 및 친절교육, 택시이용안전 종합대책 등을 내용으로 하는 '2013년 대중교통 종합대책'을 적극 추진했다.이 결과 시내버스의 경우 2013년 월평균 이용객이 962만 7천 명으로 2012년(940만 명)보다 2.4%(22만 7천 명) 증가했다. 반면 시내버스 이용 불편 민원은 595건으로 2012년(633건)보다 6.0%(38건) 감소한 것으로 나타났다.교통카드 이용률은 82.7%에서 84.0%로 1.3%포인트 증가했고, 무료 환승도 월평균 2012년 138만 4천 건에서 2013년 142만 2천 건으로 2.7%(3만 8천 건) 증가했다.울산시는 이 처럼 울산지역 시내버스가 지속적으로 크게 활성화되고 있는 것은 매년 '시내버스 종합대책'을 수립, 강력 추진한 결과로 분석하고 있다.울산시는 지난해 시민의 시내버스 요금지불의 편리성을 제고하기 위해 종전에는 충전해야 하는 모바일 선불교통카드만 이용할 수 있었으나, 세계 최초로 근접통신 기술을 활용한 모바일 후불교통카드를 도입함으로써 버스요금 결제수단을 다양화했다.또한 학생 등 기존의 선불교통카드 이용자들을 위해서도 충전소를 503개소에서 1천179개소로 확대했다.교통소외지역을 해소하기 위해서는 수요발생지역에 7개 노선 10대의 버스를 증차하고, 경유지 변경 및 유사 노선 통·폐합 6개 노선, 기·종점 연장 등 25개 노선을 각각 정비했다.부산 노포동을 운행하는 노선의 경우 정류소를 46% 폐지해 운행시간을 단축시킨 리무진급 직행좌석(32대)을 도입해 장거리 이용 시민들이 좀 더 편안하게 버스를 이용할 수 있도록 했다.장애인, 노약자 등 교통 약자들이 시내버스를 타고 내리는데 어려움이 없도록 버스 바닥이 낮은 저상버스도 2013년 10대를 추가해 현재 80대를 운행하면서 이용편의를 도모하고 있다.이밖에 시내버스 승무원의 자질 향상과 안전운전을 위해 경북 상주의 교통안전공단 안전체험교육센터(16회 477명)에 위탁교육 실시해 운전도중 발생할 수 있는 다양한 특수상황을 이해하고 이에 대처하는 능력을 배양하는 부문에도 행정력을 집중했다. 강태봉 기자 momento@"
5,2014.01.27. 오전 8:45,"울산시 ""시내버스, 최고 교통수단 정착""","			(울산=뉴스1)  김재식 기자  = 울산 시내버스가 지역 최고의 교통수단으로 정착하고 있다.울산시는 시민들에게 안전하고 편리한 대중교통수단을 제공하기 위해 요금지불 수단의 다양화, 이용자 중심의 노선개편, 시내버스 고급화, 운수종사자 안전 및 친절교육, 택시이용안전 종합대책 등을 내용으로 하는 ‘2013년 대중교통 종합대책’을 적극 추진했다.추진 결과 시내버스의 경우 2013년 월평균 이용객이 962만7000명으로 2012년(940만명)보다 2.4%(22만7000명) 증가했다.반면 시내버스 이용 불편 민원은 595건으로 2012년(633건)보다 6.0%(38건) 감소한 것으로 나타났다.교통카드 이용률은 82.7%에서 84.0%로 1.3%포인트 증가했다. 이에 따라 무료 환승도 월평균 2012년 138만4000건에서 2013년 142만2000건으로 2.7%(3만8000건) 증가했다.시는 이처럼 울산지역 시내버스가 지속적으로 크게 활성화되고 있는 것은 매년 ‘시내버스 종합대책’을 수립, 강력 추진한 결과로 분석하고 있다.시는 2013년 시민의 시내버스 요금지불의 편리성을 제고하고자 종전에는 충전해야 하는 모바일 선불교통카드만 이용할 수 있었으나 세계 최초로 근접통신 기술을 활용한 모바일 후불교통카드를 도입함으로써 버스요금 결제수단을 다양화했다. 학생 등 기존의 선불교통카드 이용자들을 위해서도 충전소를 503개소에서 1179개소로 확대했다.넓은 지역에 비해 버스가 모자라 발생하는 교통소외지역을 해소코자 수요발생지역에 7개 노선 10대의 버스를 증차했다. 아울러 경유지 변경 및 유사 노선 통폐합 6개 노선, 기종점 연장 등 25개 노선을 각각 정비했다.부산 노포동을 운행하는 노선에 정류소를 46% 폐지해 운행시간을 단축시킨 리무진급 직행좌석(32대)을 도입, 장거리 이용 시민들이 좀 더 편안하게 버스를 이용할 수 있도록 했다.장애인, 노약자 등 교통 약자들이 시내버스를 타고 내리는데 어려움이 없도록 버스 바닥이 낮은 저상버스도 2013년 10대를 추가해 현재 80대를 운행 중이다. 교통안전 향상을 위해 시내버스 승무원의 자질 향상과 안전운전을 위해 경북 상주 ‘교통안전공단 안전체험교육센터’(16회 477명)에 위탁교육을 실시해 종일 운전하면서 발생할 수 있는 다양한 특수상황을 이해하고 대처 능력을 배양하는데 중점을 뒀다. jourlkim1839@저작권자  뉴스1코리아, 무단전재 및 재배포 금지저작권자  뉴스1코리아, 무단전재 및 재배포 금지		"
6,2014.01.13. 오전 11:05,[인사] 부산지방경찰청 外,◇부산지방경찰청 【경정】△사상경찰서 경무과 경무계 우제웅△금정경찰서 수사과 지능범죄수사팀 전상엽△지방청 직속부서 청문감사담당관실 감찰 배영철△지방청 3부 정보과 정보1계 정욱용△해운대경찰서 순찰지구대 우동지구대 박경식△지방청 1부 경무과 인사계 김진우△남부경찰서 여성청소년과 여성보호계 이태원△지방청 2부 형사과 마약수사대 변우철△지방청 직속부서 청문감사담당관실 감사윤리 박수철△부산진경찰서 수사과 지능범죄수사팀 신광호△동래경찰서 순찰지구대 충렬지구대 김봉주△사하경찰서 형사과 형사1팀 이광도△지방청 1부 경비과 경호계 서종원△해운대경찰서 생활안전과 112종합상황실 박용재△영도경찰서 경비교통과 경비작전계 강정석△지방청 1부 교통과 교통조사계 권유현△부산진경찰서 순찰지구대 가야지구대 김영원【경감】△금정경찰서 경무과 경무계 김규주△사상경찰서 생활안전과 생활안전계 오수한△사하경찰서 경무과 경무계 정봉만△동래경찰서 경무과 경무계 황기균△남부경찰서 정보보안과 외사계 이종성△북부경찰서 정보보안과 보안계 이옥식△연제경찰서 정보보안과 정보계 손영도△사하경찰서 형사과 형사지원팀 김갑수△부산진경찰서 경무과 경리계 박휘규△영도경찰서 청문감사관실 감사 전세진△지방청 2부 수사과 수사1계 심재영△부산진경찰서 순찰지구대 서면지구대 김정중△지방청 2부 형사과 광역수사대 고정수△동래경찰서 형사과 지역형사팀 김성일△북부경찰서 형사과 지역형사5팀 김대룡△기장경찰서 경무과 경무계 서남식△영도경찰서 생활안전과 생활안전계 조현국△해운대경찰서 파출소 반송 박종호△지방청 2부 생활안전과 생활안전계 김종만△지방청 3부 보안과 보안계 김영호△남부경찰서 정보보안과 정보계 윤한수△북부경찰서 순찰지구대 화명지구대 김동용△연제경찰서 경무과 경리계 윤태영△부산진경찰서 형사과 형사5팀 공윤식△사상경찰서 정보보안과 정보계 석헌주△사하경찰서 정보과 정보1계 권영철△부산진경찰서 형사과 강력5팀 노정기△동부경찰서 수사과 지역형사1팀 조남규△지방청 직속부서 청문감사담당관실 감찰 이주영△부산진경찰서 순찰지구대 부전지구대 김학권△지방청 2부 형사과 폭력계 이준호△사상경찰서 형사과 강력1팀 안기정△지방청 직속부서 청문감사담당관실 민원실 오범석△해운대경찰서 순찰지구대 좌동지구대 이윤수△강서경찰서 정보보안과 정보계 김동명△강서경찰서 수사과 수사지원팀 정정호△남부경찰서 형사과 형사3팀 신경수△남부경찰서 청문감사관실 청문감사 정용균△지방청 1부 경무과 경리계 정명호△해운대경찰서 경무과 경무계 권영래△해운대경찰서 형사과 지역형사팀 박윤제△금정경찰서 경비교통과 교통안전계 마종택△북부경찰서 여성청소년과 아동청소년계 민경오△지방청 3부 외사과 국제범죄수사대 최기선△서부경찰서 순찰지구대 송도지구대 황요완△지방청 1부 교통과 면허계 제준민△해운대경찰서 경비과 경비작전계 이형철△부산진경찰서 수사과 지능범죄수사팀 김남수△영도경찰서 경비교통과 교통관리계 이기재△지방청 2부 수사과 사이버수사대 조재호△금정경찰서 생활안전과 생활안전계 최성재△사하경찰서 순찰지구대 다대지구대 이삼우△지방청 1부 정보화장비과 장비관리계 황홍식△지방청 1부 교통과 관제계 김진용△동래경찰서 순찰지구대 내성지구대 한현우△지방청 1부 경무과 교육계 강정규△서부경찰서 수사과 형사1팀 박영군△중부경찰서 정보보안과 외사계 이재영△남부경찰서 순찰지구대 용암지구대 오윤수△기장경찰서 경비교통과 교통관리계 권성환△서부경찰서 경비교통과 교통안전계 송주호△중부경찰서 청문감사관실 감사 정문근△지방청 2부 형사과 광역수사대 서정윤△동래경찰서 수사과 수사지원팀 심종호△지방청 1부 경비과 경비계 주용철△연제경찰서 경비교통과 교통안전계 구자도△동부경찰서 생활안전과 생활질서계 조군래△지방청 1부 교통과 안전계 김문수△지방청 3부 정보과 정보1계 윤석재△지방청 직할대 공항경찰대 공항안전3계 서정호△연제경찰서 여성청소년과 여성보호계 김건휘△지방청 1부 교통과 순찰대 이유식△지방청 3부 외사과 외사정보계 윤영희.◇경남 창원시 【3급 전보】△의회사무국장 이종민△의창구청장 이기태△안전행정국 인사조직과 이성주 【4급 승진】△균형발전국장 이말순△성산구 대민기획관 전경배△마산합포구 〃 김원규△진해구 〃 배경민△창원중심보건소장 조현국△마산회원구 대민기획관 이덕희【4급 전보】△성산구청장 김동하△마산합포구〃 정수훈△진해구〃 박춘우△경제재정국장 정충실△환경녹지〃 임태현△복지문화여성〃 정철영△도시정책〃 이순하△건설교통〃 신용수△농업기술센터소장 양재원△상수도사업〃 양윤호△도시개발사업〃 송일선△문화도서관사업〃 전상종△안전행정국 인사조직과 허종길【5급 승진】△의창구 차상희 남명희△성산구 서정국 안병길△마산합포구 윤진구 곽병용 신복기 유득종△마산회원구 백원규 노찬석△진해구 임종봉 최인주 황규종 김선민△농업기술센터 서부지도과장 박진수△마산보건소 보건행정과장 정경희△건설교통국 교통기획단장 강성근△도시개발사업소 산업입지과장 김진우△문화도서관사업소 문화시설과장 조중환【5급 전보】△기획홍보실 교육법무담당관 노무용△안전행정국 안전행정과장 권중호△〃 인사조직과장 이명옥△〃 체육진흥과장 정성철△경제재정국 일자리창출과장 김응규△〃 취업지원과장 박부근△환경녹지국 환경수도과장 홍의석△〃 환경위생과장 김선환△〃 공원개발과장 정재급 △〃 산림녹지과장 이희주△복지문화여성국 사회복지과장 성기범△〃 문화관광과장 박진석△〃 여성보육과장 박인숙△〃 노인장애인청소년과장 김금수△균형발전국 균형발전과장 장진규△〃 생태교통과장 홍명표△도시정책국 부대협력과장 이근수△건설교통국 건설도로과장 김일규△해양수산국 해양사업과장 김창수△농업기술센터 농업정책과장 진우철△〃 농업기술과장 박봉련△창원중심보건소 건강증진과장 노점상△상수도사업소 대산정수과장 하영제△의회사무국 김이수△의창구 변윤섭 변재혁 김석완△성산구 김종태 류효종 조우명 김종택 윤종식△마산합포구 김병석 신병권 김진수 박희욱△마산회원구 윤지하 류영숙△진해구 김진술 오철환△안전행정국 인사조직과 박영화 김영민 강춘명 최용성.◇경남지방경찰청 【경정 승진】△창원중부서 진춘도△진주서 박우성△마산동부서 신현기△밀양서 정종동△통영서 박병준△밀양서 최정태△경남청 정보화장비담당관실 김수복△〃 경비교통과 김종건△〃 외사과 설진쾌△〃 수사과 홍승우.◇양산시 【5급 승진】△상북면장 안종학△강서동장 김철민△의회사무국 전문위원 김길곤△농업기술과장 문란주【4급 전보】△안전행정국 안정행정과 하영근△복지문화국장 정장원【5급 전보】△농업기술센터소장 이정우△안전행정국 회계과장 이상원△경제민원환경국 자원순환과장 정천모△복지문화국 교육체육과장 박성관△도시개발사업단 도시개발과장 김진홍△농업기술센터 농정과장 서수원△차량등록사업소장 류승찬△물금읍장 이갑수.◇함양군 【5급 승진】△휴천면장 이봉희△백전면장 전양식△병곡면장 박동수【5급 전보】△재무과장 강명구△의회사무과장 강성갑△의회전문위원 박상규△건설교통과장 양대식△상하수도사업소장 하우현.◇국제신문 △광고국장 조송현.
7,2014.01.09. 오후 1:29,부산도시철도 선로 추락 시각장애 50대 구사일생,"			【부산=뉴시스】하경민 기자 = 부산 도시철도에서 전동차 진입 안내방송을 들은 50대 시각장애인이 열차가 도착한 것으로 착각하는 바람에 선로로 떨어졌지만 운 좋게 목숨을 건졌다. 9일 부산교통공사에 따르면 이날 오전 9시 15분께 부산 도시철도 2호선 못골역 장산방면 승강장에서 시각장애 3급인 A(52)씨가 선로로 떨어졌다. 이어 장산행 2069호 열차가 못골역으로 진입하면서 아찔한 상황이 벌어졌다. 하지만 열차 진입 순간 기관사 김모(42)씨가 선로에 사람이 쓰러져 있는 발견, 비상제동 장치를 작동시키면서 기적을 울렸다. 못골역 선로의 길이는 200m. A씨는 열차가 진입하는 쪽 맨 앞 승강장에서 선로로 떨어졌고, 급제동을 한 열차는 추락지점 20m 앞에서 가까스로 멈춰섰다. 열차가 멈춘 뒤 A씨는 시민 이모(64)씨의 도움을 받아 구조됐다.  찰과상 등 가벼운 부상을 입은 A씨는 119구조대에 의해 인근 병원으로 옮겨져 치료를 받고 있으며, 이 사고로 인한 열차 지연도 없었다고 교통공사 측은 전했다. 교통공사는 ""A씨가 추락한 지점은 스크린도어 설치공사로 인해 CCTV로 확인이 안됐고, 승강장에도 직원이 배치돼 있었지만 순식간에 일어난 사고에 대처하기에는 시간이 촉박했다""면서 ""다행히 열차 기관사가 먼저 발견해 급제동을 해 인명피해가 나지 않았다""고 말했다.  A씨는 전동차 진입 안내방송을 듣고 열차가 도착한 것으로 착각해 선로로 추락한 것으로 알려졌다.  yulnetphoto@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
8,2014.01.04. 오전 9:00,충북 장애인 평가…교육은 '보통' 복지는 '양호',"			【청주=뉴시스】연종영 기자 = 충북의 장애인 복지·교육 수준이 전국 지자체 가운데 중위권인 것으로 평가됐다. 4일 사단법인 한국장애인단체총연맹(한국장총)이 발표한 '2013년 16개 시·도 장애인 복지·교육 비교연구결과' 자료를 보면 충북의 장애인 교육분야는 대구·광주·전남·제주와 함께 '보통' 평가를 받았다. 이 단체는 16개 시·도와 16개 시·도 교육청 자료를 기본으로 하고 보건복지부·고용노동부·미래창조과학부·국토교통부·문화체육관광부 등의 협조를 받아 복지분야는 48개 지표를, 교육분야는 13개 지표를 각각 평가했다. 평가는 지표별로 16개 지자체를 우수, 양호, 보통, 분발 등 4개 집단으로 분류하는 방식이다. 한국장총은 ""충북은 비록 우수나 양호 등급엔 포함되지 않았지만 2012년보다 점수가 크게 올라 교육환경을 개선하려는 노력을 많이 기울인 것으로 평가됐다""고 밝혔다. 장애인 복지 분야에서 충북은 서울·부산·충남과 함께 보통보다 높은 '양호' 등급을 받았다. 대전·광주·강원·경남·제주 등 5개 지자체는 '우수' 등급, 울산·인천·전북·경기는 '보통' 등급, 대구·전남·경북은 가장 낮은 '분발' 등급으로 각각 분류됐다. 충북의 일반 학교 장애인편의시설 설치율은 전국 평균 84.5%보다 높은 94.5%, 충북 지자체의 물품구매액 중 장애인생산품 비율은 전국 평균 0.41%보다 높은 0.51%였다.   jyy@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
9,2014.01.14. 오후 1:31,고객상담직 맞춤훈련 장애인 훈련생 모집,"			【부산=뉴시스】하경민 기자 = 한국장애인고용공단 부산직업능력개발원은 고객관계관리(CRM) 솔루션 전문기업인 부일정보링크와 연계, 고객상담직으로 근무할 맞춤훈련과정 장애인 훈련생을 모집한다고 14일 밝혔다. 이번에 모집하는 맞춤훈련과정은 고객상담 관련 직무이며 훈련기간은 필수 1개월, 선택 최대 2개월이다.  모집대상은 근무지까지의 출퇴근이 가능하며 의사소통 및 PC 사용이 가능한 사람이다. 우대사항으로는 장기근속이 가능하고 표준어 구사가 가능한 지원자이며 훈련 기간동안 숙식 제공, 통학하는 경우 대중교통비가 지급된다.  또 1일 2만원 한도의 교육비와 국비 지원 및 해당자에 한해 훈련수당이 최소 5만원 지원된다. 맞춤훈련과정에 참가를 원하는 장애인은 공단 홈페이지(http://www.kead.or.kr 또는 http://campus.kead.or.kr/busan)에서 지원서를 내려 받아 작성한 뒤 오는 24일 오후 5시까지 이메일(ct2@kead.or.kr)로 접수하면 된다. (문의=051-726-0315) yulnetphoto@newsis.com★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
