,날짜,기사제목,기사내용
0,2018.05.20. 오후 5:58,장애인 등 교통약자 위한 전용 탑승 카운터도 마련,"대한항공·아시아나항공 전담 직원이 안내 서비스.. 인도견 동반 탑승도 가능휠체어 대여·운임비 할인 등 LCC도 다양한 서비스 갖춰   거동이 불편한 장애인 등 교통약자들은 항공여행에 제약이 따른다. 탑승수속후 기내까지 이동이 쉽지 않고, 휠체어, 안내견 등이 있는 경우는 더 어렵다. 하지만, 항공사들의 편의 서비스를 최대한 활용하면 번거로움을 크게 덜 수 있다. 동반 가족 혜택도 있어 교통약자라면 항공사들의 관련 서비스가 큰 도움이 된다.20일 항공업계에 따르면 국적 항공사들이 장애인 등을 배려한 다양한 교통약자 편의 서비스를 제공하고 있다.대한항공과 아시아나항공은 인천국제공항에 보행 장애, 시각 장애 등으로 거동이 불편한 승객들이 탑승권 발권과 수하물을 접수할 수 있는 전용 탑승수속 카운터를 운영하고 있다. 대한항공은 '한가족 서비스 전용 카운터'로 제2여객터미널 F34~38번사이에 위치해 있다. 아시아나항공은 '한사랑 라운지'로 제1여객터미널 3층 L카운터 맞은편에 있다. 휠체어 사용이 편리한 동선으로 구성됐고, 스낵바, 테이블의 눈높이도 낮춰 편의성을 높였다. 라운지와 교통약자 우대 출구까지 가까워 출국 시간도 단축할 수 있다. 양사 모두 시각·청각 장애인 대상으로 전담 직원 안내 서비스 실시하고 있다. 사전에 요청하면 휠체어, 전동차 등을 지원받아 카운터에서 기내까지 이동에 도움을 받을 수 있다. 전동휠체어를 직접 타고 오는 경우에는 배터리 분리 조치가 필요해 예약시 알려줘야 한다. 또한, 추가요금 없이 인도견과 함께 기내에 동반 탑승할 수도 있다. 안내견이 하네스를 착용하고, 목적지 국가 또는 경유지 국가의 검역절차 기준에 부합하면 된다. 아시아나항공은 좌석 여유가 있는 경우 기내 이동의 편리성을 감안해 장애인들의 좌석은 출입구와 가까운 쪽으로 배려하고 있다.저비용항공사들도 교통약자를 위한 서비스를 갖추고 있다. 제주항공, 진에어, 티웨이항공, 이스타항공 등도 사전에 신청하면 공항 출발 및 도착시 휠체어를 무료로 대여해준다. 다만, 휠체어 서비스는 신청 및 공항 내 이동 등을 감안해 탑승수속 카운터에 국제선은 출발 2시간전, 국내선은 1시간전에 도착할 것을 당부하고 있다.제주항공의 경우 괌, 사이판, 필리핀 세부, 베트남 다낭, 코타키나발루 등에 운영중인 '트래블라운지'를 통해 현지 정보, 짐 보관, 긴급상황 통·번역 서비스 등을 받을 수 있어 장애인들에게도 유용하다. 이스타항공은 장애인을 대상으로 운임을 최대 50% 할인하고 있다. 1~4급 장애인, 소아장애인 1~3급 장애인의 동반보호자 1인 등을 대상으로 통상 운임의 50%만 받는다. 공항이용료도 50%할인된다. 5~6급 장애인은 공항이용료에 한해 50% 할인이 제공된다.에어부산은 장애 3등급이상이면 '투게더 서비스'를 받을 수 있다. 공항에서 좌석배정과 수하물 절차를 신속하게 할 수 있고, 전담 직원으로부터 출발편 탑승구까지 안내를 받을 수 있다. 도착지 공항에서는 탑승구에서 대기중인 직원이 수하물을 찾는 것도 도와준다.winwin@fnnews.com 오승범 기자     ▶ 세상의 모든 골 때리는 이야기 'fn파스'▶ 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지		"
1,2018.05.07. 오전 8:00,교통약자 통행 잦은 횡단보도 녹색신호 시간 늘린다,"			(부산=연합뉴스) 오수희 기자 = 어린이나 거동이 불편한 노인이 녹색 신호등이 깜빡거리는데도 횡단보도를 다 건너지 못해 진땀을 흘리는 장면을 주변에서 심심찮게 보게 된다.     휠체어를 탔거나 걷기가 불편한 장애인이 제때 횡단보도를 건너지 못해 신호가 바뀌자마자 출발하는 차와 부딪칠 뻔한 아찔한 장면이 연출되기도 한다.    7일 부산경찰청에 따르면 현행 횡단보도 보행 신호시간은 1m를 걷는 데 1초가 걸리는 것으로 하고 4∼7초를 추가해 녹색등이 켜진다.초등생 횡단보도 보행 실습 [연합뉴스 자료 사진]    경찰은 교통약자에게는 이런 녹색 신호시간이 빠듯하다고 판단, 어린이 노인보호구역 111곳의 녹색 신호시간을 늘렸다.     큰 도로와 가까운 초등학교 주변 통학로 횡단보도 100곳과 노인 통행이 잦은 횡단보도 11곳이다.  1m를 걷는 데 1.25초가 걸리는 것으로 계산하고 충분한 여유 시간을 더해 일반 횡단보도보다 보행 신호시간을 25％ 정도 더 늘렸다고 경찰은 설명했다.     녹색 신호가 끝나자마자 출발하는 차와 횡단보도 보행자가 부딪치는 것을 막기 위해 차량과 보행 신호를 동시에 변경하지 않고 2∼3초 간격을 두기로 했다.     경찰 관계자는 ""횡단보도 녹색 신호시간 연장으로 어린이나 노인 교통사고가 줄어들 것으로 기대한다""며 ""부산에 33곳인 대각선 횡단보도를 늘려 사람 중심 교통문화가 정착되도록 하겠다""고 말했다.  osh9981@yna.co.kr▶기사제보 및 문의▶내 생활에 흥이나는 최신 트렌드  ▶사진구매 문의"
2,2018.05.18. 오후 4:11,"[선택2018, 판세톡톡] 장애인들…'이유 있는' 밤샘 농성/부산MBC","			[선택2018, 판세톡톡]◀ＡＮＣ▶이슈 현장을 생생하게 연결하는 '이 시각 부산, 현장은 지금' 순섭니다.부산시청 앞 보도에서 장애인들이 '밤샘 농성'을 이어가고 있다는 사실...알고 계신가요?6.13 지방선거를 앞두고 벌이는 '이유 있는 농성'인데 오늘은 바로 이 현장을 연결합니다. 임선응 기자!◀참여▶네, 저는 지금 부산시청 앞에 나와 있습니다.비가 내리는 궂은 날씨에도 보시는 것처럼 장애인들은 밤샘 농성을 이어가고 있습니다.지난 10일부터 농성을 시작했으니까 오늘로 8일쨉니다.◀뉴스룸 앵커 질문 1▶몸이 불편한 분들이 밤샘 농성까지 하는 데에는 그만한 이유가 있을 텐데요?◀참여▶네, 이제 지방 선거가 한 달도 남지 않은 시점이죠.부산시장, 부산교육감 후보자들에게 장애인 관련 정책을 제대로 마련하라는 겁니다.◀ＶＣＲ▶몇 가지 살펴보면요.발달장애인들은 혼자서 활동하는 게 불가능하기 때문에 활동 보조인이 필요한데요.부산시 차원에서 이 활동 보조인의 지원 시간을 충분히 늘려달라는 겁니다.또 장애인 등 교통 약자들의 이동권을 전면 보장하라는 정책 요구도 큽니다.장애인들을 위한 택시의 '두리발'을 민간이 아닌, 공공 부문이 운용하도록 하고 또 저상버스를 전체 버스의 50% 가량 도입하라는 목소리가 높습니다.오늘 집회 현장에는 발달장애인법 제정을 촉구하며 걸어서 전국을 일주한◀참여▶발달장애인 이균도 씨와 아버지 이진섭 씨가 함께하고 있는데요.이번 집회와 관련해 얘기 나눠보겠습니다.안녕하세요?최근에 아드님과 함께 삭발까지 하셨더라구요.어떤 이유에서였는지, 설명 부탁드립니다.◀현장ＩＮＴ-1▶""이진섭 씨의 답변...""그 만큼 부산시의 장애인 관련 정책이열악하다는 의민데...특히 어떤 부분이 부족하던가요?◀현장ＩＮＴ-2▶""이진섭 씨의 답변...""네..그렇다면 현재 지방선거 후보들. 장애인 정책에 깊은 이해와 관심을 보이고 있다고 보시는지요?◀현장ＩＮＴ-3▶""이진섭 씨의 답변...""네, 말씀 고맙습니다. ◀뉴스룸 앵커 질문 2▶임선응 기자..!!현장에 계신 분들. 고생이 많으신데...밤샘 농성은 언제까지 이어갈 계획인가요?◀답변▶일단 지난 주, 후보자들에게 정책 마련 여부를 묻는 공개질의서를 보낸 상탭니다.답변이 와서, 협약서 체결까지 이뤄지면 농성이 해제되는데요.◀ＶＣＲ▶장애인들은 '무리한 요구를 하는 게 아니다.모두 다 실현 가능한 정책들이다'라며...그럼에도 후보자들이 무응답으로 일관한다면 정책을 마련하겠다는 약속을 할 때까지 농성을 풀지 않겠다는 입장입니다.이른 바 무기한 '끝장 투쟁'을 벌이겠다는 건데요.이번 농성을 통해 사회적 약자를 위한 결과가 나올 수 있게 시민분들이 많은 관심 가져주길 당부하고 있습니다.지금까지 부산시청 앞에서 MBC뉴스 임선응입니다.(임선응)[저작권자(c) MBC 무단복제-재배포 금지] Copyright(c) Since 1996, MBC&iMBC All rights reserved.		"
3,2018.05.16. 오전 8:44,"부산시, 부적합 볼라드 7576개 정비 완료","부산시청 전경 © News1(부산ㆍ경남=뉴스1) 박기범 기자 = 부산시는 장애인 등 교통약자의 보행안전과 보행편의를 위해 시역내 부적합 볼라드(Bollard) 총 7576개의 정비를 완료했다고 16일 밝혔다.볼라드는 '교통약자의 이동편의 증진법'에 따라 보행자가 안전하고 편리하게 보행할 수 있도록 보도에 설치하는 자동차 진입억제용 말뚝을 말한다.하지만, 보행자의 안전을 위해 설치한 볼라드가 시설기준에 맞지 않아 오히려 보행자의 안전을 위협하고, 특히 석재, 철재 등의 재질 부적합 볼라드는 충돌 시 큰 부상사고로 이어질 수 있다는 우려가 끊이지 않았다.시는 지난 2014년 장애인 등 교통약자의 보행안전과 보행편의를 위해 구·군별 무작위로 설치된 볼라드에 대한 일제조사를 시행, 기준에 맞지 않는 볼라드 7117개를 발견했다.시는 이후 추가조사에서 발견된 459개의 부접합 볼라드를 추가로 발견, 총 7576개의 볼라드를 대상으로 총 12억원을 투입해 지난 2015년부터 정비사업을 진행해왔다.시 관계자는 ""부적합 볼라드를 일제정비함으로써 교통약자 및 보행자의 보행안전에 크게 기여할 것으로 기대된다""며 ""안전한 보행로 조성에 만전을 기할 예정""이라고 전했다.pkb@news1.kr▶ [뉴스1] 채널설정하기 ▶ 제보하기▶ ‘6·13지방선거’ 뉴스보기[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
4,2018.05.01. 오전 10:03,"부산시, 일 잘하는 공무원 3명 1호봉씩 '특별승급' 보상","			 【부산=뉴시스】허상천 기자 = 부산시는 시정주요사업 및 시정현안해결 성과 우수 직원 3명을 선발해 1호봉 특별승급 했다고 1일 밝혔다.특별승급은 업무실적이 탁월한 공무원에게 급여 산정의 기초가 되는 승급 보상을 함으로써 공직의 활력과 경쟁력을 제고하기 위해 마련된 인센티브이다.이번 특별승급 대상자는 ▲‘2017 ITU텔레콤월드 행사’를 성공적으로 개최하는데 노력한 재난예방과 박동호(51·방송통신6급) ▲‘부산대표도서관 건립 추진’에 공이 큰 교육협력담당관실 우덕숙(48·사서6급) ▲‘교통약자 특별교통수단 운영 및 택시업계 지원 등’에 애쓴 대중교통과 권순환(37·행정7급) 주무관 등이다.박동호 주무관은 ‘2017 ITU텔레콤월드 TF팀’에서 근무하면서, 장·차관 및 기업대표 등 85개국 215명, 총 126개국 1만여 명이 참석하는 역대 최대 규모의 행사를 성공적으로 개최하는데 중추적인 역할을 했다. 부산시는 ‘2017 ITU텔레콤월드’ 행사를 통해 정보통신기술의 미래상을 제시하고 ‘부산스마트시티 이니셔티브’를 선언함으로써 부산의 스마트도시 위상 제고 및 성공모델 글로벌화에 크게 기여한 것으로 평가 받고 있다.우덕숙 주무관은 2012년 ‘부산대표도서관 건립’ 구상단계에서부터 업무를 전담하면서 민선6기 대표 공약사업으로 추진해 서부산권 교육·문화격차 해소에 기여했다. 아울러 부산대표도서관 착공 및 예산 확보 선제적 대응, 운영기본계획 조기 수립을 통해 부산대표도서관 건립의 성공적인 안착과 개관을 위한 사전 준비체계를 확립하고 국회도서관 부산관(자료보존관) 유치에도 기여했다.권순환 주무관은 교통약자 특별교통수단인 두리발 노후차량 62대 교체, 2인승 및 다인승 차량 도입, 장애인콜택시(바우처콜)를 전국 최대 규모인 1000여대 운영 등을 통해 한국장애인단체총연맹의 ‘2017년도 장애인특별운송수단 운영수준 평가’에서 전국 유일 최고 ‘우수’ 등급을 받았다. 또 4년 9개월 만에 택시운임을 조정하고 각종 보조금 지원 등을 통해 택시업계의 어려움을 해결하고 택시운송사업 발전에 기여했다.부산시 관계자는 “성과 있는 곳에 반드시 보상이 따른다는 인사원칙을 지속적으로 실현하기 위해 앞으로 특별승급을 확대해 나갈 계획”이라고 밝혔다.heraid@newsis.com▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 ▶ 뉴시스 SNS [페이스북] [트위터]<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>		"
5,2018.05.08. 오후 7:05,"부산디지털대 엄정효 씨, 장애인의 날 부산시장 표창","         부산디지털대학교(총장 양상백) 상담심리학과 엄정효(사진 오른쪽) 씨가 최근 장애인의 날을 맞아 부산시장 표창장을 받았다. 엄 씨는 7살 때부터 지체 장애를 앓고 있으면서도 긍정적인 마음으로 자신보다 거동이 힘든 휠체어 장애인들을 안전하게 하교시키는 등 꾸준한 봉사 활동을 했다.대학 입학 후에는 자기보다 장애가 심한 학우들을 위해 외식, 영화, 백화점 쇼핑, 지하철 교통이용 도우미 등을 하고 있다. 이재희 기자    		"
6,2018.05.02. 오후 7:01,금곡4단지 '교통 약자' 배려 승강기 설치," LH, 노후 임대시설 개선 사업교통 약자들이 많이 거주하는 있지만 경사지에 있어 불편이 컸던 부산의 한 영구임대아파트에 승강기(사진)가 설치돼 입주민들의 이동 편의가 증진될 것으로 기대된다.한국토지주택공사(LH) 부산울산지역본부는 지난달 27일 부산 금곡4단지 영구임대아파트에 교통약자를 위한 단지 내 승강기 설치 공사를 끝내고 승강기 개통식을 개최했다고 2일 밝혔다.부산은 지리적으로 언덕과 비탈길이 많다. 부산 금곡4단지 영구임대아파트 역시 이러한 경사지에 건립돼 노약자와 장애인, 임신부 등 교통 약자들이 먼 거리를 우회해서 다니거나 높은 경사로를 통해 걸어서 이동해야 해 이동에 불편이 컸다.하지만 LH는 영구임대 노후시설 개선사업으로 '부산 금곡4단지 승강기 설치공사'를 선정했다. 이어 지역 국회의원의 지원을 받아 정부와 LH가 총 사업비 5억 4000만 원 중 50%씩을 투입하는 매칭사업 방식으로 공사를 진행, 최근에 승강기 설치 공사를 성공적으로 끝냈다.LH 부산울산지역본부 관계자는 ""금곡4단지가 경사가 높은 곳에 있어 어르신들이나 몸이 불편한 입주민들이 높은 계단과 경사로를 이용해야 해 불편이 컸다""며 ""승강기 설치를 통해 입주민들이 보다 편리하고 쾌적한 환경에서 생활할 수 있을 것으로 기대된다""고 밝혔다. 이대성 기자   "
7,2018.05.31. 오후 1:35,물품·용역 분야 주간(2018.6.4. ~ 6.8.) 입찰동향,"물품·용역 분야 주간(2018.6.4. ~ 6.8.) 입찰동향물품,'경기도 신청사 건립공사 지열히트펌프 구매'등 1,251억 원용역,'2018년도 국회 정보화기반 강화 사업'등 1,242억 원총 2,493억 원 상당 입찰 예정□ 조달청은 다음 주('18.6.4.~6.8.)에 경기도시공사 '경기도 신청사 건립공사 지열히트펌프 구매' 등 총 373건, 약 1,251억 원 상당의 물품구매 입찰과 ○ 국회 국회사무처 '2018년도 국회 정보화기반 강화사업' 등 총 289건, 약 1,242억 원 상당의 용역 입찰을 집행할 예정이다.□ 금주 집행되는 입찰을 계약방법별로 보면, ○ 물품 분야   - 해양수산부 울산지방해양수산청 울산신항 북항 방파호안 축조공사 해상BP레미콘 구매 등 '적격심사에 의한 계약'이 전체금액의 31.3%인 392억 원   - 도로교통공단 첨단체험센터 콘텐츠 제작 및 환경 구축 사업 등 '협상에 의한 계약'이 전체금액의 6.5%인 80억 원   - 경찰청 외근화 조달 구매 사업 등 '규격가격동시 입찰에 의한 계약'이 전체금액의 21.4%인 268억 원   - 장애인복지단체, 농공단지입주기업, 우수조달물품 등 수의계약이 전체금액의 5.8%인 73억 원   - 대구광역시교육청 '2018년도 정보화기기(텔레비전) 구매' 등 '다수공급자계약(MAS) 2단계경쟁'이 전체금액의 35.0%인 438억 원으로 진행된다. ○용역 분야   -정보과학기술 등 지식기반사업인 정보화 사업, 학술연구용역 등 '협상에 의한 계약'이 전체금액의 90.8%, 1,128억 원   -시설물관리용역, 청소용역, 하수슬러지 처리용역 등 '적격심사에 의한  계약'이 전체 금액의 3.1%, 38억 원   - 충청남도 보령시 수도사업소 '보령 창동정수장 개량공사  기본 및 실시설계용역' 등 '입찰참가자격사전심사제(Pre-Qualification)에 의한 계약'이 전체 금액의 5.0%, 61억 원   -기타 전체금액의 1.1%, 15억 원으로 진행된다.□ 지역별 발주량을 보면 대전광역시 소재 본청 581억 원, 서울지방청 525억 원 등 2개청(1,106억 원)이 전체 금액(2,055억 원, MAS 2단계 제외)의 53.8%를 차지하고 있으며, 부산 등 나머지 10개 지방청 949억 원이 각각 집행될 예정이다.* 문의: 쇼핑몰구매과 최진구 서기관(042-724-7327)         기술서비스총괄과 임형빈 사무관(042-724-7317) 조달청 이(가) 창작한 물품·용역 분야 주간(2018.6.4. ~ 6.8.) 입찰동향 저작물은 공공누리  제1유형:출처표시  조건에 따라 이용 할 수 있습니다."
8,2018.05.29. 오전 8:34,휠체어도 십리대숲 여행 거뜬… 열린관광지 6곳 추가,"환경친화적인 데크길로 울산 십리대숲을 탐방하는 전동휠체어 탐방객. /사진제공=한국관광공사출입구 동선을 개선한 정선 삼탄아트마인. /사진제공=한국관광공사이동 제약이 없는 '열린관광지'가 늘어나 교통 취약계층의 관광복지가 증진된다.열린관광지는 장애인, 어르신, 영유아 동반 가족을 포함한 모든 관광객들이 관광 활동에 제약 없이 즐길 수 있는 무장애 관광지를 가리킨다. 2015년부터 조성해 현재까지 전국 17개소가 있다.한국관광공사(사장 안영배)는 해당 지자체와 함께 울산 십리대숲, 정선 삼탄아트마인, 완주 삼례문화예술촌, 고령 대가야역사테마관광지, 제주 천지연폭포, 양평 세미원 6개소를 열린관광지로 새롭게 조성했다고 밝혔다. 신규 열린관광지는 주차장, 매표소, 화장실, 휴게공간, 주요 관광동선의 경사로 및 노면을 개보수했고 점자가이드북 설치와 웹페이지를 개선했다. 완주 삼례문화예술촌은 시각장애인 책방을 조성하고 유니버설디자인 체험제품을 설치했다. 울산 십리대숲과 고령 대가야역사테마관광지는 이동 편의 개선 차원에서 자연친화적인 데크를 조성했다. 정선 삼탄아트마인은 장애인 겸용 숙박시설을 조성하고 휠체어 이동 편의를 개선했다. 공사 양수배 관광복지팀장은 ""열린관광 환경 조성 확대를 위해 올해 해운대해수욕장 등 12개소를 추가로 조성할 계획""이라고 말했다.대상 열린관광지는 시흥 갯골생태공원, 부산 해운대해수욕장, 동해 망상해수욕장, 무주 반디랜드, 부여 궁남, 아산 외암마을, 해남 정남진 편백숲 우드랜드, 여수 해양공원, 영광 백수해안도로, 산청 전통한방휴양관광지, 함양 상림공원, 합천 대장경기록문화테마파크 등이다. 박정웅 기자 <저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지>▶ 머니S 페이스북▶ 머니S 인스타그램"
9,2018.05.02. 오후 7:40,"여야 부산시장 후보, 거대 이슈 틈새 '공약·시정' 공방","     6·13 지방선거를 앞두고 여야 부산시장 후보들이 거대 이슈들 속에 묻혀 있었던 정책과 시정을 둘러싼 공방으로 상대후보 공략에 나서 눈길을 끌었다. 중앙발 거대이슈를 둘러싼 정치공방이 유권자들의 흥미를 자극하지만 정책공약이나 시정운영을 둘러싼 검증과 공방이 시민들에겐 더 중요하다는 목소리도 높다. 민주 오거돈 ""민선 6기 성적표 왜곡"" 다복동 사업 비판…장애인 인권 등 공약 한국 서병수 ""신공항, 끝장토론 하자"" 창업생태계 성과·관광 성장 등 강조더불어민주당 오거돈 후보 선대위는 2일 참여연대가 '매니페스토 자료를 근거로 발표된 민선6기 시정성과 보도자료가 왜곡됐다'며 서병수 부산시장을 검찰에 고발한 것과 관련 ""서 시장의 민선6기 성적표는 전국 17개 시·도 중에서 7위 또는 그 이하이지만 우수한 평가를 받은 것처럼 왜곡했다""며 ""시민을 피곤하게 하는 것이 서 시장의 행태""라고 지적했다. 전날 오 후보 선대위 내 도시재생특별위원회와 부동산정책위원회를 출범시키는 자리에서도 ""양 위원회는 주민들의 삶의 질 향상을 외면하는 엉터리 도시재생 다복동 사업의 한계를 극복하기 위한 것""이라며 서 시장의 주요 정책 중 하나인 다복동 사업을 비판했다. 도시재생특위는 도시재생 과정에서 원주민의 재정착률을 높이는데 주력하며 부동산정책위는 '사람과 미래에 투자하는 도시'로의 전환을 표명하고 있다. 이와 함께 오 후보는 2일 동구 시각장애인 공동시설 방문한 자리에서 '장애인 인권증진' '자립 위한 시스템 구축' 등을 약속했다. 오 후보는 앞서 노동절인 지난달 30일에는 △좋은 일자리 만들기 △비정규직의 고통 없는 부산 실현 △최저생활권 보장 △노조할 권리 보장 등 노동분야 4대약속을 발표하기도 했다. 이에 비해 자유한국당 서병수 시장은 아직 예비후보로 등록하지 않아 후보 공약 발표와 정책공방에 직접 나서지는 못하지만 부산시당을 통해 적극적으로 대처하고 있다.한국당 부산시당은 2일 ""참여연대는 민주당의 2중대인가""란 제목의 성명을 통해 ""서 시장이 한국매니페스토본부 주관으로 실시한 '민선6기 전국 시도지사 공약이행' 평가에서 최고등급인 SA 등급을 받았던 것은 분명한 사실""이라며 ""참여연대는 민주당의 2중대로 교묘히 선거판에 끼어들지 말라""고 반박했다. 또한 시당은 이날 오 후보측의 가덕신공항 공약과 관련 ""오직 신공항 이슈로만 1대 1 끝장 토론을 하자""며 다시 한번 제의했다. 시당은 보도자료를 통해 ""오 후보측의 가덕신공항 추진 공약 준비과정에 심각한 우려를 표명한다""며 ""주무부처인 국토교통부나 중앙정부와 사전 상의도 없었고, 타 지자체와의 갈등해결 방안도 사전 고려하지 않았으며 김해신공항과의 동시 추진 문제 또한 명확한 답변을 내놓지 못했다""고 비판했다. 한편 서 시장은 이날 세계탁구선수권대회 유치와 2030 부산 등록엑스포의 국가사업 승인에 대한 입장을 발표하는 기자회견을 가진 것을 비롯해 지난달 '부산시 창업생태계 구축성과'와 '우암동 외대부지 활용방안' '부산관광 성장 방안' 등 잇단 정책발표를 통해 시정의 성과를 강조하고 있다. 서준녕·김 형 기자 jumpjump@busan.com"
