,날짜,기사제목,기사내용
0,2020.09.08. 오후 9:19,해외 입국자 수송 ‘감염 차단’에 부산 장애인 택시 ‘두리발’ 한몫,"부산역 경유자 58%가 이용[경향신문] 부산시내를 운행하는 장애인 택시 ‘두리발’이 코로나19 감염 차단을 위한 입국자 수송에서 톡톡히 역할을 한 것으로 조사됐다.부산시는 부산역을 경유한 해외 입국자 2만105명 가운데 두리발을 이용한 인원은 1만1733명으로 58%를 차지했다고 8일 밝혔다. 자가용을 이용한 사람은 6192명(30.8%)이었다. 나머지 2180명은 대학에서 제공한 차량을 이용하거나 경남도에서 지원한 구급차를 이용했다. 도보로 귀가해 자가격리에 들어간 사례도 있다. 인천공항으로 입국해 부산으로 이동하는 내외국인은 전용버스를 타고 광명역으로 이동한 뒤 KTX 전용칸에 승차해 부산역에 도착, 검역 절차를 밟는다. 부산시는 지난 3월28일 부산역에 비상수송지원반을 설치해 입국자의 수송을 돕고 있다. 두리발은 부산시설공단이 운영하는 장애인용 특별교통수단으로 130대가 운행 중이다. 부산시는 이 가운데 21대를 부산역 비상수송지원반에 투입해 하루 3교대로 운영하고 있다. 두리발 이용 승객은 부산지역 택시 요금에 준해 비용을 부담하면 된다. 다른 시·도가 택시업체와 계약을 맺고 ‘방역택시’ 등을 운영한 것과 비교할 때 두리발 운휴차량 운영으로 5억원의 예산 절감효과를 거뒀다고 부산시는 설명했다. 부산역 선별진료소에서 검진을 받은 입국자는 1만6935명으로 조사됐다. 부산시가 운영하는 격리시설인 호텔 2곳에는 3068명이 투숙했으며 현재 251명이 이곳에서 격리 중이다. 부산역을 경유한 입국자 중 32명이 확진 판정을 받았으나 입국자와 거리 두기, 위생수칙 준수 등으로 2차 감염자는 한 명도 나오지 않았다.권기정 기자 kwon@kyunghyang.com▶ 장도리 | 그림마당 보기▶ 경향신문 바로가기▶ 경향신문 구독신청하기©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
1,2020.09.22. 오후 4:18,"부산시, '무장애 교통환경 구현' 스마트시티 챌린지 사업 추진","21일 스마트시티 챌린지 예비사업 착수보고회교통약자 이동 편의 증진 위한 교통 환경 구현[서울경제] 부산시와 부산정보산업진흥원은 국토교통부 공모 사업인 ‘2020년 스마트시티 챌린지 사업’을 본격 추진한다고 22일 밝혔다.‘스마트시티 챌린지 사업’은 민간을 중심으로 도시전역의 문제 해결에 필요한 종합 솔루션을 발굴·구축하는 사업이다. 1년간 1단계 예비사업을 시범운영하고 후속평가를 통해 우수한 곳만 2년간 본 사업을 추진하는 방식으로 진행되며, 부산시는 지난 5월 예비사업 대상도시로 선정돼 추진 중이다.부산시가 제안한 내용은 누구나 편리하고 안전하게 이용할 수 있는 ‘무장애(Barrier-Free) 교통 환경 구현’ 서비스로, 지난 21일 ‘2020년 부산 스마트시티 챌린지 사업 착수보고회’를 개최했다.이날 착수보고회에서 부산시는 이동교통편의 혁신, 이동교통수단의 다양화, 데이터 혁신을 통해 고령자, 임산부, 장애인, 영유아동반자 등 교통약자가 실제로 체감할 수 있는 교통 환경 구현이 목표라고 밝혔다.무장애(Barrier-Free) 교통 환경 구현 서비스 개념도./사진제공=부산정보산업지흥원이를 위해 ‘무장애 교통 환경 구현’을 위한 서비스로 디지털트윈과 비콘, 키오스크를 활용한 ‘배리어프리 내비게이션’, 다양한 편의기능과 공유차량의 거점을 수행하는 ‘배리어프리 스테이션’, 승차공유 및 택시 등 다양한 교통수단을 제시하는 ‘배리어프리 승차공유 플랫폼’ 서비스가 선보일 계획이다.부산시와 수행총괄 기관인 부산정보산업진흥원은 8개 참여기업들과 함께 차질 없이 서비스를 실증하고 사업 상세기획을 추진해 2단계 본 사업 평가에 대비한다는 방침이다.부산정보산업진흥원 관계자는 “교통약자 이동권 확보를 위한 서비스 실증뿐만 아니라 수집된 데이터의 통합·분석 및 시민 중심의 리빙랩 운영을 통해 부산시 무장애 교통 환경 조성을 위한 정책 및 사업에 반영하겠다”며 “시민이 공감하는 교통 혁신도시 구현에 앞장서겠다”고 말했다./부산=조원진기자 bscity@sedaily.com[서울경제 바로가기]▶ 그 날, 무슨일이 있었던걸까 [범죄의 재구성]▶ 네이버 채널에서 '서울경제' 구독해주세요!저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지		"
2,2020.09.09. 오전 3:09,부산역 경유 해외입국자 2만명 돌파… 절반 이상 ‘두리발’ 수송,"    부산역을 경유한 해외입국자를 두리발로 수송하는 모습. 부산시 제공     부산지역 장애인 등 교통약자 이동수단인 ‘두리발’이 부산역을 경유하는 해외입국자 수송의 절반 이상을 담당하는 것으로 나타났다.   부산시는 지난 4일 부산역을 경유한 해외입국자가 2만명을 돌파했다고 8일 밝혔다. 이 중 1만1733명을 두리발이 수송했다.   시는 지난 3월 29일부터 해외유입發 코로나19 차단을 위해 부산역에 비상수송지원반을 운영했다.   부산역 비상수송지원반 운영 76일째인 지난 6월 12일 부산역을 경유한 해외입국자가 1만명을 돌파한 데 이어, 89일 만에 2만명을 넘어선 것이다.   이날까지 부산역을 경유한 해외입국자는 총 2만105명으로 이 중 두리발을 이용한 인원이 1만1733명이다. 다음으로 △자가용 수송 6192명 △구급차나 도보 등 기타 수송 2180명이다.   부산역 비상수송지원반 운영은 △부산시 직원 1568명 △시설공단 직원 570명 △두리발 운전기사 2398명 △경찰 924명 △철도경찰 322명 등 총 5782명이 동원됐다.   부산역 선별진료소에서 검진을 받은 해외입국자는 1만6935명이며, 시에서 운영하는 격리시설인 호텔 2곳에 투숙한 인원만 3068명이고 현재 251명이 격리 중이다.   부산역을 경유한 해외입국자 중 32명이 확진 판정을 받았으나, 입국자 간 거리 두기와 직원들의 위생수칙 준수 등 철저한 방역수칙 준수로 2차 감염자는 한명도 나오지 않았다고 시는 설명했다.   박진옥 부산시 교통국장은 “비상수송 중에도 항상 거리 두기를 습관화하고, 개인위생을 철저히 하는 등 해외입국자 관리에 행정력을 집중해 코로나19 확산을 방지할 것”이라고 말했다.   부산=오성택 기자 fivestar@segye.comⓒ 세상을 보는 눈, 세계일보"
3,2020.09.30. 오후 4:03,"정동만 “공공기관, 고용부담금으로 장애인 고용 책무 회피”","정동만 국회의원(국민의힘, 부산 기장군)/사진=정동만 의원한국건설관리공사는 지난 3년간 장애인 근로자 고용이 단 한 명도 없었던 것으로 나타났다. 또, 3년 연속(2017~2019)고용부담금이 발생한 기관은 한국토지주택공사(LH), 한국철도공사, 한국공항공사, 한국국토정보공사, 한국감정원, ㈜한국건설관리공사, 국토교통과학기술진흥원, 코레일로지스(주)로 나타났다. 정동만 의원(국민의힘, 부산 기장군)은 국토교통위 소관 공공기관의 장애인 고용 의무가 지켜지지 않아 개선이 시급하다고 30일 밝혔다.장애인고용촉진 및 직업재활법에 따라 상시근로자 50명 이상의 공공기관은 일정 비율의 장애인을 의무적으로 고용해야 한다. 그럼에도 국토위 소관 공공기관은 채용의무를 다하지 않고 관례적으로 고용부담금 납부하고 있는 것으로 밝혀졌다.정 의원이 고용노동부로부터 제출받은 ‘국토교통부 산하 공공기관 장애인 고용부담금 및 고용률’에 따르면, 지난 3년간 국토교통부 소속 공공기관이 고용노동부에 자진 신고한 고용부담금이 2017년 6억3000만원에서 2019년 22억9000만원으로 약 3.6배로 증가했다.기관별 증감률(액)을 보면 ▲한국철도공사 14배(약 3억5000만원) ▲한국공항공사 5.1배(약 1억5000만원) ▲한국국토정보공사 4.4배(약 3억1000만원) ▲한국토지주택공사(LH) 3.7배(약 5억6000만원) 순으로 증액됐다.그리고 기관별 고용의무인원 대비 고용이 미달된 기관은 ▲한국철도공사(85명) ▲한국국토정보공사(38명) ▲한국공항공사(20명) ▲한국건설관리공사(12명) ▲한국토지주택공사(LH)(10명) 등으로 나타났다.이에 대해 정 의원은 “장애인고용에 모범을 보여야 할 공공기관이 장애인 고용을 외면하고 부담금을 납부하는 것은 고용 책무를 회피하는 것이다”며 “공공기관이 단순한 장애인 채용을 넘어 직무 분석을 통해 맞춤형 일자리를 제공할 수 있도록 전향적인 노력이 필요하다”고 강조했다.부산=김동기 기자 moneys3927@mt.co.kr▶고수들의 재테크 비법 영상 ▶거품 뺀 솔직 시승기 ▶머니S기사, 네이버 메인에서 보세요<저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지>"
4,2020.09.23. 오전 9:28,"부산시, 무장애(Barrier-Free) 교통환경 구현을 위한 스마트시티 챌린지 사업 추진 박차","부산시, 21일 부산 스마트시티 챌린지 예비사업 착수보고회 개최교통약자의 이동 편의성 증진을 위한 무장애(Barrier-Free) 교통 환경 구현‘2020년 부산 스마트시티 챌린지 사업 착수보고회’가 지난 9월 21일 호텔농심에서 개최됐다. 이날 부산광역시, (재)부산정보산업진흥원 등 참여기관 및 협력기관 17곳이 참석했다. 부산정보산업진흥원 제공.부산시(권한대행 변성완)와 부산정보산업진흥원(원장 이인숙)은 국토교통부 공모 사업인 “2020년 스마트시티 챌린지 사업” 추진에 시동을 걸었다.국토교통부의 ‘스마트시티 챌린지 사업’은 민간을 중심으로 도시전역의 문제 해결에 필요한 종합 솔루션을 발굴·구축하기 위한 사업이다. 1년간 1단계 예비사업을 시범운영하고 후속평가를 통해 우수한 곳만 2년간 본 사업을 추진하는 사업으로, 부산시는 지난 5월 예비사업 대상도시로 선정돼 추진 중이다.부산시가 제안한 내용은 누구나 편리하고 안전하게 이용할 수 있는 ‘무장애(Barrier-Free) 교통 환경 구현’ 서비스로 지난 21일 ‘2020년 부산 스마트시티 챌린지 사업 착수보고회’를 개최했다.이날 착수보고회에서 부산시는 이동교통편의 혁신, 이동교통수단의 다양화, 데이터 혁신을 통해 고령자, 임산부, 장애인, 영유아동반자 등 교통약자가 실제로 체감할 수 있는 교통 환경 구현을 목표로 ‘무장애(Barrier-Free) 교통 환경 구현’을 위한 서비스로 디지털트윈과 비콘, 키오스크를 활용한 ▲‘배리어프리 내비게이션’, 다양한 편의기능과 공유차량의 거점을 수행하는 ▲‘배리어프리 스테이션’, 승차공유 및 택시 등 다양한 교통수단을 제시하는 ▲‘배리어프리 승차공유 플랫폼’ 서비스가 선보일 계획이라고 밝혔다.부산시와 수행총괄 기관인 부산정보산업진흥원은 8개 참여기업들과 함께 차질 없이 서비스를 실증하고, 사업 상세기획을 추진해 2단계 본 사업 평가에 대비할 계획이라고 밝혔다.부산정보산업진흥원 이인숙 원장은 “교통약자 이동권 확보를 위한 서비스 실증뿐만 아니라, 수집된 데이터의 통합·분석 및 시민 중심의 리빙랩 운영을 통해 부산시 무장애 교통 환경 조성을 위한 정책 및 사업에 반영하겠다”며 “시민이 공감하는 교통 혁신도시를 구현에 앞장서겠다.”고 밝혔다.정순형 선임기자 junsh@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ '터치 부산' 앱 출시, 부산일보 지면을 내 손 안에!▶ 부산일보 홈 바로가기"
5,2020.09.09. 오전 10:56,"노사발전재단 부산, TBN부산교통방송 통해 중장년 취업 사례 소개","중장년 구직자 위해 건물 관리인, 독거노인 생활관리사, 장애인활동지원사 등 취업사례 공유노사발전재단 부산 중장년 일자리희망센터, 8일 오후5시20분 부산교통방송 TBN 부산매거진의 ‘일자리매거진’ 코너에 출연하고 있다. 현재 코로나19로 인해 방송국 스튜디오가 아닌 부산센터 세미나실에서 비대면 인터뷰 중이다. 노사발전재단 부산중장년일자리희망센터 제공.노사발전재단 부산 중장년 일자리 희망센터는 8일 TBN부산교통방송 부산 매거진의 '일자리 매거진 코너'에서 중장년 취업 사례를 소개했다.이날 일자리 매거진 코너에서는 취업 준비나 경력설계로 어려움을 겪는 부산지역 중장년 구직자를 위해 취업 사례 소개, 관련 자격증, 전망, 중장년 일자리 희망센터 위치 등이 소개됐다.노사발전재단 부산 중장년 일자리 희망센터는 TBN부산교통방송 부산 매거진 '일자리 매거진 코너'를 통해 2주 간격으로 월요일 오후 5시 20분에 중장년층 취업 사례를 소개한다.부산센터 윤준형 소장은 ""코로나19로 중장년 구직자분들이 취업 준비에 어려움을 겪고 있다""며 ""대면의 어려움을 극복하기 위해 부산교통방송을 통해 여러 사례들을 소개하고 있다. 취업 준비과정에 도움이 됐으면 한다. 실제 방송을 듣고 연락을 한 분이 있어 현재 1:1 컨설팅을 진행 중이다""고 밝혔다.노사발전재단은 ▲신중년의 인생3모작 지원 ▲노사상생을 위한 재정지원 및 교육사업 ▲일터혁신컨설팅 및 일문화개선 지원 ▲노동분야 국제교류협력을 지원하는 공공기관이다.노사발전재단 부산 중장년 일자리 희망센터는 만 40세 이상 중장년층 대상 생애경력설계 서비스부터 퇴직 예정 근로자와 구직자를 위한 퇴직 지원 프로그램. 재도약 프로그램, 신중년 인생 3모작 패키지 등 대상별 맞춤 서비스를 무료로 지원하고 있다.정순형 선임기자 junsh@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ '터치 부산' 앱 출시, 부산일보 지면을 내 손 안에!▶ 부산일보 홈 바로가기"
6,2020.09.22. 오후 1:05,"부산도시철도, '휠체어 인식 엘리베이터 호출' 첫 선","버튼 누르지 않아도 자동 호출시범 운영 거쳐 시청역서 개시부산교통공사 전경.부산도시철도 1호선 시청역을 이용하는 휠체어, 유모차 등 교통약자의 도시철도 이용이 한결 편리해진다.부산교통공사(사장 이종국)는 교통약자가 도시철도 엘리베이터 이용시 버튼을 누르지 않아도 자동 호출되는 시스템을 전국 최초로 개발, 시범운영을 거쳐 1호선 시청역에서 운영을 개시했다고 22일 밝혔다.4차 산업 기반의 머신러닝 기술과 딥러닝 기술을 활용한 이 시스템은 교통약자가 엘리베이터에 접근하면 전면에 설치된 카메라가 휠체어, 유모차 등을 자동으로 인식해 호출하는 시스템이다.특히 이 시스템은 공사 측이 자체 개발, 지난해 6월 벡스코에서 열린 ‘부산국제 철도기술산업전’에서 최초 공개 후 시범 운영을 마쳤으며, 1년여 만에  본격 운영에 들어간다.공사는 장애인 단체 등 실사용자를 대상으로 한 사용성 평가에서도 효과를 인정받았으며, 호출 버튼 터치를 위한 휠체어와 엘리베이터 간 충돌도 예방할 수 있을 것으로 기대하고 있다.이종국 부산교통공사 사장은 “도시철도에 4차 산업혁명 기술을 접목, 교통약자에 대한 맞춤형 고객서비스를 적용한 좋은 사례”라며 “앞으로도 고객이 감동할 수 있는 서비스를 제공하도록 전사적인 노력을 하겠다”고 말했다.목상균 기자 sgmok@hankookilbo.com▶ 네이버 채널에서 한국일보를 구독하세요!▶ [정치채널X] [뉴스보야쥬] [넷따잡] [뷰잉] 영상보기▶ 한국일보닷컴 바로가기"
7,2020.09.20. 오전 10:00,부산교통공사 ‘스마트 교통약자 길안내 서비스’ 시범운영,"[부산=뉴시스] 부산교통공사, 스마트 교통약자 길안내 서비스 체험모습.[부산=뉴시스] 제갈수만 기자 = 부산교통공사는 한국철도기술연구원과 공동연구 개발한 ‘스마트 교통약자 길 안내 서비스’를 시청역에 시범운영하기로 했다고 20일 밝혔다.이 서비스는 도시철도역사에서 교통약자가 원하는 장소를 쉽게 찾을 수 있도록 스마트폰을 통해 음성으로 안내하는 기술이다.공사는 최근 부산시 시각장애인협회와 시청역에서 서비스 체험을 실시했다. 이번 체험에서는 웨어러블 디바이스를 이용한 서비스, 음성인식 길안내 서비스, 지체장애인을 위한 이동경로 안내 서비스 등을 시각장애인이 직접 체험했다.교통약자 안내서비스에 참여한 부산시각장애인협회 장 모씨는 “웨어러블 디바이스를 이용해 보니 음성안내가 깨끗하게 들리고 길안내에 필요한 방향 정보를 명확하게 제공해 길 찾기가 매우 편했다”고 체험 소감을 밝혔다.앞으로 시범운영을 통해 이용률·편의성 등 검토결과에 따라 사업확대여부를 결정하고, 반영구적으로 사용가능한 스마트 블록을 활용해 교통약자 서비스를 확대할 예정이다.부산교통공사 관계자는 “사물인터넷(IoT) 기술을 활용한 교통약자의 이동성 향상 기술로 시각장애인들이 편하게 도시철도를 이용할 수 있도록 더욱 노력하겠다”고 밝혔다.☞공감언론 뉴시스 jgsm@newsis.com▶ 네이버에서 뉴시스 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>		"
8,2020.09.07. 오전 10:26,강풍·침수 등으로 부산 53개소 교통통제,"▲ 7일 오전 7시 31분께 부산 지사동 미음터널 부근에서 토사가 유출돼 3차로 중 2차로가 통제됐다. 부산 경찰청 제공  ▲ 7일 오전 부산 북구 광덕물산 앞 토사유출로 인해 고속도로 진입 구간이 전면 통제됐다. 【파이낸셜뉴스 부산】 7일 오전 제10호 태풍 하이선의 영향으로 부산지역 도로 곳곳이 침수돼 통제됐다.   부산시, 경찰에 따르면, 오전 8시 30분 기준 부산지역 도로 53개소가 전면 또는 부분 통제됐다.   부산 광안대교~거가대교까지 이어진 대부분의 해안 라인 도로들은 전면 통제됐다.   이날 오전 0시 거가대교를 시작으로 4시 20분 부산항대교, 4시 30분 남항대교, 5시 10분 을숙도대교, 7시 광안대교 컨테이너 선별통제, 8시 20분 천마터널 등이 전면통제됐다.   침수의 위험이 큰 지하차도는 차량 진입이 통제됐다. 우장춘지하차도, 안락지하차도, 내성지하차도, 초량 제1지하차도 등이다. 오전 9시 23분께 구서동 지하차도는 통행 해제됐다.   또 북구 덕천배수장~화명생태공원~화명구민운동장, 수관교 양방향, 장림유수지 부근, 사하경찰서~강동병원, 가야로, 다대1 치안센터 앞, 7번 신호등 교차로~홍틸예술촌, 하구언다리 램프 등은 낙동강의 수위 상승과 빗물 침수 등으로 인해 통제됐다.   특히 오전 10시 54분은 만조 시각으로 태풍으로 해수면이 상승하는 기상조 현상과 겹치면서 해안가 지역을 중심으로 해일에 따른 피해도 예상된다.    ▲ 7일 오전 부산 기장군 정관읍 신단로가 100미터 침수돼 통제됐다. 예림교에선 탑차 1대가 침수되기도 했다.  ▲ 7일 오전 부산 동래구 낙민동 유앤아이 아파트 앞 도로가 침수됐다. 이 밖에 만덕R~남해고속도로 입구, 미음터널 1개차로는 토사유출, 민락교~푸르지오는 낙하물, 금정구장애인복지관 인근 도로는 상수관 파열로 통제됐다.   내륙 하천 또한 위험 수위를 넘어섰다. 동천의 경우 범5교호 수위가 3.84ｍ로 위험단계인 3.3ｍ를 넘어섰다. 온천천의 경우 장전동역 일대 수위가 2.56ｍ로 위험수위인 2.57ｍ에 육박했고, 중앙여고 앞도 수위가 4.27ｍ로 위험수위 3.37ｍ를 넘어선 것으로 관측됐다.   수영강 동천교 일대 수위도 4.34ｍ로 위험수위인 4ｍ를 넘었다.   기상청에 따르면 태풍 하이선은 순간 최대 풍속 145킬로미터로 예상되며, 최고 300밀리미터의 많은 비와 해수면이 상승하는 기상조가 겹치면서 도시 곳곳이 침수 등의 피해가 잇따를 것으로 예상된다.    demiana@fnnews.com 정용부 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ '아는 척'하고 싶은 당신을 위한 [두유노우]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지		"
9,2020.09.28. 오후 3:07,노인 등 교통약자 위한 '100원 택시'가 달린다,"국민의힘 황보승희, 대표 발의한 교통약자법 개정안 국회 본회의 통과[홍민지 기자(=부산)(bsnews4@pressian.co)]부산 원도심 산복도로 일대에 100원 택시 운행이 내년부터 본격적으로 추진될 전망이다. 국민의힘 황보승희 의원(부산 중·영도구)은 올해 대표 발의한 '교통약자의 이동편의 증진법' 일부개정법률안이 최근 국회 본회의를 통과했다고 28일 밝혔다. 교통약자법 개정안은 장애인, 고령자 등 교통약자의 이동권을 보장하기 위해 재정 지원을 현행 시장·군수에서 자치구의 구청장으로 확대하도록 하는 것이 주요 내용이다. ▲ 국민의힘 황보승희 의원. ⓒ황보승희 의원실 특히 부산 중구와 영도구에만 65세 이상 고령자가 3만8000여명에 달하고 대부분이 고지대에 거주하고 있어 산복도로가 많은 부산지역의 특성상 대중교통 이용이 쉽지 않은 상황이다. 하지만 이번 법안이 통과됨에 따라 교통약자가 일반 차량과 택시를 이용할 경우 소요되는 비용을 자치구의 구청장도 지원할 수 있는 근거가 마련됐고 공포 후 6개월이 지나면 시행될 것으로 보인다. 이에 대해 황보승희 의원은 ""산복도로가 많은 중구, 영도구는 지하철 이용이 쉽지 않고 버스 노선도 부족한 곳이 많아 그동안 교통약자의 이동지원이 절실했는데 이번 개정안 통과로 대표공약 100원 택시를 본격 추진할 수 있게 됐다""며 ""교통약자의 이동권을 보장하는 근거 법안이 마련된 만큼 내년부터 사업을 원활하게 추진할 수 있도록 부산시, 자치구 관계 부서와 긴밀히 협의하겠다""고 말했다.[홍민지 기자(=부산)(bsnews4@pressian.co)]▶프레시안 CMS 정기후원▶네이버 프레시안 채널 구독 ▶프레시안 기사제보Copyrightsⓒ PRESSian.com 무단전재 및 재배포금지"
