,날짜,기사제목,기사내용
0,2021.01.21. 오후 1:37,"비영리스타트업 이유사회적협동조합, 교통약자 위한 서비스 '눈길'","자동 배차 시스템·무상카풀 등 다양한 솔루션 제공배리어프리 수요응답형교통서비스 등도 확대[서울경제] 교통약자들의 이동의 자유를 위해 설립된 비영리스타트업인 ‘이유 사회적협동조합’이 다양한 교통약자 솔루션을 제공해 눈길을 끈다.21일 부산창조경제혁신센터와 이유 사회적협동조합에 따르면 사회적협동조합은 교통약자들이 체감할 수 있는 다양한 맞춤형 서비스를 제공하고 있다. 사업 영역은 자동배차시스템, 교통약자 무상카풀, BF-DRT(배리어프리 수요응답형교통서비스) 등 모빌리티 부문, 임산부 안전벨트, 사업자협동조합 등 교통약자를 위한 사회복지 부문 그리고 이동의 자유 맵 사회공헌 부문이다.모빌리티 부문 중 자동배차시스템은 예약접수부터 예약현황, 통계정보, 통합관제까지 한 눈에 확인할 수 있다. 접수와 배차가 자동으로 이뤄지기 때문에 교통약자는 쉽고 편리한 서비스를 이용할 수 있고 운영기관은 배차·운영 효율을 높일 수 있다.특히 해당 시스템을 통해 출퇴근, 병원치료, 은행업무 등 이용자의 요구 조건에 맞게 기사가 대응할 수 있으며 기간별 주행건수, 주행거리, 이용인원, 이용시간 등 기사의 통계자료로 바로 확인이 가능해 차량 관리기관에도 편리하게 설계됐다.또 다른 모빌리티 사업으로는 국토교통부에서 주관하는 ‘스마트시티챌린지’ 사업에 부산시와 컨소시엄으로 참가해 ‘무장애 교통환경 구현’을 위한 ‘배리어프리 승차공유 플랫폼’(무상카풀 및 BF-DRT) 서비스를 부산지역에서 실증하고 있다.무상카풀이란 가족, 지인이 병원, 재활센터 등을 방문 시 앱을 통한 카풀로 함께 이동하는 서비스이다. BF-DRT란 교통약자가 주로 이용하는 병원, 복지관, 은행, 공공기관, 학교 등 거점시설을 기준으로 교통약자의 수요에 맞게 대중교통의 승·하차 지점을 탄력적으로 변경 운영하는 서비스이다.비영리스타트업인 ‘이유 사회적협동조합’ 관계자 등이 교통약자 이동의 자유를 위해 아우토크립트로부터 기증받은 이유카 1호 앞에서 기념촬영을 하고 있다./사진제공=이유 사회적협동조합사회복지 부문에서는 ‘임산부 안전벨트 공유사업, 장애인인식개선교육, 복지혜택 부정사용 방지를 위한 기술복지서비스’로 사업영역을 확대할 계획이다.사회공헌의 하나로는 ‘이동의 자유 맵 구축, PM 충전·재배치 서비스’ 사업을 추진한다. ‘이동의 자유 맵 구축’이란 복지관, 학교 등의 유관 기관과 함께 휠체어 이용자, 시각장애인 등 교통약자들이 이용 가능한 시설물 현황 및 시설물이 필요한 건물의 정보를 파악해 지도로 나타내는 사업이다. ‘PM 충전·재배치 서비스’ 는 공유킥보드의 충전·재배치를 지역의 마을기업, 협동조합 등과 연계함으로써 지역사회 일자리를 창출한다.협동조합은 서비스 출시 이후 지금까지 부산 북구에서 (보건복지부 지역사회 통합돌봄 선도사업) 재가 요양 노인 215명을 대상으로 병원 이동 동행 서비스 709건을 제공했다. 장애인생활이동지원센터를 통해 시각장애인 1,103명, 이동서비스 4,293건을 제공했고 이중 1,190건에 달하는 승차공유 서비스를 통해 5,483명을 이동했다.그 결과, 2.460만5,510원의 이동비용을 줄였으며 2,755㎏·CO2·eq/㎞ 온실가스 배출량을 감소시켰다. 이를 토대로 올해 경기도 35곳, 충청도 16곳의 장애인이동지원센터에도 서비스 제공을 확대한다는 계획이다. 목표는 2023년까지 전국 12만대의 차량에 서비스를 제공하는 것으로 정했다.이유 사회적협동조합은 부산창조경제혁신센터에서 운영하는 B.Cube 6기 입주기업으로 지난해 4월 선정됐다. 입주기업에 선정되면 사무공간 무상지원과 각종 센터 지원사업과의 연계, 그리고 네트워킹 및 연말 데모데이 개최를 통해 투자연계를 지원 받는다./부산=조원진기자 bscity@sedaily.com▶ 상위 1% 투자자 픽! [주식 초고수는 지금]▶ 전문가에게 듣는 성공 방정식 [투자의 창]▶ 네이버 채널에서 '서울경제' 구독해주세요!저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지		"
1,2021.01.25. 오후 1:50,"""부산시 산하 공공기관 장애인의무고용 안 지켜""","의무고용율 지키지 않아 지난 5년 간 부담금 5억4천만원 납부[부산CBS 박중석 기자]부산시의회 윤지영 의원. 의원실 제공부산시 산하 공공기관들이 장애인법정고용률을 준수하지 않아 최근 5년간 5억원이 넘는 고용부담금을 부담한 것으로 드러났다. 부산시의회 윤지영 의원(국민의힘·비례대표)에 따르면 상시근로자 수 50인 이상인 부산시 산하 18개 공사·공단, 출자·출연기관 중 44.4%인 8곳이 장애인의무고용비율(3.4%)을 준수하지 않고 있는 것으로 나타났다. 관련법상 상시 근로자 수 50인 이상 시설은 장애인의무고용률 3.4%를 지켜야 하며 100인 이상 시설에서 이를 어기면 장애인고용부담금을 납부해야 한다. 먼저, 지난해 4분기 기준 장애인의무고용률을 준수하지 못한 50인 이상 시 사하 시설은 부산산업과학혁신원, 부산문화재단, 부산문화회관, 벡스코, 부산신용보증재단, 부산정보산업진흥원, 영화의전당, 부산테크노파크 등이었다.  또, 벡스코, 부산연구원, 부산신용보증재단, 부산관광공사, 부산경제진흥원, 부산테크노파크, 스포원, 부산의료원, 부산교통공사 등은 최근 5년 사이 장애인의무고용율을 지키지 못해 장애인고용부담금을 납부한 것으로 나타났다. 5년 동안 이들 기관이 낸 부담금은 5억4천여만원에 달한다. 윤 의원은 ""부산시 산하 공사·공단, 출자·출연기관의 보다 적극적인 장애인고용 노력이 필요하다""고 말했다.▶ 확 달라진 노컷뉴스▶ 클릭 한 번이면 노컷뉴스 구독!▶ 보다 나은 세상, 노컷브이와 함께jspark@cbs.co.kr저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지		"
2,2021.01.25. 오후 7:34,'시각장애인 위한 AI 내비' 아이디어 어때요?,"김도휘씨 등 부경대 학생 4명'AI 아이디어 경진대회' 대상 부경대 김도휘, 윤지미, 강민지, 오정민 학생(왼쪽부터). 부경대 제공 부경대는 부산시가 주최한 '제2회 대학생 동아리 인공지능(AI) 아이디어 경진대회'에서 이 학교 김도휘·오정민(이상 기계설계3), 윤지미(융합디스플레이4), 강민지(제어계측3)씨로 구성한 팀이 대상을 받았다고 25일 밝혔다.   이들은 '시각장애인 맞춤형 AI 내비게이션 개발' 아이디어를 제출, 대회 참가팀 가운데 가장 우수한 평가를 받았다. 이 아이디어는 시각장애인이 목적지까지 안전하게 이동하도록 안내해주는 내비게이션 애플리케이션 개발 방안을 제시했다.   이들은 점자블록이나 음향신호기 등 안내시설이 관리소홀 등으로 제 기능을 내지 못하면 시각장애인들이 길을 찾아갈 때 어려움을 겪는 데 착안, 자신의 현재 위치를 비롯해 신호등 인지 및 안내, 위험요소 분석, 대중교통 이용 등 정보를 제공하도록 애플리케이션을 설계했다.   이를 위해 로드스캐너와 디지털맵핑 기술을 이용해 보행경로상황을 탐지하고, 카메라로 주변상황 인식, GPS로 보행자 위치를 분석해 입체음향으로 안내할 수 있도록 했다.   또 신호등 센서와 스마트폰을 연동해 신호등의 색깔과 남은 시간을 알려주고, 버스를 이용할 때는 탑승할 버스의 현재 위치와 도착 위치, 하차 정류장 안내 등 정보도 제공한다.   한편, 이번 경진대회는 1차 아이디어 제안을 통해 20개팀을 선발한 뒤 40일간 아이디어 구체화를 위한 활동을 하며 보고서 및 발표자료를 제작하고 최종 심사를 거치는 방식으로 진행됐다. 대상인 부경대 팀을 비롯해 모두 9개의 인공지능 아이디어가 수상했다.  bsk730@fnnews.com 권병석 기자 ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ '아는 척'하고 싶은 당신을 위한 [두유노우]▶ 날로먹고 구워먹는 금융이슈 [파인애플]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지		"
3,2021.01.28. 오후 6:05,세종시 장애인 콜택시 운영 방안 개선한다,"차량 증차, 위탁기관 변경, 바우처 택시 도입 등[김규철 기자(pressianjungbu@pressian.com)]▲김태오 세종시 건설교통국장이 28일 가진 정례 브리핑에서 장애인 콜택시 운영 개산방안에 대해 밝히고 있다 ⓒ세종시세종특별자치시가 지난해 갈등을 빚은 장애인 콜택시의 원활한 운영을 위해 다양한 방안을 제시했다. 김태오 세종시 건설교통국장은 28일 정례브리핑에서 “올해 장애인 콜택시 차량 6대를 새로 도입해 휠체어 전용차량 20대, 일반차량 2대 모두 22대를 운영할 계획”이라며 “이로써 ‘대중교통 이용에 불편을 겪는 중증장애인’ 110명당 1대를 확보함으로써, 인구 30만 명 이상의 도시 중 장애인수 대비 가장 많은 차량을 보유하게 될 것”이라고 밝혔다. 또한 “장애인 콜택시 외 교통약자들을 위한 대체이동수단을 확충해달라는 요청에 따라 일반택시를 이용하면 시가 일반택시와 장애인콜택시의 차액을 지원해주는 바우처택시를 도입하기로 했다”며 “바우처 택시는 서울·부산·대전 등 타 지자체의 사례를 참고해 세종시에 적합한 방식으로 추진하겠다”고 말했다. 이어 “조치원에 위치한 장애인 콜택시의 차고지를 신도시에 추가 설치해 조치원과 신도시 간 공차운행을 최소화하고, 주말의 경우 장애인 콜택시 운행은 평일 대비 50% 수준으로 운영해왔으나 운전원을 추가 채용해 주말운행 비율을 10% 이상 늘리고 향후 수요에 따라 운행비율을 높여나가겠다”고 덧붙였다. 특히 즉시콜 도입과 장애인콜택시 24시간 운영에 대해 김 국장은 “현재 세종시 장애인 콜택시 예약은 이용 2일 전부터 10분 전까지 가능하며 이는 ‘즉시콜’과 큰 차이가 없고 장애인 콜택시 24시간 운영도 현재 밤 10시 이후 이용자가 월평균 11명에 불과한 실정으로 실효성을 두루 고려해 검토하겠다”며 신중한 입장을 보였다. 김 국장은 “시는 장애인콜택시 운영을 개선하기 위해 예산을 지난해보다 70% 증가한 23억 1000만 원을 확보했으며 구체적인 개선 방안을 확정하기 위해 장애인단체 및 시민사회단체와 소통, 협의하고 있다”고 설명했다. 장애인 콜택시 위탁기관 변경에 대해 김 국장은 “장애인단체 등을 중심으로 공공성을 강화하기 위해 시 산하기관으로 즉시 이관해야 한다는 요구가 있지만 세종시 산하 공사·공단 등 공공기관이 출범한지 얼마 되지 않은데다 업무영역이 계속 늘어나 조직을 안정시키고 고유업무에 집중하는 것이 시급한 실정으로 이들 기관에 즉시 이관하여 직영하는 것은 쉽지 않은 상황”이라며 “이에 시는 현재 시의회 동의를 받은 바와 같이 우선 3년간 민간에 위탁하여 서비스 개선 방안을 실현하고 사업을 안정화시킨 후 위탁 효과 등을 면밀히 분석·평가하여 공공기관 직영 여부를 검토하겠다”고 밝혔다. 김 국장은 “민간위탁의 ‘민간’에는 시 산하 공사·공단, 운수업체, 민간 비영리기관 등이 모두 포함되는 것으로 이번 민간위탁 공모에 세종도시교통공사가 응하겠다는 의사를 밝혀왔다”며 “다만 교통공사측은 기존 운전원들과의 형평성, 채용절차의 공정성, 고용노동부·행정안전부 등 중앙부처의 지침 등을 감안해 운전원 채용시 외부기관이 주관하는 인성검사, 운전실기테스트 등 기존 교통공사 운전원에 준하는 채용절차와 급여체계에 따르는 것이 바람직하다는 입장”이라고 소개했다. 특히 “교통공사는 장애인 콜택시에서 성실하게 근무해온 종사자를 위해 합리적인 수준에서 채용 때 가산점 제공 등 우대조건을 제시한 바 있다”며 “다만 교통공사로 민간이관을 확정한 것은 아니며, 공모 진행 과정에서 외부위원의 엄격한 심사와 평가에 따라 수탁기관을 선정할 것”이라고 입장을 정리했다. 김 국장은 “시는 교통약자들이 보다 편리하고 안정적으로 장애인 콜택시를 이용할 수 있도록 장애인 콜택시 이용자와 시민들이 공감할 수 있는 방향으로 상반기 중에 위탁기관을 확정하고 증차와 배차확대 등 서비스 개선을 추진하겠다”고 말했다. 한편 세종시는 지난 2009년부터 민간위탁 방식으로 장애인 콜택시 서비스를 운영해왔으며 지난해까지 휠체어 전용차량 16대 등 총 17대의 차량을 오전 6시부터 밤 12시까지 운행하고 있으며, 1일 평균 120명이 이용하고 있다. [김규철 기자(pressianjungbu@pressian.com)]▶프레시안 CMS 정기후원▶네이버 프레시안 채널 구독 ▶프레시안 기사제보Copyrightsⓒ PRESSian.com 무단전재 및 재배포금지"
4,2021.01.25. 오후 12:45,"부산교통공사, 비정규직 825명 정규직 전환","부산교통공사 본사 사옥 전경. 부산일보DB부산교통공사(사장 이종국)는 오는 4월부터 운영할 자회사의 정규직 전환 합격자를 발표했다.공사는 청소·기술유지보수·경비·콜센터 등의 업무를 위해 23개 용역업체에 분산된 업무를 자회사로 통합하고, 정규직 전환 대상 용역 근로자 825명을 1차 정규직으로 전환을 25일 확정했다.모집 분야별 합격자는 ▲청소분야 742명 ▲경비분야 27명 ▲기술분야 49명 ▲콜센터 7명이다. 이번 고용전환에서 장애인 시설에서 독립한 장애인, 중국 국적의 영주권자, 청소와 기술 분야에 부부가 지원해 합격하는 등 다양한 사연을 가진 직원들이 있어 눈길을 끌었다.이번에 발표한 합격자는 정부의 공공부문 비정규직 근로자 정규직 전환 지침에 따라 2017년 7월 20일 이전부터 현재까지 부산도시철도 용역업체에 종사한 비정규직 근로자로 정부 지침에 따라 평가의 공정성 확보를 위해 10~14종에 이르는 서류 심사를 거쳐 합격자를 결정했다.공사는 작년 7월 부산시의회 중재 및 8월 노사전문가협의기구 의결로 부산 도시철도 비정규직 근로자의 고용전환을 확정했고, 공공부문 최초로 노사 공동 고용전환추진TF를 구성하여 자회사 설립을 추진하고 있다.공사는 4월 1일 자회사 운영을 시작하면, 근로자들의 고용이 안정되고 업무의 전문성과 운영의 효율성이 강화됨으로써 부산도시철도의 안전과 서비스가 증대할 것으로 보인다.부산교통공사 이종국 사장은 “부산도시철도 비정규직 근로자들이 공공부문의 좋은 일자리로 고용 전환되어 코로나19로 어려움을 겪고 있는 취약계층에 희망을 줄 수 있게 되었다”며, “공정하고 투명한 채용 절차를 거쳐 전국에서 가장 모범적인 자회사를 설립하고 운영하겠다”고 밝혔다.김성현 기자 kksh@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ '짐승의 삶'...살아서 나와도 사는 게 아니었다▶ 부산일보 홈 바로가기"
5,2021.01.04. 오후 4:31,부산역 경유 해외입국자 긴급수송 3만 명 돌파 …2차 감염 없이 안전한 수송,"			부산시가 교통약자 및 장애인 수송차량인 ‘두리발’ 등을 이용해 해외입국자를 안전하게 수송한 인원이 3만 명을 돌파했다. 부산시는 해외에서 유입되는 신종 코로나바이러스 감염증(코로나19) 차단을 위해 지금까지 부산역을 경유한 해외입국자 3만 명 이상을 긴급수송했다고 4일 밝혔다. 시는 지난해 3월 28일 부산역에 비상수송지원반을 운영해 76일 만에 해외입국자 1만 명을, 270일 만에 3만12명을 수송했다고 설명했다. 이 중 교통약자 전용 차량인 ‘두리발’을 이용해 수송한 인원은 1만7160명이다. 자가용으로 수송한 인원은 8727명, 구급차 탑승이나 도보 등 기타 수송 인원은 4125명이다.특히 시는 ‘두리발’의 운휴 차량을 이용해 운전자와 파견 공무원들이 각종 코로나19 방호장비를 갖추고 해외입국자가 부산역에 도착하면 자택까지 안전하게 수송해 해외유입 코로나19 감염 차단을 위해 노력해왔다. 부산역을 경유한 해외입국자 중 55명이 확진 판정을 받았으나 철저한 방역과 입국자 간의 거리두기 등으로 2차 감염자는 발생하지 않았다. 해외입국자 특별 교통수단인 두리발은 코로나19에 대응하는 대표 모범사례로 2차례나 중앙재난안전대책본부에서 소개된 바 있다.변성완 부산시장 권한대행은 “3만 명이 넘는 해외입국자를 수송하면서 단 한 차례도 2차 감염이 발생하지 않았다는 점은 매우 고무적”이라며 “앞으로도 코로나19 지역사회 확산을 방지할 수 있도록 방역수칙을 철저히 준수해 수송을 지원하겠다”고 말했다. 부산=김기현 기자[ 문화닷컴 바로가기 | 문화일보가 직접 편집한 뉴스 채널 | 모바일 웹 ][Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지(구독신청:02)3701-5555)]		"
6,2021.01.03. 오전 9:30,부산도시철도 2호선 임산부 배려석 분홍색으로 바꾼다,"부산도시철도 임산부 배려석 기부협약 체결식[부산교통공사 제공. 재판매 및 DB 금지]    (부산=연합뉴스) 김선호 기자 = 부산도시철도 2호선 임산부 좌석이 눈에 띄는 분홍색으로 바뀐다.    부산교통공사는 최근 롯데쇼핑과 도시철도를 이용하는 임산부 이동을 돕기 위한 업무협약을 체결했다고 3일 밝혔다.    이번 협약에 따라 롯데쇼핑은 사회공헌 프로그램 캠페인 수익금으로 도시철도 2호선 임산부 배려석 시트를 분홍색으로 바꾼다.    부산교통공사는 2009년부터 장애인, 노인 등 교통 약자 지정석과는 별개로 임산부 배려석을 운영해왔다. 2017년에는 도시철도 운영기관 중 처음으로 임산부가 발신기를 가지고 전동차에 타면 좌석에서 불빛이 나고 음성 안내가 나오는 '핑크라이트' 시스템을 도입하기도 했다.    공사는 이번 협약으로 발신기를 소지하지 않은 임산부도 배려석을 잘 이용할 수 있을 것으로 기대했다. wink@yna.co.kr▶네이버에서도 뉴스는 연합뉴스[구독 클릭]▶[팩트체크]검찰총장의 '벌금수배 해제'는 월권?▶제보하기<저작권자(c) 연합뉴스(https://www.yna.co.kr/), 무단 전재-재배포 금지>		"
7,2021.01.08. 오전 11:36,"이언주 “부·울·경 통합교통공사 설립, 택시사업구역 광역화""","교통 통합, 행정 통합 추진… 버스·지하철·택시 통합 운영[부산=뉴시스] 국민의힘 이언주 예비후보가 부산개인택시조합 방문하여 부산·울산·경남 통합교통공사 설립을 언급했다. (사진= 이언주 예비후보 제공)[부산=뉴시스] 제갈수만 기자 = 4월 치러지는 부산시장 보궐선거에 출마를 선언한 이언주 국민의힘 예비후보는 8일 “부산·울산·경남 통합교통공사를 설립하겠다”고 밝혔다. 이 예비후보는 현재 ""행정구역 통합보다 교통통합이 먼저다. 미국 보스턴의 사례와 같이 모든 버스노선, 지하철노선과 택시 사업구역을 통합해서 운영해야 한다”며 “부산시·울산시·경남도의 생활권 자체가 한덩어리로 광역화했기 때문에 그에 맞춰 택시 사업구역도 광역화하겠다”고 제시했다.  이 예비후보는 지난 7일 오후 부산시개인택시운송사업조합 본부를 찾아 조합 간부들과 간담회를 가진 자리에서 이 같은 뜻을 밝혔다. 그는 이날 개인택시조합의 건의사항을 청취하고 이에 대한 상세한 답변을 내놓았다. 향후 택시 관련 정책 운용 방향에 대해서도 설명했다. 이 예비후보는 택시 사업구역 광역화와 관련, “부산·울산·경남지역 통합교통공사를 설립해 교통 체계를 통합하겠다”면서 “합의가 되는 지자체를 우선으로 하되, 산하단체를 공사가 지배하는 방식이 아닌 소프트웨어 경영 기획과 업무 지원을 중심으로 하는 공사 형태로 만들어서 환승 시스템을 개발하고 투자구조를 짜는 형태로 운영하겠다”고 밝혔다. 그는 “단체장의 역량과 재량에 달린 일”이라면서 “생활권이 확대됐기에 광역화하는 것이 타당하다. 부·울·경 환승체계를 통합해 장거리 출퇴근을 하는 부·울·경 주민들의 고통을 덜어 드리겠다”고 약속했다. 또 택시선진화사업(노후차량 대차비용 지원)에 대해서는 “기준에 도달한 사업용 자동차들이 많다”며 “조합의 건의 내용을 반영해 해당 사항을 추진하겠다”고 밝혔다. 이 예비후보는 LPG 셀프충전소 도입을 위한 규제 완화 문제에 대해서는 “인건비가 비싸기 때문에 셀프 충전소 운영이 불가피한데, 시민과 이용자들을 위해선 규제완화가 필수라고 생각한다”며 “제가 에너지 기업 상무였기에 해당 분야를 잘 안다. 빨리 해결하겠다”고 밝혔다. [부산=뉴시스] 제갈수만 기자 = 부산시장 보궐선거 출마를 선언한 이언주 전 의원이 7일 오후 부산 연제구 부산시의회에서 3호 공약을 발표하고 있다. 2021.01.07. jgsm@newsis.com중앙버스전용차로(BRT) 택시 통행 허용 문제에 대해서는 “전면 재검토하겠다. 폐지가 좀 너무 나간다 싶으면 폐지는 타협안으로 해서 BRT 가변차선 운영을 추진하겠다”며 “차량 통행 통제에 빅데이터를 접목해 가변차선으로 운영하고, 서로 간의 불편함을 최소화하겠다”고 공약했다. 택시요금 조정 주기 정례화 문제에 대한 질문에 이 예비후보는 “원가 반영이 안 되는 것이 건의의 요지 같은데, 합리적으로 원가 인상 요인이 발생할 때마다 조합과 합의해 정례화해 조정하겠다”며 “이해관계자들과 주기적인 회의를 통해 행정을 펼쳐 나가겠다""고 말했다. 그는 개인택시 부제 규제 근거 마련 문제와 관련, “택시 부제는 과거 국가주의 내지는 권위주의 체제의 산물이고, 일방적으로 무슨 일이 있을 때마다 부제 명령하면 택시들이 다 들어야 하는 것은 옳지 않다”며 “본인들의 사업비용으로 운영하는 개별사업자인데 긴급명령의 형태를 띠어야 하는 수시적 부제는 심각한 문제""라고 지적했다. 플랫폼 운송 가맹사업 관련 개선점에 대해서는 “'타다' 같은 경우 말이 플랫폼 운송 가맹사업이지 실질은 그냥 유사택시다. 개인차량이 아니지 않는가. 기존 택시와 협의해서 상생할 수 있는 방향을 만들어내야 한다”며 “면허 따기 위해 희생하고 진입장벽 있는 시장에 들어온 것인데 보상이 없는 것은 무책임한 행정이다. 보상 방안을 반드시 마련하겠다”고 밝혔다. 카카오 가맹수수료 문제도 지적했다. 이 예비후보는 “플랫폼 운송 가맹사업 앱들의 수수료 문제가 등장하고 있는데, 독점적인 지위를 가진 회사에게 기사님들이 끌려다니는 상황에는 개입이 불가피하다고 본다”며 “적정 수수료를 딱 정할 순 없지만 기사님들과 사업자들을 독점으로부터는 보호하는 방향으로 가겠다”고 공약했다. 부산시 공공앱 개발에 대한 의견도 전했다. 이 예비후보는 “4차 산업혁명은 이제 우리 실생활 속에 들어와 있다. 공공에서 함께 만들어서 제공하고 기술 발달을 활용하면 된다”며 “보다 선진적인 첨단 기술이 있으면 다른 나라 것이라도 그것들을 통해 기사님들이 좀 더 많은 수익을 내는 방향으로 운용하겠다”고 말했다. 장애인 특별교통수단 개인택시조합 위탁 환원에 대해서는 “절차를 살펴보겠다”고 답했다. 김호덕 부산개인택시운송사업조합 대표는 “시에 별도의 예산 편성을 부탁하는 것은 택시 선진화 사업을 제외하고는 없다. 노후차량 폐차를 가장 먼저 한 곳이 광주와 제주도인데 해당 지자체들은 재정자립도가 부산과 비슷하거나 더 못한 수준”이라며 “이를 참고해서 지원을 부탁드린다”고 요청했다. 이 예비후보는 이에 대해 “제가 한 번 시작하면 끝장을 보는 의원으로 유명했다. 문제를 해결하기 위한 실천을 가장 중요하게 생각한다""며 “적어도 1년에 한두 번 정도는 직접 대화하는 자리를 만들어서 열심히 일하겠다”고 말했다.☞공감언론 뉴시스 jgsm@newsis.com▶ 네이버에서 뉴시스 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>		"
8,2021.01.06. 오전 3:04,부산 장애인 콜택시 ‘두리발’ 코로나19 차단에 한몫… 해외입국자 3만명 수송,"			부산지역 장애인 콜택시 ‘두리발’이 신종 코로나바이러스 감염증(코로나19) 차단에 한몫을 단단히 수행하고 있는 것으로 나타났다.   5일 부산시에 따르면 두리발이 부산역을 통해 입국한 해외입국자 2만여명을 수송한 것으로 집계됐다.   시는 지난해 3월 28일부터 해외유입발 코로나19 감염 차단을 위해 부산역에 비상수송지원반 설치하고 두리발을 운영했다. 비상수송지원반 운영한 76일 만에 부산역을 경유한 해외입국자가 1만명을 돌파한 데 이어, 270일째 3만명을 돌파했다.   지금까지 부산역을 경유한 해외입국자는 총 3만12명이며, 이 중 두리발을 통해 수송한 인원은 1만7160명이다. 나머지는 자가용 8727명, 구급차를 타거나 도보로 이동한 인원 4125명으로 나타났다.   두리발 운휴차량을 이용해 해외입국자 전용 교통수단을 마련하면서 약 5억원의 예산 절감 효과를 거뒀다고 부산시는 설명했다.   특히 비상수송지원반 운영을 위해 △부산시 직원 2440명 △부산시설공단 직원 1006명 △두리발 운전기사 3488명 △경찰 1268명 △철도경찰 540명 등 총 8742명이 동원됐다.   부산역을 경유한 해외입국자 중 55명이 확진 판정을 받았으나, 철저한 방역과 입국자 간 거리 두기, 직원들의 개인위생 관리로 2차 감염자는 단 1명도 발생하지 않았다.   변성완 부산시장 권한대행은 “3만명이 넘는 해외입국자를 수송하면서 단 한 차례도 2차 감염이 발생하지 않았다는 점은 매우 고무적”이라며 “코로나19 지역사회 확산을 방지를 위해 방역수칙을 철저히 준수하면서 수송을 지원할 것”이라고 강조했다.   부산=오성택 기자 fivestar@segye.comⓒ 세상을 보는 눈, 세계일보"
9,2021.01.31. 오후 2:56,오늘의 인사 종합,"			[이데일리 편집국] ○문화체육관광부 ◇고위공무원 승진 △국립어린이청소년도서관장 이신호 △국립전주박물관장 홍진근 ◇고위공무원 전보 △문화예술정책실 예술정책관 윤성천 △콘텐츠정책국장 김영수 △저작권국장 이수명 △국립중앙도서관 기획연수부장 김일환 ◇과장급 전보 △국립중앙도서관 기획총괄과장 최원석○산업통상자원부 ◇국장급 승진 △국가기후환경회의 사무처예방지원국장 이재근 ◇과장급 전보 △중견기업정책과장 심진수 △자유무역협정협상총괄과장 최세나 △해외투자과장 김범수 △홍보지원팀장 김태훈○과학기술정보통신부 ◇국장급 승진 및 파견 △우정사업본부 보험사업단장 박인환 △국방대학교 교육파견 황판식 △국가공무원인재개발원 교육파견 한형주 ◇3급 승진 및 파견 △4차산업혁명위원회지원단 파견 이재형 △통일교육원 교육파견 김영문 ◇과장급 인사 △성과평가정책과장 이은영 △평가심사과장 현영목 △전파방송관리과장 조민영○통일부 ◇고위공무원 승진 임용 △고공단 나급 김상국 ◇과장급 파견(인사교류) △강원도 남북교류과장 박용주 ○보건복지부 ◇국장급 △사회서비스정책관 임호근 △국방대 파견 최홍석 △국가공무원인재개발원 파견 이스란 ◇과장급 △기획조정담당관 임대식 △재정운용담당관 김일열 △복지정책과장 권병기 △장애인서비스과장 백형기 △차세대사회보장정보시스템구축추진단장 장호연 △한의약정책과장 장재원 △건강정책과장 고형우 △첨단재생의료 및 첨단바이오의약품 심의위원회 사무국장 황승현 ◇부이사관 승진 △노인정책과장 손일룡 △요양보험제도과장 임혜성 △보육정책과장 방석배 △보험평가과장 정영기○ 해양수산부 ◇실장급 전보 △기획조정실장 엄기두 ◇국장급 전보 △해사안전국장 황종우 △항만국장 이철조 △대변인 송명달 △해양환경정책관 윤현수 ○국토교통부 ◇과장급 전보 △해외건설정책과장 오성익 △건축안전과장 오진수 △대전지방국토관리청 건설안전국장 박해규 △서울지방항공청 공항시설국장 백진호 ○여성가족부 ◇과장급 승진 △정보통계담당관 이정애 ○행정안전부 ◇실장급 승진 △부산광역시 행정부시장 이병진 ◇국장급 전보 △인천광역시 기획조정실장 여중협 △광주광역시 기획조정실장 문영훈 ◇과장급 임용 △행정한류담당관 엄현숙○헌법재판소 ◇신규 임명 △헌법연구관보 박소연 이영주 ○금융위원회 ◇과장급 전보 △혁신기획재정담당관 진선영 △감사담당관 강석민 ○법제처 ◇과장급 승진 △행정법제국 법제관 송유경김기덕 (kiduk@edaily.co.kr)▶ #24시간 빠른 #미리보는 뉴스 #eNews+▶ 네이버에서 '이데일리 뉴스'를 만나보세요▶ 빡침해소, 청춘뉘우스 '스냅타임'＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
