,날짜,기사제목,기사내용
0,2019.10.28. 오후 9:49,휠체어 장애인 “고속버스 타니 눈물나게 반갑네”,"ㆍ휠체어 탑승 고속버스, 시범 운행하던 날ㆍ법 시행 13년 만에 투쟁 결실…서울~부산 등 4개 노선 운행ㆍ개조 버스에 2대 탑승 가능…“시외·마을버스에도 도입을”전윤선 한국접근가능한관광네트워크 대표가 28일 서울 강남고속버스터미널에서 휠체어에 탄 채 강원도 강릉행 고속버스에 탑승하고 있다. 김영민 기자전윤선 사단법인 한국접근가능한관광네트워크 대표는 떨리는 마음을 숨기지 못했다. 28일 낮 12시쯤 서울 서초구 고속버스터미널 ‘휠체어 버스 탑승장’ 앞에 대기한 버스 중앙에서 문이 열리더니 휠체어를 수직 이동시킬 수 있는 승강장치가 나왔다. “강원도 강릉에는 30여년 전쯤 걸어다닐 때 버스 타고 간 게 전부예요. 휠체어를 이용하면서부터 ‘생전에 고속버스 탈 수 있을까’ 했죠. 오늘 드디어 타게 돼 너무 기뻐요.” 문경희 세종장애인인권연대 대표가 함께 버스에 올랐다. 강릉은 문 대표 아버지의 고향이다. 문 대표는 어렸을 때 어머니 등에 업혀서 탄 이후 혼자 고속버스를 타는 게 처음이다. 이들은 경포대 바다를 보고 서울로 돌아왔다.이날 휠체어 탑승 고속버스가 시범운영에 들어갔다. 2006년 ‘교통약자 이동편의증진법’이 시행된 지 13년 만이다. 이날부터 3개월간 서울~부산, 서울~강릉, 서울~전주, 서울~당진 4개 노선에서 시범운행한다. 휠체어 버스는 10개 버스업체에서 1대씩 마련했다. 개조 버스에 휠체어 2대가 탈 수 있다. 승강장치를 타고 휠체어가 버스에 오르면 기사가 바퀴와 바닥을 안전장치로 연결한다. 승객의 어깨와 배 쪽에도 안전벨트를 채운다. 휠체어 버스 탑승장에서 장애인 승객이 먼저 탄 후 기존 탑승장으로 이동해 비장애인 승객이 승차한다.전국장애인차별철폐연대(전장연) 회원들은 휠체어 버스를 타는 전 대표와 문 대표를 보면서 기뻐했다. 승차에 앞서 전장연은 고속버스터미널 앞 광장에서 기자회견을 열고 “13년 만의 휠체어 탑승 고속버스 시범사업이 눈물나게 반갑다”고 했다. 이들은 장애인도 시외로 이동할 수 있는 기반이 만들어졌다고 평가했다. 오랜 투쟁 끝에 획득한 권리다. 최용기 한국장애인자립생활센터협의회 회장은 “우리는 설과 추석만 되면 서울고속버스터미널, 남부터미널, 동서울터미널에서 이동권 투쟁을 해왔다”고 말했다. 문애린 서울장애인차별철폐연대 활동가도 “장애인 이동권 투쟁을 시작한 지 20년 만에 드디어 시외로 이동할 수 있게 됐다”고 했다.전장연은 시범사업의 문제점을 지적하며 이동권을 위한 예산 확대와 교통약자법 개정이 필요하다고 했다. 장애인들은 출발 3일 전 자정까지 예매를 해야 하고 비장애인과 분리해 타야 한다. 박김영희 장애인차별금지추진연대 공동대표는 “장애인은 배제되거나 분리되거나 거부돼서는 안된다”며 “분리 탑승으로 우리는 여전히 시외이동권에서 배제당하고 분리당하고 있다”고 말했다.전장연은 휠체어 탑승 고속버스를 대폭 늘리고 시외버스와 마을버스에도 휠체어가 탑승 가능한 모델을 도입해야 한다고 했다. 박경석 전국장애인야학협의회 이사장은 “2024년까지 모든 고속버스의 50%는 휠체어가 탑승 가능한 버스로 의무적으로 교체할 수 있도록 교통약자법을 개정해야 한다”고 말했다. 전장연은 “‘차별 없이 누구나 안전하고 편리하게 이용해 이동할 권리를 가진다’는 교통약자법의 가치를 예산을 핑계로 훼손해서는 안될 것”이라고 밝혔다.탁지영 기자 g0g0@kyunghyang.com▶ 네이버 메인에서 경향신문 받아보기 ▶ 두고 두고 읽는 뉴스 ▶ 인기 무료만화©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
1,2019.10.28. 오후 12:06,"휠체어 탑승 고속버스 시범운영 첫날…장애인단체 ""눈물 난다""","			3개월간 서울∼부산·강릉·전주·당진 노선 운행…""보완할 점 적지 않아""전국장애인차별철폐연대, 고속버스 휠체어 탑승 시범운영 맞아 기자회견(서울=연합뉴스) 정성조 기자 = 고속버스 휠체어 탑승 시범운영 첫날인 28일 오전 전국장애인차별철폐연대(전장연)는 서울 서초구 고속버스터미널 앞 광장에서 기자회견을 열었다. 전장연 회원들이 발언하고 있다. 2019.10.28(서울=연합뉴스) 정성조 기자 = ""철도가 없는 제 고향에 가기 위해서는 고속버스가 유일한 교통수단이지만, 저는 아직 고속버스를 타고 한 번도 내려가 본 적이 없습니다.""    전국장애인차별철폐연대(전장연)는 휠체어 탑승 고속버스가 시범운영에 들어간 28일 서울 서초구 고속버스터미널 앞 광장에서 기자회견을 열었다.    이날부터 3개월 동안 시범운행되는 노선은 서울∼부산, 서울∼강릉, 서울∼전주, 서울∼당진 등 4개 노선이다. 개조된 버스는 휠체어 2대를 실을 수 있다.    박경석 전장연 대표는 ""눈물이 난다""는 말로 회견을 시작했다. 그는 ""비록 고속버스 10대로 4군데 노선에 제한적으로 운행하지만 또다시 역사가 시작된 것""이라며 그간 관심을 기울여준 시민들과 국토교통부 등에 감사를 전했다.    귀향길에 고속버스를 탈 수 있고, 철도가 없는 곳으로도 여행할 수 있게 된 점을 환영하는 전장연 회원들의 발언도 이어졌다.     다만 전장연은 지체장애인이 고속버스에 타기 위해서는 출발 48시간 전에 예매해야 하고, 일반 승객과 다른 장소에서 30분 앞서 승차를 해야 하는 등 보완이 필요한 지점이 적지 않다는 입장이다.    또 올해 시범사업에만 13억원이 소요되는데 내년도 관련 예산이 13억원에 그쳐 고속버스 휠체어 탑승제도가 안착할 수 있을지도 불투명하다고 지적했다.    이밖에 전장연은 ▲ 시내버스의 대차·폐차시 저상버스 도입 의무화 ▲ 휠체어 탑승 가능 고속버스 50%까지 도입 ▲ 시내버스·마을버스·특별교통수단 등에 교통약자이동편의증진법(교통약자법) 적용 ▲ 광역이동지원센터와 교통약자 운송수단 운영비 지원 등을 법제화할 것을 요구했다.    아울러 올해 장애등급제가 폐지되면서 원래 장애등급에 따라 나뉘었던 이동권 기준을 다시 논의해야 한다고 덧붙였다. xing@yna.co.kr▶이 시각 연합뉴스 '핫뉴스'[클릭]▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥"
2,2019.10.28. 오후 1:13,'휠체어 버스'타고 강릉 감격…악수하는 장애인들,"(서울=뉴스1) 황덕현 기자 = '휠체어 탑승가능 고속버스' 시범사업 첫날인 28일 오전 서울 서초구 반포동 강남고속버스터미널 경부선 강릉행 버스에 장애인 2명이 첫 승차를 앞둔 가운데 박경석 전장연 공동상임대표가 탑승자와 악수하고 있다. 국토교통부는 이날부터 3개월간 서울↔부산, 서울↔강릉, 서울↔전주, 서울↔당진 4개 노선에 금호·한화·한일·동부·중앙·동양·천일·한양·충남·대원 등 10개 버스회사와 함께 사업을 한다고 밝혔다. 2019.10.28/뉴스1ace@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
3,2019.10.28. 오전 11:57,"휠체어 고속버스 환영하지만…장애인들 ""여전히 눈물 난다""","전장연 ""내년 예산증액 없어…구체적 로드맵 있어야""오늘부터 3개월간 서울·부산·강릉·당진 시범운행전국장애인차별철폐연대가 28일 오후 서울 서초구 반포동 강남고속버스터미널 경부선 광장에서 정부의 '제3차 교통약자 이동편의증진계획' 아래 추진 중인 '휠체어 탑승가능 고속버스' 시범사업을 반기면서 ""교통약자법 가치를 예산 문제로 훼손하지 말라＂고 기자회견을 열고 있다.  2019.10.28/뉴스1 © News1 황덕현 기자(서울=뉴스1) 황덕현 기자 = 전국장애인차별철폐연대(전장연)가 정부의 '제3차 교통약자 이동편의증진계획' 아래 추진 중인 '휠체어 탑승가능 고속버스' 시범사업에 환영하면서도 기획재정부에 ""교통약자법 가치를 예산 문제로 훼손하지 말라""고 주장했다.전장연은 28일 오후 서울 서초구 반포동 강남고속버스터미널 경부선 광장에서 기자회견을 열고 이같이 밝혔다.전장연 회원 중 2명은 이날 휠체어가 탑승할 수 있도록 개조된 고속버스에 활동보조원 2명과 함께 타고 강원 강릉을 향한다. 이는 전장연과 국토교통부가 2017년 9월 '함께 누리는 교통, 누구나 편리한 교통을 위한 교통약자 이동권 보장정책 공동발표' 후속대책으로 이뤄지는 시범사업이다.국토부는 이날부터 3개월간 서울↔부산, 서울↔강릉, 서울↔전주, 서울↔당진 4개 노선에 금호·한화·한일·동부·중앙·동양·천일·한양·충남·대원 등 10개 버스회사가 참여해 사업이 이뤄졌다고 밝혔다.전장연은 포기하지 않고 함께 투쟁한 동지와, 협력해 준 국토교통부에 감사의 뜻을 표하면서도 ""여전히 (기쁨과 분노의) 눈물이 난다""고 밝혔다. 2006년 교통약자이동편의증진법(교통약자법) 시행 뒤 '장애인이 이동할 권리'의 저항과 투쟁 13년 만에 결실을 맺었지만 2020년 예산안에 해당 부분 예산 증액이 없이 올해와 같은 13억4000만원만 책정됐기 때문이다.이에 박김영희 장애인차별금지추진연대 공동대표는 ""휠체어 탑승 가능 고속버스에 대한 구체적인 예산반영과 운영에 대한 로드맵이 있어야 한다""며 ""2020년 이후 본 사업으로 전환한다는 정부의 계획이 과연 실천 의지가 있는 것인지 의문""이라고 비판했다.박경석 전장연 상임공동대표는 ""추상적인 바람만 내놓고 싶지 않다""면서 ""시외버스, 마을버스는 휠체어를 이용하지 못하고 있는데 쓰레기통에 휴지처럼 내팽개쳐진 장애인의 이동권을 (앞으로도) 바라만 보고 있지 않겠다""고 강조했다. 그는 예산과 관련해서도 ""돈줄을 쥐고 권리를 무시하는 기획재정부를 향해 분노하고 싸울 것""이라고 덧붙였다.전장연은 휠체어 버스의 48시간 이전 예약 불편, 휴게소 휴게시간 문제, 비장애인과 분리 탑승 등 문제를 지적하면서 ""향후 5년 이내에 전국 고속버스 50%를 휠체어 탑승가능한 고속버스로 도입할 것""도 촉구했다.자유발언에 나선 한 장애인은 ""철도, 열차가 없는 고향 전북 부안은 고속버스만이 유일한 교통수단인데 아직까지 버스를 타고 단 1번도 고향에 가지 못했다. 이번 사업이 제대로 이뤄져 고향에 버스로 가고 싶다""고 토로하기도 했다.또 전장연은 국토교통부에 교통약자법을 개정해 장애인들의 이동권과 관련해 Δ시내버스 대·폐차버스 때 저상버스 도입 의무화 Δ교통약자법에 휠체어탑승 가능 고속버스 50% 도입 명시 Δ광역이동지원센터 설치 및 운영비 지원 Δ장애등급제 폐지에 다른 장애인 이동권 기준 마련도 함께 주문했다.ace@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
4,2019.10.28. 오후 2:45,"부산시, 초대형 저상버스 운행 개시","20ㆍ24ㆍ27번… 출퇴근 시간 집중출입문 3개… 최대 90명까지 탑승부산시 초대형 27번 버스. 부산시 제공부산시는 출퇴근 시간과 등하교 시간대 승객이 많은 3개 버스 노선에 출입문이 3개 달린 저상버스 3대를 투입해 28일부터 본격 운행에 들어갔다고 밝혔다. 부산시는 우선 노선 혼잡도가 높고, 출퇴근 시간대에 탑승객이 몰려 탑승 지연 등 불편이 있는 20번(용호동~서면)과 24번(용호동~서면), 27번(용호동~충무동) 노선에 저상버스를 투입했다. 이들 노선은 평소 출퇴근 승객뿐만 아니라 경성대, 부경대 등교 학생까지 몰려 버스 이용 불편 민원이 많은 구간이다.이번에 투입되는 저상버스는 기존 2개였던 출입문이 3개로 늘어나 그간 출퇴근 시간대 혼잡으로 버스 이용에 불편을 느꼈던 시민들의 쉽게 승ㆍ하차를 할 수 있을 것을 기대된다. 또한 전장도 기존 버스보다 1.1m가 늘어난 12m로, 최대 90명(입석 포함)까지 탑승할 수 있다.교통약자의 편의성도 한층 강화됐다. 정차 시 계단 없이 탑승자 쪽으로 7~8cm 기울이는 닐링 시스템(Kneeling System)이 적용돼 휠체어를 탄 노약자와 장애인도 타인의 도움 없이 편리하게 승ㆍ하차할 수 있다. 버스 한 대당 휠체어는 2대, 어린이 유모차는 4대까지 탑승할 수 있어 교통약자도 편리하게 버스를 이용할 수 있다.부산시 관계자는 “시민들의 대중교통 이용 불편을 해소하기 위해 초대형 버스를 도입했다”며 “앞으로 버스를 운행하면서 승객 만족도 등을 분석, 과밀노선에 확대 도입하는 등 대중교통의 편리성과 효율성을 높일 수 있도록 노력하겠다” 고 말했다. 목상균 기자 sgmok@hankookilbo.com▶[한국일보 페이스북 친구맺기] [한국일보 홈 바로가기]▶네이버 채널에서 한국일보를 구독하세요!"
5,2019.10.21. 오전 11:54,"기아차 초록여행, 장애인 제주여행 활성화 지원","【서울=뉴시스】박주연 기자 = 기아자동차 초록여행이 장애인들의 제주여행을 지원한다. 기아차는 전문여행사 두리함께와 지난 18일 장애인 제주여행 활성화를 위한 '초록여행-제주서비스' 협약식을 가졌다고 21일 밝혔다.이번 협약식은 그동안 수도권(서울·성남)과 영남권(부산), 호남권(광주), 충청권(대전), 강원권(강릉) 등 내륙중심으로 운영되던 초록여행을 제주지역까지 확대 운영함으로써 교통약자들의 이동권을 높이기 위해 이뤄졌다.협약에 따라 기아차는 다음달부터 매주(금~일) 제주로 떠나는 장애인가정 여행을 지원한다. 해당 서비스를 이용하고자 하는 장애인가정은 초록여행 사이트에서 간단한 회원 가입 후 예약신청을 하면 된다. 예약은 선착순이며, 가정당 최대 4인으로 구성돼야 한다. 기아차는 초록여행 홈페이지를 통한 예약시스템을 운영하며, 두리함께는 휠체어를 이용하여 차량에 승차 가능하도록 특수 제작된 '카니발' 차량과 제주공항 픽업&드랍 서비스를 제공한다. 추후 사업 방향에 따라 다양한 서비스를 확대할 예정이다.초록여행은 기아차가 2012년 6월 시작한 사회공헌사업으로 경제적 여건이나 이동의 자유 측면에서 어려움을 겪고 있는 교통약자들의 이동권 향상을 위해 노력해왔다. 출범 이후 현재까지 약 7년간 약 5만 명의 장애인가족의 여행 기회를 제공했다.기아차 관계자는 ""이번 협약식을 통해 제주지역에서도 꾸준히 장애인의 이동권을 지원하도록 노력할 것""이라고 말했다.pjy@newsis.com▶K-Artprice 오픈! 미술품 가격정보 한눈에 보세요▶ 네이버에서 뉴시스 채널 구독하기▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>		"
6,2019.10.18. 오후 12:59,‘휠체어 장애인’도 고속버스 탄다…한계는 ‘여전’," [앵커] 휠체어 장애인도  앞으로는 고속버스를 타고 여행을 다닐 수 있게 됩니다. 휠체어 이동 시설을 갖춘  전용 버스가  이달 말부터 시범운행에 나서는데요. 장애인들이 마음 놓고 타고 다니기엔 아직 한계도 많습니다. 김수영 기자가 취재했습니다. [리포트] 평범해 보이는 고속버스. 차량 중앙에서 문이 열리더니, 휠체어를 수직 이동시킬 수 있는 승강 장치가 펼쳐집니다. 휠체어 이용자가 탑승하고,  안전띠도 착용합니다. 국토교통부가 2년여간 개발한 '휠체어 탑승' 고속버스입니다. 버스 안에는  이렇게 의자를 앞뒤로 밀어서  오른쪽과 왼쪽  최대 2명의 휠체어 장애인이  탑승할 수 있습니다. 앞으로 석 달간  시범 운행하는데, 서울에서 부산, 강릉, 전주, 당진 등 4개 노선 총 10대가 운행됩니다. 예매는 최소 사흘 전에 해야 하고, 본인의 휠체어가 탑승 가능한 규격인지  미리 확인해야 합니다. 별도의 승차장에서 타야 해 출발 20분 전까지  도착은 필수입니다.  [윤영중/국토교통부 교통안전복지과장 : ""휠체어 장애인들도 장거리 이동 시 KTX뿐 아니라 고속버스를 이용해서 새로운 선택권이 생겼다는 데에 큰 의의가 있다고 봅니다.""] 장애인들은  일단 환영하면서도, 내년 본사업을 위해  예산이 더 필요하다며 아쉬움을 나타냈습니다. [박경석/전국장애인차별철폐연대 공동대표 : ""이행하는 곳(버스업체)은 인센티브를 주고, 그것을 이행하지 않는 업체에 대해서는 벌과금을 줘서 이것을 적극적으로 시행할 수 있는 제도적 장치가 필요하다고 봅니다.""] 막 첫발을 디딘 고속버스와 달리, 시내버스는  휠체어를 위한 저상버스를 이미 일부 운영 중입니다. 국토부는 내후년까지 전국 저상버스 비율을 42%까지 높이기로 했습니다. KBS 뉴스 김수영입니다.김수영 기자 (swimming@kbs.co.kr)▶ 콕! 찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다"
7,2019.10.23. 오후 6:57,[포토뉴스] 서구장애인복지관 MOU 체결,"부산 서구장애인복지관(관장 박차희)은 지난 21일 관내 어린이집 4대분과 협의회와 교통안전체험관의 지속적인 이용을 위한 업무 협약을 체결했다.▶ 네이버에서 부산일보 구독하기 클릭!▶ '터치 부산' 앱 출시, 부산일보 지면을 내 손 안에!▶ 부산일보 홈 바로가기"
8,2019.10.16. 오전 9:16,"부산시,‘흰 지팡이의 날’ 개최…시각장애인 권리보호","			 【부산=뉴시스】허상천 기자 = 부산시는 17일 오전 강서실내체육관에서  ㈔시각장애인복지연합회 회원과 시각장애인 및 가족, 자원봉사자 등 700여 명이 참석한 가운데 ‘제40회 흰 지팡이의 날’ 행사를 개최한다. 이날 행사는 꿋꿋하게 자신의 삶을 개척하며 사회참여를 넓혀온 시각장애인에 대한 표창에 이어 흰 지팡이 헌장 낭독, 흰 지팡이 전달 순으로 진행된다. 흰 지팡이의 날은 1980년 세계시각장애인연합회가 시각장애인들의 권리를 보호하고, 사회적 관심을 유도하기 위해 제정했다. ‘흰 지팡이’는 시각장애인의 자립과 성취를 상징한다. 아울러 세상과 동료를 연결하는 고리이자 비장애인과의 소통 수단이라는 상징적 의미도 갖고 있다. 이 때문에 시각장애인이 아닌 사람에게는 다른 색깔의 지팡이 사용을 권장하고 있다. 이런 운동은 1차 세계대전 당시 프랑스에서 채택된 이후 영국·캐나다·미국 등으로 전파됐다. 우리나라에서도 앞을 보지 못하는 사람이 흰색 지팡이를 가지고 걷고 있는 경우, ‘도로교통법’에 일시 정지 또는 서행할 것을 규정하고 있다. 부산시 관계자는 “이번 행사를 통해 흰 지팡이의 의미를 되새기고, 희망을 가지고 꿈을 향해 도전하는 뜻깊은 계기가 되길 바란다”며 “장애인과 비장애인 구분 없이 더불어 함께 사는 세상을 만드는 데 부산시가 앞장서겠다”고 말했다.heraid@newsis.com▶K-Artprice 오픈! 미술품 가격정보 한눈에 보세요▶ 네이버에서 뉴시스 채널 구독하기▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>		"
9,2019.10.15. 오전 9:14,"""부산도시철도 교통약자 피난시설·역사 내 공기질 관리 필요""","			부산시 안전감찰 결과 15건 시정조치, 권고·제도개선 사항 8건 발굴부산도시철도 대형사고 대응 합동훈련[연합뉴스 자료사진]    (부산=연합뉴스) 조정호 기자 = 부산도시철도 지하역사에 긴급한 상황이 발생했을 때 교통약자 광고물과 상가시설물이 피난에 방해된다는 지적이 나왔다.    부산시 감사위원회는 교통약자(어린이·노인·장애인·임산부 등) 보행권 확보를 위해 하루 92만명이 이용하는 부산도시철도 지하역사를 대상으로 장애인·환경보전협회, 전문가 등과 함께 안전감찰을 했다고 15일 밝혔다.    이번 안전감찰은 보행자가 가장 많은 환승역을 대상으로 교통약자 보행 불편 시설물, 각종 안전사고 발생 시 신속한 초동대응을 위한 비상대응 체계, 지하역사 내 공기 질 등을 확인해 시민 안전을 위협하는 요소를 사전에 제거하기 위한 것이다.    시는 감찰 결과 각종 안전사고 대비 매뉴얼 운영·관리 소홀 등 시정 조치 15건과 거동불편자 등을 동반한 비상대응 교육 훈련 등 권고사항 6건, QR 코드를 활용한 부산도시철도 안내 콘텐츠 개발 등 제도 개선사항을 발굴했다고 말했다.    감찰에 참여한 전문가는 도로상에 설치된 환기구 관리, 미세먼지·황사 등 특보발령 시 지하역사 내 공기 질 관리 방안, 긴급사항 발생 시 교통약자(거동불편자 등) 피난시설 검토 등 의견을 제시했다.    이들은 ""지하역사 내 과도한 돌출 광고물, 상가 돌출물이 피난을 방해하고 시민 보행권에도 방해가 되는 사례가 많다""며 ""부산교통공사에서 광고사업·상가관리에 관한 전면적인 검토가 필요하다""고 강조했다. ccho@yna.co.kr▶이 시각 연합뉴스 '핫뉴스'[클릭]▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥"
