,날짜,기사제목,기사내용
0,2018.04.10. 오후 5:31,"부산진구, 노인장애인복지관 저상버스 발차식",    부산진구 노인장애인복지관(관장 김익현)은  10일 송상현광장 내 다이내믹 부산마당에서 교통약자 전용 저상버스 발차식 및 시승식을 가졌다.디지털본부  news@busan.com 
1,2018.04.17. 오후 3:05, 부산 법원·검찰청 앞에서 ‘장애인 보행체험’ 해봤더니… ,"			 [한겨레] 횡단보도 등 인도턱 높아 휠체어 진입 어려워시각장애인 점자블록 설치도 제대로 안 돼…횡단보도 음향신호기도 미설치시민들 “어렵고 힘든 사람에 대한 배려 없는 사회, 적극적 개선 노력 필요”지난 15일 부산 연제구 거제동의 부산지방법원과 부산지방검찰청 앞 인도에서 장애인 보행 체험행사에 참여한 시민들이 높은 턱 때문에 인도에 들어가지 못하고 차도로 휠체어를 밀고 있다.  지난 15일 오후 부산 연제구 동해선 거제역 앞에선 20일 장애인의 날을 앞두고 부산참여연대와 부산장애인차별철폐연대가 부산지법과 부산지검 청사까지 한 바퀴 돌아보는 ‘장애인 보행 시민체험’ 행사를 벌였다.   휠체어에 사람을 태우거나 안대를 하고 흰 지팡이를 든 시민 60여명이 거제역을 출발했다. 곧바로 오르막길이 나타났다. 휠체어를 미는 시민들은 용을 써서 금세 얼굴이 붉어졌다. 거제역 건물과 맞물리는 구간에선 인도 폭이 1m가량으로 절반이나 좁아졌다. 한 시민이 “그나마 일요일이라 오가는 사람이 많지 않아 다행”이라고 중얼거렸다.  차로를 건너가려고 하자 거제대로 쪽으로 빠져나가는 차들이 잇따라 지나갔다. 횡단보도로 이어지는 인도 끝 지점의 경사 때문에 휠체어를 붙잡느라 시민들이 긴장했다. 행사 지원 나온 경찰이 차도를 막아서고 나서야 안전하게 길을 건널 수 있었다. 장애인차별철폐연대의 한 관계자는 “차량도 잘 살펴야 하지만, 평소엔 마음대로 나아가지 않는 휠체어 때문에 신경이 곤두선다. 오늘은 행사 때문에 편하게 길을 건너는 편”이라고 말했다. 지난 15일 부산 연제구 거제동의 부산지방법원 앞 인도에서 시민들이 장애인 보행을 체험하고 있다. 10여m 폭의 차도를 건너자 높이 3㎝가량의 인도턱이 나타났다. 차도를 지나 빌딩 주차장 진입로를 통해서야 인도로 들어설 수 있었다. 힘들게 진입한 인도에서도 곳곳에 세워진 가로수를 피해 가야 했다. 인도는 평평하지 않고 차도 쪽으로 기울어져 있었다. 휠체어를 끌던 한 시민은 미끄러져 차도 쪽으로 넘어질 뻔했다. 행사에 참여한 김아무개(42)씨가 재빨리 잡아줘 사고를 피할 수 있었다.   검찰청사 앞의 횡단보도를 건너자 다시 높이 2㎝가량의 인도 턱이 나타났다. 휠체어에 앉은 시민이 세게 밀어도 헛도는 바퀴 때문에 올라갈 수 없었다. 보다 못한 다른 시민이 휠체어를 뒤에서 밀어 겨우 인도로 올라설 수 있었다. 김씨는 “어렵고 힘든 사람에 대한 배려가 없는 사회”라고 혀를 찼다.  검찰에서 법원 청사로 뻗어 있는 150m 구간 폭 6m가량의 인도에는 시각장애인을 위한 점자블록이 없었다. 점자블록은 선형과 점형 블록으로 나뉘는데, 선형 블록은 시각장애인에게 길이 어디로 향하는지 알려주고, 점형 블록은 횡단보도나 갈림길 등의 길 정보를 제공한다. 이 인도에는 선형 블록이 없었다. 안대를 한 시민들은 인도를 지나다 벽으로 향하거나 가로수에 부딪혔다. 법원 청사 앞의 두 횡단보도 가운데 한 곳에는 시각장애인에게 횡단보도를 알려주는 음향신호기도 설치되지 않았다. 지난 15일 부산 연제구 거제동의 부산 검찰청 앞 횡단보도에서 장애인 보행 체험행사에 참여한 한 청소년이 휠체어를 밀어 인도로 올라가려고 하고 있다. 인도 턱이 높아 애쓰고 있다.   고숙희(27) 부산장애인차별철폐연대 활동가는 “대중교통을 이용해 법원·검찰로 가는 길은 턱도 많고, 경사로도 심하다. 장애물도 많다. 대중이라는 말에 장애인도 포함돼야 한다”고 말했다. 이번 행사에 참여한 최영애(76·사하구)씨는 “장애인이 법원·검찰에 가려면 사고 위험을 감수해야 한다는 사실을 몰랐다. 모두 함께 살아가려면, 누구나 이용할 수 있는 시설이 갖춰져야 한다. 지자체 등의 적극적 개선 노력과 의지가 필요하다”고 목소리를 높였다. 참여연대와 장애인차별철폐연대는 연제구 등 관할 행정기관에 장애인 이동권 보장을 위한 개선 대책 마련을 촉구할 예정이다. 글·사진 김영동 기자 ydkim@hani.co.kr ▶ 한겨레 절친이 되어 주세요! [신문구독] [사람과 동물을 잇다 : 애니멀피플] [카카오톡][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
2,2018.04.16. 오후 7:35,관광도시 부산? 장애인에겐 여전히 '넘사벽',"    휠체어가 진입할 수 없는 송도해수욕장 구름산책로 입구.  부산발전연구원 제공      ""진입로나 주차장에 블록이 많아 휠체어로 다니기 어려워요. 그냥 차 안에서 바다를 구경하곤 하죠.""(박 모 씨)부산에 사는 한 장애인의 경험담이다. 지난해 관광약자를 위한 관광환경 조례 제정에도 불구하고 부산지역 관광지는 여전히 '장애인이 가까이 하기엔 너무 불편'한 것으로 나타났다.부산발전연구원 보고서 관광약자 위한 대책 주문부산발전연구원은 16일 '무장애 관광도시 조성 필요성과 부산의 방향' 보고서를 내고 장애인 등 관광약자를 위한 대책 마련을 주문했다. 보고서에 따르면 송도 해상케이블카와 구름산책로, 태종대공원과 국립해양박물관 등 주요 관광지의 교통약자를 위한 시설과 안내가 미흡한 것으로 조사됐다. 4곳 모두 홈페이지와 점자 안내 책자가 미비했고, 장애 유형별 해설서비스, 시각장애인용 점자블록, 음성안내, 점자촉진판을 갖추지 않는 등 전반적인 관광 환경이 장애인이 이용하기에 불편했다.조사를 진행한 부발연 박경옥 연구위원은 ""시범적으로 4곳만 조사했을 뿐, 부산지역 관광지 대부분이 비슷한 실정""이라며 ""관광약자의 여행향유권은 '배려'가 아닌 국민으로서 마땅한 '권리'라는 인식을 갖고 정책을 마련해야 한다""고 강조했다.우리나라는 인구 5%를 차지하는 장애인을 비롯해 급증하는 노인인구와 해외 고령관광객 등으로 무장애 관광도시의 중요성이 커지고 있지만, 올해 현재 부산지역 '배리어 프리(BF) 인증'은 42건으로 7대 도시 중 가장 저조하다. 박 연구위원은 무장애 관광도시 조성을 위해 민관협의체 구성과 무장애 관광지원센터 설립, 장기적으로는 연령·성별·국적·장애 여부와 상관없이 누구나 공평하게 이용할 수 있도록 관광시설에 '유니버설 디자인(UD)' 도입 등을 제안했다. 이대진 기자    		"
3,2018.04.30. 오후 2:00,"공공기관들, 작년 장애인 생산품 1천853억 구매…42% 증가","			올해부터 구매실적·계획 제출 의무화…도로공사 구매액 최대장애인 고용ㆍ취업(PG)[제작 이태호] 사진합성, 일러스트(세종=연합뉴스) 성서호 기자 = 고용노동부는 지난해 국가기관, 지방자치단체, 공기업 등 716개 공공기관이 장애인 표준사업장 생산품을 1천853억 원어치 구매했다고 30일 공고했다.    노동부는 지난해 6월 시행된 개정 장애인 고용촉진 및 직업재활법에 따라 올해 처음으로 해당 구매액을 공고했다. 장애인 표준사업장이란 10명 이상, 상시근로자 대비 30% 이상의 장애인을 고용하고 편의시설과 최저임금 이상 지급 등의 요건을 갖춘 사업장을 말한다.    노동부에 따르면 지난해 구매액은 전년(1천302억 원)보다 42.3% 늘었고, 전체 구매액 중 장애인 표준사업장 생산품 구매액이 차지하는 비율도 0.40%로 전년(0.32%)보다 증가했다.    공공기관 유형별 구매비율은 지자체(0.83%), 준정부기관(0.65%), 지방공기업(0.58%), 지방의료원(0.41%), 국가기관(0.34%) 등의 순이었다.    전체 공공기관 중 장애인 표준사업장 생산품 구매액이 많은 기관은 한국도로공사로, 모두 114억 원어치를 샀다. 그다음은 한국토지주택공사(63억 원), 국토교통부(47억 원) 순이었다.    총 구매액 대비 구매비율이 높은 기관은 동북아역사재단(28.70%), 부산 부산진구(18.99%), 부산 북구(13.36%) 순이었다.    우체국시설관리단의 경우 장애인 표준사업장 생산품 구매비율이 2016년보다 11.6%포인트나 늘어 증가율이 가장 높았다.    주요 구매품목은 인쇄, 기념품 등 홍보 물품에서 발광다이오드(LED) 실내조명, 컴퓨터, 사무용 가구, 근무복, 원두커피 가공 등으로 다양화한 것으로 나타났다.    노동부는 또한, 올해 공공기관의 장애인 표준사업장 생산품 구매계획도 공고했다.    구매계획을 보면 올해 공공기관은 지난해 구매액보다 41.6% 늘어난 2천623억 원어치를 사들일 예정이다.    기관별 구매실적은 고용노동부 누리집(http://www.moel.go.kr)에서 확인할 수 있다.    한편, 장애인 고용촉진 및 직업재활법에 따라 구매실적·계획을 제출해야 하는 공공기관은 총 833곳이지만, 이번에는 716곳만이 제출했다.    이에 노동부는 행정안전부의 정부 평가 기준으로 올해 2월 장애인 표준사업장 생산품 구매실적·계획 제출을 추가했다.    노동부 관계자는 ""개정법 시행으로 구매실적·계획 제출이 의무화했지만, 첫 시행이다 보니 제출하지 않은 곳들이 있었다""며 ""정부 평가 기준으로 포함한 만큼 내년부터는 많은 공공기관이 기록을 제출할 것""이라고 말했다.[고용노동부 제공=연합뉴스] soho@yna.co.kr▶기사제보 및 문의▶내 생활에 흥이나는 최신 트렌드  ▶사진구매 문의"
4,2018.04.19. 오후 8:10,"""점자블록 없고 경사 높고… 장애인 보행환경 낙제점""","			      거동이 불편한 장애인들에게 법원과 검찰청의 문턱은 턱없이 높았다.19일 부산참여연대가 장애인의 날을 맞아 부산의 대표 공공기관인 연제구 법원과 검찰청 인근의 장애인 보행 환경을 조사한 결과 17곳에서 45건의 문제점이 지적됐다.장애인의 날 법원 일대서 체험 부산참여연대 ""17곳서 문제점""구체적으로 보면 거제역 법원남로 법원 방향 진입로는 보도 경사가 가팔라 휠체어 장애인들이 이동하기 어려웠고, 점자블록이 없어 시각 장애인의 통행에 문제가 있었다. 법원 앞 출입구에는 선형블록(도로에 설치된 블록을 통해 시각 장애인에게 진행 방향을 안내하는 시설물)이 없었고, 시각 장애인용 음향신호기가 설치돼 있긴 했으나 불량인 것으로 조사됐다.법원 앞 주차장 인도의 경우 보도 포장이 부실했고, 군데군데 끊겨 있었다. 검찰청 입구는 횡단보도와 인도 사이에 높은 턱이 있어 휠체어 장애인들이 이동에 큰 불편을 겪어야만 했다. 또 법원과 검찰청 사이를 잇는 도로에는 시각 장애인을 위한 선형블록이 설치돼 있지 않았다. 이 외에도 점자블록, 선형블록 등이 설치돼 있지 않거나 인도 중간중간에 보행을 방해할 정도로 높은 턱이 있는 경우가 많았다.부산참여연대는 지난 15일 법원과 검찰청 인근에서 휠체어 장애인과 시각 장애인은 물론 비장애 시민들도 함께 모여 '장애인 보행 체험행사'를 열었다. 비장애인의 경우 안대를 착용한 뒤 지팡이에 의지해 걸으면서 장애인의 시각에서 보행환경을 살펴봤다. 부산참여연대는 이 같은 행사를 2012년부터 장애인의 날과 보행자의 날(11월 11일)에 맞춰 부산 각지에서 열고 있다.부산참여연대 관계자는 ""법원과 검찰청의 위상이 무색할 정도로 교통약자에 대한 배려를 찾아볼 수 없었다""며 ""관할인 부산시청과 연제구청은 서둘러 시정조치를 하기 바란다""고 말했다.안준영 기자    		"
5,2018.04.23. 오후 2:16,부산시의회 제269회 임시개 열흘간 개최 ,"조례안 25건, 동의안 5건 등 안건 33건 심사 [부산CBS 김혜경 기자]부산시의회는 오는 24일부터 5월 3일까지 열흘간 일정으로 제269회 임시회를 연다. 의회는 조례안 25건, 동의안 7건, 의견청취안 1건 등 모두 안건 33건을 심사한다. 24일 제1차 본회의에서는 지방선거 출마로 인해 공석인 후반기 부의장 등에 대한 보궐선거를 실시한다. 1일 오전 제2차 본회의에서는 윤종현 의원의 '명지오션시티 내 학교 증설 관련'등 의원 3명이 시와 교육청의 입장, 대책을 촉구하는 시정 질문을 펼친다. 기획행정위원회는 부산시장이 발의한 근거법률의 개정에 따른 규정을 정비하고, 위원회 운영에 관한 사항을 개선․보완하는 것을 골자로 담은 '부산시 혁신도시관리위원회 조례 일부 개정조례안'등 조례안 6건을 심사한다. 경제문화위원회는 박광숙 의원이 대표 발의한 감정노동자를 보호하고, 건전한 근로문화조성을 통한 감정노동자의 인권증진을 내용으로 하는 '부산시 감정노동자 보호 등에 관한 조례안'을 심사한다. 복지환경위원회는 김남희 의원이 대표발의한 '부산시 장애인 건강권과 의료접근성 보장 조례안'등 조례안 8건과 동의안 4건을 심사한다. 해양교통위원회에서는 부산시장이 발의한 교통유발부담금 경감제도가 실질적으로 기업체 등의 교통수요 감축을 유도할 수 있도록 개선하는 것을 내용으로 하는 '부산시 교통유발부담금 등에 관한 조례 일부개정조례안'등 조례안 3건을 심사한다. 도시안전위원회는 김흥남 의원이 대표발의한, 근거법령의 개정사항 등을 반영하고 의용소방대 운영의 효율성을 높이는 것을 내용으로 하는 '부산시 의용소방대 설치와 운영 조례 일부개정조례안'등 조례안 3건과 '화명오토캠핑장 관리․운영 사무의 민간위탁동의안'을 심사한다.  교육위원회는 오은택, 이종진 의원이 공동발의한, 교육청 근무기관에 따른 학습휴가의 차별을 해소해 자기역량을 강화하고 활기있는 조직문화 조성을 내용으로 하는 '부산시교육감 소속 지방공무원 복무 조례 일부개정조례안'등 조례안 3건을 심사한다.▶ 이시각 주요뉴스▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기hkkim@cbs.co.kr저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지		"
6,2018.04.05. 오전 11:14,부산성의신협 2억 5천만 원 저상버스  '쾌척',"			     부산진구 노인장애인복지관 4월 10일 발차식부산성의신협(이사장 윤석영)이 부산진구 노인과 장애인을 위해 2억 5천만 원 상당 저상버스를 부산진구 노인장애인복지관에 쾌척했다.부산진구노인장애인복지관(관장 김익현)은 오는 4월 10일 오전 10시 송상현광장 내 다이내믹 부산마당에서 교통약자 전용 저상버스 발차식 및 시승식을 가진다. 행사에는 서병수 부산시장을 비롯해 최기수 부산진구 부구청장, 후원기업 대표, 시의원, 구의원, 어르신 및 장애인 등이 참석한다.부산성의신협이 기증한 저상버스는 노인과 장애인, 임산부 등이 편하게 승하차할 수 있는 특수차량이다. 출입문 발판 높이가 27cm 이내이고 휠체어 4대를 탑재할 수 있다. 이 버스는 4월 10일 발차식을 시작으로 평일에는 부산진구의 복지관, 관공서, 병원, 시장, 지하철을 편리하게 이용하도록 돕는다. 주말에는 부산 소재 복지단체들에게 무상으로 대여할 예정이다.부산진구 노인장애인복지관은 부산지역 복지관에서 유일하게 교통약자의 이동권 보장과 교통편의를 위해 2012년 1월부터 '해피버스'라는 이름을 붙인 저상버스 2대를 운행하고 있다. 최근 해피버스 1호 차의 노후화로 인한 이용자들의 불편을 완화하기 위해 신규 저상버스를 마련키로 하고 지역사회에 후원을 요청했다. 그 결과 부산성의신협이 부산진구 노약자들의 이동권 보장을 위해 부산진구 노인장애인복지관에 2억 5천만 원 상당의 저상버스를 흔쾌히 기증했다.한편 부산성의신협은 연지점 등 부산진구에 4개 영업점을 두고 있고 동래구1개 지점 등 5개의 영업점을 운영하고 있다. 2017년 기준 자산액은 5252억 원으로 전국 9위이고 당기순이익은 전국 1위를 기록했다.디지털본부  news@busan.com"
7,2018.04.09. 오후 5:39,"신정훈, 광주~부산 2시간 '남해안 고속철 추진'     ","""무안공항에서 광주-진주-부산국제공항 연결""[광주CBS 김형로 기자](사진=신정훈 민주당 전남지사 예비후보 측 제공)더불어민주당 신정훈 전남도지사 예비후보는 무안국제공항을 동북아 허브공항으로 육성하고, 광주 나주 혁신도시권과 순천, 여수, 목포 등 전남의 주요도시를 철도망으로 연결하며, 전남교통공사를 설립해 여객선 준공영제를 시행하는 등 사통팔달의 교통체계를 구축하겠다고 밝혔다.신 후보는 9일 오후 2시 30분 전남도의회 5층 브리핑룸에서 전남 SOC 관련 공약을 발표하고 ""무안공항에서 광주-진주-부산국제공항을 연결하는 남해안 고속철도(KTX)를 추진, 광주~부산간 교통망을 2시간 이내로 단축해 남해안 인구 2,000만의 경제적 동반성장과 함께 영호남 대통합을 도모하여 신해양 남해안시대를 열어가겠다""고 선언했다.신 후보는 우선 문재인 대통령의 광주공항 이전 공약을 조속히 이행하고, 동북아로 연결되는 국제노선을 확대하며, 무안국제공항의 활주로를 2800m에서 3200m로 늘려 기반시설을 확충하며, 무안국제공항을 기반으로 소형항공사를 설립하는 등 무안국제공항을 동북아 허브공항으로  발전시키기로 했다.신 후보는 무안국제공항을 거치는 호남고속철도와 보성~목포(임성리) 간 철도의 연결로 경전선과 순천~광주송정 간 철도를 잇는 전남권 철도망이 완성되고, 이를 위해 현재 비전철노선으로 건설되는 보성~목포(임성리)간 철도의 전철화 사업을 동시에 추진해서 빛가람 혁신도시권을 중심으로 1시간 대 연결 철도망 구축될 것이라고 밝혔다.또, 보성~목포간 전철 건설과 함께 호남고속철도와 열차 직결운행이 가능하도록 호남고속철도 2단계 건설시 반영하게 되면 광주 나주 혁신도시권과 순천, 여수, 목포 등 전남의 주요 도시를 철도망을 통해 편리하게 상호 연결하는 효과를 거둘 것이라고 덧붙였다.이와 함께 국도 77호선 단절구간인 신안군 압해도와 해남권 화원지역을 연결함으로서  해남, 완도, 진도 등 전남 남동부권에서도 무안공항을 편리하게 이용토록 하겠다며 국도 77호선 압해~화원구간은 무안공항 활성화 및 서남권 관광활성화를 꼭 필요하다고 설명했다.신 후보는 이 밖에 지역 내 시외버스 주요노선과 여객선, 철도 서비스를 제공할 전남교통공사를 설립해서 지역 맞춤형 편리한 교통서비스 제공하겠다며 시외버스와 철도노선의 상호연계를 통한 역할분담을 통해 버스 보조금을 절감하고, 정부의 여객선 현대화사업 등을 우선 유치해 안전한 해상운송서비스를 제공하겠다고 약속했다.신 후보는 ""장애인 등 교통약자의 장거리 이동지원 등 특화된 서비스를 통해 교통복지도 강화하겠다""며 ""바다와 육지, 바닷길을 입체적으로 연결하는 교통망을 구축해 도민들의 교통편의 개선과 함께 지역간 균형발전을 꾀하겠다""고 다짐했다.▶ 이시각 주요뉴스▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기khn5029@hanmail.net저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지		"
8,2018.04.18. 오후 7:34,[대중교통이 도시경쟁력] ３. 시민 행복버스 서비스로,"    버스 이용률을 높이려면 버스가 안전하고 친절한 교통수단이라는 인식을 심어줘야 한다. 사진은 부산의 한 정류장에서 승객들이 전기버스에 탑승하는 모습.  김병집 기자 bjk@     인프라에서 안전·친절로 버스 서비스 만족도 높인다 버스 세 대를 이어붙인 3단 굴절버스가 주변 6개 도시와 거미줄처럼 연결된 중앙버스전용차로를 누비는 도시. 우리 돈 1300원 만 내면 환승을 통해 원하는 목적지까지 갈 수 있어 시민 10명 중 8명은 버스로 출퇴근하는 도시. '버스 왕국'으로 불리는 브라질 남부 도시 쿠리치바 이야기다. 가까운 일본의 버스 역시 눈에 잘 띄지 않는 사소한 부분까지 승객을 우선 배려하는 친절함이 연상된다. 하지만 부산시민이 떠올리는 버스 이미지는 이와는 사뭇 다르다. 버스 이용률을 높이기 위해서는 대중교통 무료환승제나 중앙버스전용차로제(BRT) 도입 같은 인프라 구축에서 한발 더 나아가 버스가 안전하고 친절한 교통수단이라는 인식을 시민들에게 심어줘야 한다. 시민 중심 서비스 개혁 위해 2016년부터 '행복버스' 사업 상습 민원·난폭 운행 등 개선부산시는 대중교통 혁신을 위한 역점 과제로 지난 2016년부터 '행복버스 만들기 사업'을 추진하고 있다. 편안하고 즐거운 출퇴근 시간, 안전하고 친절한 운행서비스, 쾌적하고 산뜻한 승차환경 조성 등 철저하게 수요자인 시민 중심으로 버스 서비스를 개혁하겠다는 것이다.시는 우선 1008번, 138번 등 출근시간대 만차 민원이 지속적으로 제기된 주요 과밀노선에 대해서 탄력배차를 실시하고, 동~서를 잇는 해안일주 직통노선 등을 신설해 서부산과 동부산 권역의 대중교통 사각지대 해소에 나섰다. 대기 편의를 위해 버스도착안내정보기를 늘리고, BRT 구간 버스정류소에 온열의자 30개와 에어커튼 352개를 순차적으로 설치한다.급제동, 급출발, 운행차로 급변경 등 승객들의 안전을 위협하고 무질서를 조장하는 난폭 운행에 대해서도 칼을 빼들었다. 시내 주요 정류장 곳곳에 정차면을 추가·정비해 버스업체와 함께 '정차면 준수' 캠페인을 진행하고 있다.버스 업계도 팔을 걷어 붙였다. 소속 기사 등을 대상으로 연 3회 안전과 친절서비스 교육을 진행하고, 응급처치 교육을 통해 기사들을 시민안전을 지키는 '119응급 서포터즈'로 육성하고 있다. 또 장애인 등 교통약자를 배려하는 저상버스를 속속 도입하고, 매연 없는 전기버스 30대를 전국 최초로 노선에 투입하는 등 버스 고급화에도 투자를 늘리고 있다. 일부 성과도 나타나고 있다. 부산시 교통불편신고센터에 접수된 정류장 통과, 난폭 운전, 불친절 등 버스 불편신고는 2015년 662건, 2016년 548건, 지난해 439건으로 2년 만에 3분의 2 수준으로 떨어졌다. 반면 버스 이용만족도는 2014년 83.6점에서 2016년 84.9점으로 소폭 증가에 그쳐, 시민의 사랑을 받는 버스로 자리매김하기에는 여전히 갈 길이 멀다. 박태우 기자 wideneye@    		"
9,2018.04.12. 오전 10:45,"열린관광지 확대, 교통약자 관광 기회·선택 폭 커졌다","2018년 열린관광지로 선정된 충남 아산의 외암마을. /사진제공=이하 한국관광공사열린관광지 확대로 교통약자의 국내관광 기회와 선택의 폭도 커질 전망이다. 열린관광지는 장애인, 어르신, 영·유아 동반 가족에게 이동과 관광에 불편함이 없는 '무장애'(Barrier free) 관광지를 가리킨다. 문화체육관광부와 한국관광공사는 지난 2월부터 펼쳐온 '2018년 열린관광지' 조성사업 공모 결과, 서면과 실사를 통과한 전국 12곳을 최종 선정했다고 12일 밝혔다. 이번에 선정된 열린관광지는 ▲외암마을(충남 아산) ▲갯골생태공원(경기 시흥) ▲망상해수욕장(강원 동해) ▲반디랜드(전북 무주) ▲상림공원(경남 함양) ▲해운대해수욕장&온천(부산) ▲정남진 편백숲 우드랜드(전남 장흥) ▲궁남지(충남 부여) ▲해양공원(전남 여수) ▲백수해안도로(전남 영광) ▲전통한방휴양관광지(경남 산청) ▲대장경기록문화테마파크(경남 합천) 등이다. 이곳들은 앞으로 화장실, 편의시설, 경사로 개·보수와 관광 안내체계 정비, 온·오프라인 홍보 지원을 받는다. 경기 시흥의 갯골생태공원전남 장흥의 정남진 편백숲 우드랜드이로써 2015년부터 추진해온 열린관광지는 총 29곳으로 확대됐다. 기존 열린관광지는 ▲순천만 자연생태공원(전남 순천) ▲보문관광단지(경북 경주) ▲한국민속촌(경기 용인) ▲근대골목(대구) ▲섬진강 기차마을(전남 곡성) ▲한려수도 케이블카(경남 통영, 이상 2015년 선정) ▲정동진 모래시계공원(강원 강릉) ▲당항포(경남 고성) ▲오동도(전남 여수) ▲선운산도립공원(전북 고창) ▲대천해수욕장(충남 보령, 2016년) ▲태화강십리대숲(울산) ▲세미원(경기 양평) ▲삼탄아트마인(강원 정선) ▲삼례문화예술촌(전북 완주) ▲대가야역사테마관광지(경남 고령) ▲천지연폭포(제주 서귀포, 2017년) 등이다. 한국관광공사 양수배 관광복지팀장은 ""2020년까지 열린관광지 100개소 조성, 무장애 관광 추천코스 발굴 등을 통해 행복한 관광복지 실현에 노력하겠다""고 말했다. 박정웅 기자 parkjo@mt.co.kr<저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지>▶지금 사람들이 가장 많이 보고 있는 기사▶스타들은 뭐 입지?"
